id	date	home_team	home_team_score	visit_team	visit_team_score
400489415	2014-01-10	LA Clippers	123	Los Angeles	87
400489450	2014-01-15	LA Clippers	129	Dallas	127
400489467	2014-01-18	Indiana	106	LA Clippers	92
400489480	2014-01-20	Detroit	103	LA Clippers	112
400489494	2014-01-22	Charlotte	95	LA Clippers	91
400489514	2014-01-24	Chicago	95	LA Clippers	112
400489538	2014-01-27	Milwaukee	86	LA Clippers	114
400489558	2014-01-29	LA Clippers	110	Washington	103
400489581	2014-02-01	LA Clippers	102	Utah	87
400489591	2014-02-03	Denver	116	LA Clippers	115
400489609	2014-02-05	LA Clippers	112	Miami	116
400489662	2014-02-12	LA Clippers	122	Portland	117
400489673	2014-02-18	LA Clippers	103	San Antonio	113
400489694	2014-02-21	Memphis	102	LA Clippers	96
400489706	2014-02-23	Oklahoma City	117	LA Clippers	125
400489717	2014-02-24	New Orleans	110	LA Clippers	123
400489735	2014-02-26	LA Clippers	101	Houston	93
400489755	2014-03-01	LA Clippers	108	New Orleans	76
400489775	2014-03-04	Phoenix	96	LA Clippers	104
400489789	2014-03-06	Los Angeles	94	LA Clippers	142
400489806	2014-03-08	LA Clippers	109	Atlanta	108
400489822	2014-03-10	LA Clippers	112	Phoenix	105
400489852	2014-03-14	Utah	87	LA Clippers	96
400489868	2014-03-16	LA Clippers	102	Cleveland	80
400489875	2014-03-17	Denver	110	LA Clippers	100
400489912	2014-03-22	LA Clippers	112	Detroit	103
400489929	2014-03-24	LA Clippers	106	Milwaukee	98
400489939	2014-03-26	New Orleans	98	LA Clippers	96
400489947	2014-03-27	Dallas	103	LA Clippers	109
400489961	2014-03-29	Houston	107	LA Clippers	118
400489980	2014-03-31	Minnesota	104	LA Clippers	114
400489998	2014-04-02	Phoenix	108	LA Clippers	112
400490001	2014-04-03	LA Clippers	107	Dallas	113
400490023	2014-04-06	LA Clippers	120	Los Angeles	97
400490046	2014-04-09	LA Clippers	101	Oklahoma City	107
400490062	2014-04-12	LA Clippers	117	Sacramento	101
400490088	2014-04-15	LA Clippers	117	Denver	105
400490101	2014-04-16	Portland	110	LA Clippers	104
400488905	2014-11-01	Los Angeles Lakers	85	San Antonio	91
400488919	2014-11-03	Los Angeles Lakers	105	Atlanta	103
400488929	2014-11-05	Dallas	123	Los Angeles Lakers	104
400488945	2014-11-07	Houston	98	Los Angeles Lakers	99
400488954	2014-11-08	New Orleans	96	Los Angeles Lakers	85
400488970	2014-11-10	Los Angeles Lakers	90	Minnesota	113
400488983	2014-11-12	Los Angeles Lakers	116	New Orleans	95
400488991	2014-11-13	Denver	111	Los Angeles Lakers	99
400489007	2014-11-15	Los Angeles Lakers	86	Memphis	89
400489022	2014-11-17	Los Angeles Lakers	114	Detroit	99
400489074	2014-11-24	Los Angeles Lakers	100	Sacramento	86
400489085	2014-11-26	Washington	116	Los Angeles Lakers	111
400489106	2014-11-29	Detroit	102	Los Angeles Lakers	106
400489128	2014-12-01	Los Angeles Lakers	108	Portland	114
400489162	2014-12-06	Sacramento	100	Los Angeles Lakers	106
400489190	2014-12-10	Los Angeles Lakers	108	Phoenix	114
400489209	2014-12-13	Oklahoma City	122	Los Angeles Lakers	97
400489215	2014-12-14	Charlotte	85	Los Angeles Lakers	88
400489230	2014-12-16	Atlanta	114	Los Angeles Lakers	100
400489239	2014-12-17	Memphis	92	Los Angeles Lakers	96
400489264	2014-12-20	Los Angeles Lakers	104	Minnesota	91
400489289	2014-12-23	Phoenix	117	Los Angeles Lakers	90
400489293	2014-12-25	Los Angeles Lakers	95	Miami	101
400489306	2014-12-27	Utah	105	Los Angeles Lakers	103
400489340	2014-12-31	Los Angeles Lakers	79	Milwaukee	94
400489361	2014-01-03	Los Angeles Lakers	110	Utah	99
400489377	2014-01-05	Los Angeles Lakers	115	Denver	137
400489389	2014-01-07	Dallas	110	Los Angeles Lakers	97
400489399	2014-01-08	Houston	113	Los Angeles Lakers	99
400489438	2014-01-14	Los Angeles Lakers	118	Cleveland	120
400489447	2014-01-15	Phoenix	121	Los Angeles Lakers	114
400489486	2014-01-20	Chicago	102	Los Angeles Lakers	100
400489504	2014-01-23	Miami	109	Los Angeles Lakers	102
400489506	2014-01-24	Orlando	114	Los Angeles Lakers	105
400489547	2014-01-28	Los Angeles Lakers	92	Indiana	104
400489568	2014-01-31	Los Angeles Lakers	100	Charlotte	110
400489595	2014-02-04	Minnesota	109	Los Angeles Lakers	99
400489598	2014-02-05	Cleveland	108	Los Angeles Lakers	119
400489630	2014-02-09	Los Angeles Lakers	86	Chicago	92
400489649	2014-02-11	Los Angeles Lakers	79	Utah	96
400489664	2014-02-13	Los Angeles Lakers	103	Oklahoma City	107
400489684	2014-02-19	Los Angeles Lakers	108	Houston	134
400489720	2014-02-25	Indiana	118	Los Angeles Lakers	98
400489730	2014-02-26	Memphis	108	Los Angeles Lakers	103
400489745	2014-02-28	Los Angeles Lakers	126	Sacramento	122
400489769	2014-03-03	Portland	106	Los Angeles Lakers	107
400489776	2014-03-04	Los Angeles Lakers	125	New Orleans	132
400489798	2014-03-07	Denver	134	Los Angeles Lakers	126
400489808	2014-03-09	Los Angeles Lakers	114	Oklahoma City	110
400489843	2014-03-13	Oklahoma City	131	Los Angeles Lakers	102
400489851	2014-03-14	San Antonio	119	Los Angeles Lakers	85
400489890	2014-03-19	Los Angeles Lakers	109	San Antonio	125
400489904	2014-03-21	Los Angeles Lakers	107	Washington	117
400489919	2014-03-23	Los Angeles Lakers	103	Orlando	94
400489946	2014-03-27	Milwaukee	108	Los Angeles Lakers	105
400489954	2014-03-28	Minnesota	143	Los Angeles Lakers	107
400489973	2014-03-30	Los Angeles Lakers	115	Phoenix	99
400489986	2014-04-01	Los Angeles Lakers	112	Portland	124
400489999	2014-04-02	Sacramento	107	Los Angeles Lakers	102
400490015	2014-04-04	Los Angeles Lakers	95	Dallas	107
400490034	2014-04-08	Los Angeles Lakers	130	Houston	145
400490076	2014-04-13	Los Angeles Lakers	90	Memphis	102
400490084	2014-04-14	Utah	104	Los Angeles Lakers	119
400490094	2014-04-16	San Antonio	100	Los Angeles Lakers	113
400488888	2014-10-30	Phoenix Suns	104	Portland	91
400488903	2014-11-01	Phoenix Suns	87	Utah	84
400488917	2014-11-03	Oklahoma City	103	Phoenix Suns	96
400488928	2014-11-05	New Orleans	98	Phoenix Suns	104
400488941	2014-11-06	San Antonio	99	Phoenix Suns	96
400488956	2014-11-08	Phoenix Suns	114	Denver	103
400488969	2014-11-10	Phoenix Suns	101	New Orleans	94
400488993	2014-11-13	Portland	90	Phoenix Suns	89
400489033	2014-11-19	Sacramento	107	Phoenix Suns	104
400489044	2014-11-20	Phoenix Suns	106	Sacramento	113
400489049	2014-11-22	Charlotte	91	Phoenix Suns	98
400489072	2014-11-24	Orlando	96	Phoenix Suns	104
400489078	2014-11-25	Miami	107	Phoenix Suns	92
400489099	2014-11-27	Phoenix Suns	120	Portland	106
400489112	2014-11-29	Utah	101	Phoenix Suns	112
400489119	2014-11-30	Phoenix Suns	104	Utah	112
400489138	2014-12-03	Memphis	110	Phoenix Suns	91
400489144	2014-12-04	Houston	88	Phoenix Suns	97
400489213	2014-12-13	Phoenix Suns	116	Sacramento	107
400489251	2014-12-18	Phoenix Suns	101	San Antonio	108
400489263	2014-12-20	Denver	99	Phoenix Suns	103
400489273	2014-12-21	Phoenix Suns	123	Dallas	108
400489351	2014-01-02	Phoenix Suns	91	Memphis	99
400489368	2014-01-04	Phoenix Suns	116	Milwaukee	100
400489386	2014-01-07	Chicago	92	Phoenix Suns	87
400489397	2014-01-08	Minnesota	103	Phoenix Suns	104
400489407	2014-01-10	Memphis	104	Phoenix Suns	99
400489418	2014-01-11	Detroit	110	Phoenix Suns	108
400489464	2014-01-17	Phoenix Suns	107	Dallas	110
400489478	2014-01-19	Phoenix Suns	117	Denver	103
400489502	2014-01-22	Phoenix Suns	124	Indiana	100
400489516	2014-01-24	Phoenix Suns	95	Washington	101
400489530	2014-01-26	Cleveland	90	Phoenix Suns	99
400489552	2014-01-29	Milwaukee	117	Phoenix Suns	126
400489559	2014-01-30	Indiana	94	Phoenix Suns	102
400489579	2014-02-01	Phoenix Suns	105	Charlotte	95
400489596	2014-02-04	Phoenix Suns	92	Chicago	101
400489602	2014-02-05	Houston	122	Phoenix Suns	108
400489647	2014-02-11	Phoenix Suns	97	Miami	103
400489672	2014-02-18	Denver	107	Phoenix Suns	112
400489695	2014-02-21	Phoenix Suns	106	San Antonio	85
400489711	2014-02-23	Phoenix Suns	112	Houston	115
400489724	2014-02-25	Phoenix Suns	101	Minnesota	110
400489733	2014-02-26	Utah	109	Phoenix Suns	86
400489746	2014-02-28	Phoenix Suns	116	New Orleans	104
400489762	2014-03-02	Phoenix Suns	129	Atlanta	120
400489788	2014-03-06	Phoenix Suns	128	Oklahoma City	122
400489839	2014-03-12	Phoenix Suns	101	Cleveland	110
400489889	2014-03-19	Phoenix Suns	109	Orlando	93
400489902	2014-03-21	Phoenix Suns	98	Detroit	92
400489914	2014-03-23	Minnesota	120	Phoenix Suns	127
400489921	2014-03-24	Atlanta	95	Phoenix Suns	102
400489935	2014-03-26	Washington	93	Phoenix Suns	99
400490013	2014-04-04	Portland	93	Phoenix Suns	109
400490029	2014-04-06	Phoenix Suns	122	Oklahoma City	115
400490043	2014-04-09	New Orleans	88	Phoenix Suns	94
400490059	2014-04-11	San Antonio	112	Phoenix Suns	104
400490068	2014-04-12	Dallas	101	Phoenix Suns	98
400490085	2014-04-14	Phoenix Suns	91	Memphis	97
400490102	2014-04-16	Sacramento	99	Phoenix Suns	104
400488889	2014-10-30	Sacramento Kings	90	Denver	88
400488932	2014-11-05	Sacramento Kings	100	Atlanta	105
400488957	2014-11-08	Portland	104	Sacramento Kings	91
400488966	2014-11-09	Sacramento Kings	85	Portland	96
400489008	2014-11-15	Sacramento Kings	90	Detroit	97
400489021	2014-11-17	Sacramento Kings	86	Memphis	97
400489140	2014-12-03	Sacramento Kings	95	Oklahoma City	97
400489170	2014-12-07	Utah	102	Sacramento Kings	112
400489182	2014-12-09	Sacramento Kings	112	Dallas	97
400489198	2014-12-11	Sacramento Kings	101	Utah	122
400489223	2014-12-15	Sacramento Kings	106	Houston	91
400489237	2014-12-17	Charlotte	95	Sacramento Kings	87
400489245	2014-12-18	Atlanta	124	Sacramento Kings	107
400489260	2014-12-20	Miami	122	Sacramento Kings	103
400489268	2014-12-21	Orlando	100	Sacramento Kings	105
400489290	2014-12-23	Sacramento Kings	100	New Orleans	113
400489307	2014-12-27	Sacramento Kings	108	Miami	103
400489324	2014-12-29	San Antonio	112	Sacramento Kings	104
400489337	2014-12-31	Houston	106	Sacramento Kings	110
400489370	2014-01-04	Sacramento Kings	103	Charlotte	113
400489392	2014-01-07	Sacramento Kings	123	Portland	119
400489413	2014-01-10	Sacramento Kings	103	Orlando	83
400489425	2014-01-12	Sacramento Kings	124	Cleveland	80
400489436	2014-01-14	Indiana	116	Sacramento Kings	92
400489444	2014-01-15	Minnesota	108	Sacramento Kings	111
400489461	2014-01-17	Memphis	91	Sacramento Kings	90
400489476	2014-01-19	Oklahoma City	108	Sacramento Kings	93
400489491	2014-01-21	New Orleans	97	Sacramento Kings	114
400489500	2014-01-22	Houston	119	Sacramento Kings	98
400489517	2014-01-24	Sacramento Kings	111	Indiana	116
400489534	2014-01-26	Sacramento Kings	117	Denver	125
400489540	2014-01-27	Utah	106	Sacramento Kings	99
400489557	2014-01-29	Sacramento Kings	89	Memphis	99
400489566	2014-01-31	Dallas	107	Sacramento Kings	103
400489577	2014-02-01	San Antonio	95	Sacramento Kings	93
400489593	2014-02-03	Sacramento Kings	99	Chicago	70
400489635	2014-02-09	Washington	93	Sacramento Kings	84
400489644	2014-02-11	Cleveland	109	Sacramento Kings	99
400489710	2014-02-23	Denver	95	Sacramento Kings	109
400489725	2014-02-25	Sacramento Kings	103	Houston	129
400489754	2014-03-01	Sacramento Kings	97	Minnesota	108
400489770	2014-03-03	Sacramento Kings	96	New Orleans	89
400489783	2014-03-05	Milwaukee	102	Sacramento Kings	116
400489824	2014-03-11	Detroit	99	Sacramento Kings	89
400489859	2014-03-15	Chicago	94	Sacramento Kings	87
400489864	2014-03-16	Minnesota	104	Sacramento Kings	102
400489879	2014-03-18	Sacramento Kings	117	Washington	111
400489903	2014-03-21	Sacramento Kings	79	San Antonio	99
400489916	2014-03-23	Sacramento Kings	124	Milwaukee	107
400489956	2014-03-28	Oklahoma City	94	Sacramento Kings	81
400489963	2014-03-29	Dallas	103	Sacramento Kings	100
400489981	2014-03-31	New Orleans	97	Sacramento Kings	102
400490024	2014-04-06	Sacramento Kings	91	Dallas	93
400490033	2014-04-08	Sacramento Kings	92	Oklahoma City	107
400490045	2014-04-09	Portland	100	Sacramento Kings	99
400490075	2014-04-13	Sacramento Kings	106	Minnesota	103
400488875	2014-10-29	Miami	107	Chicago Bulls	95
400488934	2014-11-06	Indiana	97	Chicago Bulls	80
400488952	2014-11-08	Chicago Bulls	97	Utah	73
400488975	2014-11-11	Chicago Bulls	96	Cleveland	81
400489013	2014-11-16	Chicago Bulls	110	Indiana	94
400489024	2014-11-18	Chicago Bulls	86	Charlotte	81
400489048	2014-11-21	Denver	97	Chicago Bulls	87
400489058	2014-11-22	Portland	98	Chicago Bulls	95
400489082	2014-11-25	Utah	89	Chicago Bulls	83
400489093	2014-11-27	Detroit	79	Chicago Bulls	99
400489115	2014-11-30	Cleveland	97	Chicago Bulls	93
400489130	2014-12-02	Chicago Bulls	128	New Orleans	131
400489152	2014-12-05	Chicago Bulls	107	Miami	87
400489165	2014-12-07	Chicago Bulls	75	Detroit	92
400489189	2014-12-10	Chicago Bulls	74	Milwaukee	78
400489210	2014-12-13	Milwaukee	90	Chicago Bulls	91
400489235	2014-12-16	Chicago Bulls	82	Orlando	83
400489252	2014-12-18	Houston	109	Chicago Bulls	94
400489254	2014-12-19	Oklahoma City	107	Chicago Bulls	95
400489270	2014-12-21	Chicago Bulls	100	Cleveland	84
400489314	2014-12-28	Chicago Bulls	83	Dallas	105
400489327	2014-12-30	Memphis	91	Chicago Bulls	95
400489365	2014-01-04	Chicago Bulls	91	Atlanta	84
400489411	2014-01-10	Milwaukee	72	Chicago Bulls	81
400489420	2014-01-11	Chicago Bulls	103	Charlotte	97
400489431	2014-01-13	Chicago Bulls	88	Washington	102
400489439	2014-01-15	Orlando	125	Chicago Bulls	128
400489458	2014-01-17	Washington	96	Chicago Bulls	93
400489495	2014-01-22	Cleveland	87	Chicago Bulls	98
400489519	2014-01-25	Charlotte	87	Chicago Bulls	89
400489537	2014-01-27	Chicago Bulls	86	Minnesota	95
400489556	2014-01-29	San Antonio	86	Chicago Bulls	96
400489576	2014-02-01	New Orleans	88	Chicago Bulls	79
400489645	2014-02-11	Chicago Bulls	100	Atlanta	85
400489693	2014-02-21	Chicago Bulls	117	Denver	89
400489707	2014-02-23	Miami	93	Chicago Bulls	79
400489722	2014-02-25	Atlanta	103	Chicago Bulls	107
400489743	2014-02-28	Dallas	91	Chicago Bulls	100
400489782	2014-03-05	Detroit	94	Chicago Bulls	105
400489790	2014-03-07	Chicago Bulls	77	Memphis	85
400489807	2014-03-09	Chicago Bulls	95	Miami	88
400489825	2014-03-11	Chicago Bulls	96	San Antonio	104
400489841	2014-03-13	Chicago Bulls	111	Houston	87
400489872	2014-03-17	Chicago Bulls	85	Oklahoma City	97
400489895	2014-03-21	Indiana	91	Chicago Bulls	79
400489923	2014-03-24	Chicago Bulls	89	Indiana	77
400489953	2014-03-28	Chicago Bulls	74	Portland	91
400489993	2014-04-02	Atlanta	92	Chicago Bulls	105
400490010	2014-04-04	Chicago Bulls	102	Milwaukee	90
400490017	2014-04-05	Washington	78	Chicago Bulls	96
400490042	2014-04-09	Minnesota	87	Chicago Bulls	102
400490054	2014-04-11	Chicago Bulls	106	Detroit	98
400490081	2014-04-14	Chicago Bulls	108	Orlando	95
400490096	2014-04-16	Charlotte	91	Chicago Bulls	86
400488893	2014-11-01	Charlotte	90	Cleveland Cavaliers	84
400488906	2014-11-02	Indiana	89	Cleveland Cavaliers	74
400488920	2014-11-04	Cleveland Cavaliers	93	Minnesota	92
400488939	2014-11-06	Milwaukee	109	Cleveland Cavaliers	104
400488988	2014-11-13	Minnesota	124	Cleveland Cavaliers	95
400489002	2014-11-15	Cleveland Cavaliers	80	Charlotte	86
400489011	2014-11-16	Washington	96	Cleveland Cavaliers	103
400489035	2014-11-20	Cleveland Cavaliers	91	Washington	98
400489056	2014-11-22	New Orleans	104	Cleveland Cavaliers	100
400489067	2014-11-23	San Antonio	126	Cleveland Cavaliers	96
400489092	2014-11-27	Cleveland Cavaliers	84	Miami	95
400489142	2014-12-04	Cleveland Cavaliers	98	Denver	88
400489155	2014-12-06	Atlanta	108	Cleveland Cavaliers	89
400489203	2014-12-13	Orlando	100	Cleveland Cavaliers	109
400489217	2014-12-14	Miami	114	Cleveland Cavaliers	107
400489238	2014-12-17	Cleveland Cavaliers	116	Portland	119
400489258	2014-12-20	Cleveland Cavaliers	114	Milwaukee	111
400489281	2014-12-23	Cleveland Cavaliers	92	Detroit	115
400489296	2014-12-26	Cleveland Cavaliers	125	Atlanta	127
400489334	2014-12-31	Indiana	91	Cleveland Cavaliers	76
400489346	2014-01-02	Cleveland Cavaliers	87	Orlando	81
400489372	2014-01-05	Cleveland Cavaliers	78	Indiana	82
400489412	2014-01-10	Utah	102	Cleveland Cavaliers	113
400489448	2014-01-15	Portland	108	Cleveland Cavaliers	96
400489463	2014-01-17	Denver	109	Cleveland Cavaliers	117
400489479	2014-01-20	Cleveland Cavaliers	97	Dallas	102
400489511	2014-01-24	Cleveland Cavaliers	93	Milwaukee	78
400489541	2014-01-28	Cleveland Cavaliers	89	New Orleans	100
400489574	2014-02-01	Houston	106	Cleveland Cavaliers	92
400489590	2014-02-03	Dallas	124	Cleveland Cavaliers	107
400489615	2014-02-07	Washington	113	Cleveland Cavaliers	115
400489633	2014-02-09	Cleveland Cavaliers	91	Memphis	83
400489655	2014-02-12	Detroit	89	Cleveland Cavaliers	93
400489675	2014-02-19	Cleveland Cavaliers	101	Orlando	93
400489708	2014-02-23	Cleveland Cavaliers	83	Washington	96
400489731	2014-02-26	Oklahoma City	104	Cleveland Cavaliers	114
400489740	2014-02-28	Cleveland Cavaliers	99	Utah	79
400489752	2014-03-01	Memphis	110	Cleveland Cavaliers	96
400489771	2014-03-04	Cleveland Cavaliers	101	San Antonio	122
400489791	2014-03-07	Charlotte	101	Cleveland Cavaliers	92
400489876	2014-03-18	Cleveland Cavaliers	96	Miami	100
400489891	2014-03-20	Cleveland Cavaliers	95	Oklahoma City	102
400489906	2014-03-22	Cleveland Cavaliers	111	Houston	118
400489937	2014-03-26	Detroit	96	Cleveland Cavaliers	97
400489967	2014-03-30	Cleveland Cavaliers	90	Indiana	76
400489989	2014-04-02	Orlando	98	Cleveland Cavaliers	119
400490005	2014-04-04	Atlanta	117	Cleveland Cavaliers	98
400490018	2014-04-05	Cleveland Cavaliers	94	Charlotte	96
400490035	2014-04-09	Cleveland Cavaliers	122	Detroit	100
400490058	2014-04-11	Milwaukee	119	Cleveland Cavaliers	116
400488880	2014-10-30	Detroit Pistons	113	Washington	102
400488899	2014-11-01	Memphis	111	Detroit Pistons	108
400488926	2014-11-05	Detroit Pistons	91	Indiana	99
400488951	2014-11-08	Detroit Pistons	110	Oklahoma City	119
400488978	2014-11-11	Portland	109	Detroit Pistons	103
400489039	2014-11-20	Atlanta	93	Detroit Pistons	85
400489053	2014-11-22	Detroit Pistons	89	Atlanta	96
400489077	2014-11-25	Detroit Pistons	113	Milwaukee	94
400489137	2014-12-03	Miami	97	Detroit Pistons	107
400489145	2014-12-04	Milwaukee	98	Detroit Pistons	105
400489173	2014-12-08	Detroit Pistons	95	Miami	110
400489188	2014-12-10	Detroit Pistons	94	Minnesota	121
400489196	2014-12-11	New Orleans	111	Detroit Pistons	106
400489225	2014-12-15	Detroit Pistons	109	Portland	111
400489229	2014-12-16	Indiana	96	Detroit Pistons	101
400489259	2014-12-20	Detroit Pistons	106	Charlotte	116
400489269	2014-12-21	Detroit Pistons	97	Houston	114
400489301	2014-12-27	Orlando	109	Detroit Pistons	92
400489312	2014-12-28	Washington	106	Detroit Pistons	82
400489326	2014-12-30	Detroit Pistons	99	Washington	106
400489371	2014-01-05	Detroit Pistons	84	Memphis	112
400489460	2014-01-17	Detroit Pistons	89	Utah	110
400489468	2014-01-18	Washington	98	Detroit Pistons	104
400489501	2014-01-22	Milwaukee	104	Detroit Pistons	101
400489512	2014-01-24	Detroit Pistons	101	New Orleans	103
400489532	2014-01-26	Dallas	116	Detroit Pistons	106
400489542	2014-01-28	Detroit Pistons	103	Orlando	87
400489586	2014-02-03	Miami	102	Detroit Pistons	96
400489606	2014-02-05	Orlando	112	Detroit Pistons	98
400489624	2014-02-08	Detroit Pistons	126	Denver	109
400489639	2014-02-10	Detroit Pistons	109	San Antonio	100
400489668	2014-02-18	Detroit Pistons	96	Charlotte	108
400489674	2014-02-19	Charlotte	116	Detroit Pistons	98
400489692	2014-02-21	Detroit Pistons	115	Atlanta	107
400489701	2014-02-22	Detroit Pistons	102	Dallas	113
400489732	2014-02-26	San Antonio	120	Detroit Pistons	110
400489749	2014-03-01	Houston	118	Detroit Pistons	110
400489795	2014-03-07	Minnesota	114	Detroit Pistons	101
400489857	2014-03-15	Detroit Pistons	104	Indiana	112
400489888	2014-03-19	Denver	118	Detroit Pistons	109
400489928	2014-03-24	Utah	94	Detroit Pistons	114
400489952	2014-03-28	Detroit Pistons	78	Miami	110
400489977	2014-03-31	Detroit Pistons	116	Milwaukee	111
400489987	2014-04-02	Indiana	101	Detroit Pistons	94
400532894	2014-04-08	Atlanta	95	Detroit Pistons	102
400490093	2014-04-16	Oklahoma City	112	Detroit Pistons	111
400488874	2014-10-29	Indiana Pacers	97	Orlando	87
400488884	2014-10-30	New Orleans	90	Indiana Pacers	95
400488972	2014-11-11	Indiana Pacers	95	Memphis	79
400488998	2014-11-15	Indiana Pacers	104	Milwaukee	77
400489076	2014-11-25	Indiana Pacers	98	Minnesota	84
400489088	2014-11-27	Charlotte	74	Indiana Pacers	99
400489109	2014-11-29	Indiana Pacers	93	Washington	73
400489133	2014-12-02	Portland	106	Indiana Pacers	102
400489147	2014-12-04	Utah	86	Indiana Pacers	95
400489169	2014-12-07	San Antonio	100	Indiana Pacers	111
400489175	2014-12-08	Oklahoma City	118	Indiana Pacers	94
400489184	2014-12-10	Indiana Pacers	90	Miami	84
400489202	2014-12-13	Indiana Pacers	99	Charlotte	94
400489242	2014-12-18	Miami	97	Indiana Pacers	94
400489261	2014-12-20	Indiana Pacers	114	Houston	81
400489362	2014-01-04	Indiana Pacers	99	New Orleans	82
400489395	2014-01-08	Atlanta	97	Indiana Pacers	87
400489404	2014-01-10	Indiana Pacers	93	Washington	66
400489524	2014-01-25	Denver	109	Indiana Pacers	96
400489583	2014-02-03	Indiana Pacers	98	Orlando	79
400489594	2014-02-04	Atlanta	85	Indiana Pacers	89
400489612	2014-02-07	Indiana Pacers	118	Portland	113
400489634	2014-02-09	Orlando	93	Indiana Pacers	92
400489637	2014-02-10	Indiana Pacers	119	Denver	80
400489650	2014-02-12	Indiana Pacers	73	Dallas	81
400489665	2014-02-18	Indiana Pacers	108	Atlanta	98
400489678	2014-02-19	Minnesota	104	Indiana Pacers	91
400489702	2014-02-22	Milwaukee	100	Indiana Pacers	110
400489736	2014-02-27	Indiana Pacers	101	Milwaukee	96
400489758	2014-03-02	Indiana Pacers	94	Utah	91
400489777	2014-03-05	Charlotte	109	Indiana Pacers	87
400489799	2014-03-07	Houston	112	Indiana Pacers	86
400489814	2014-03-09	Dallas	105	Indiana Pacers	94
400489908	2014-03-22	Memphis	82	Indiana Pacers	71
400489940	2014-03-26	Indiana Pacers	84	Miami	83
400489950	2014-03-28	Washington	91	Indiana Pacers	78
400489975	2014-03-31	Indiana Pacers	77	San Antonio	103
400490025	2014-04-06	Indiana Pacers	88	Atlanta	107
400490041	2014-04-09	Milwaukee	102	Indiana Pacers	104
400490053	2014-04-11	Miami	98	Indiana Pacers	86
400490073	2014-04-13	Indiana Pacers	102	Oklahoma City	97
400490100	2014-04-16	Orlando	86	Indiana Pacers	101
400488965	2014-11-09	Milwaukee Bucks	83	Dallas	91
400488980	2014-11-12	Miami	118	Milwaukee Bucks	95
400488984	2014-11-13	Orlando	94	Milwaukee Bucks	91
400489017	2014-11-16	Milwaukee Bucks	79	Oklahoma City	92
400489040	2014-11-20	Milwaukee Bucks	82	Portland	91
400489066	2014-11-23	Milwaukee Bucks	72	Charlotte	96
400489095	2014-11-27	Milwaukee Bucks	92	Washington	100
400489101	2014-11-29	Charlotte	92	Milwaukee Bucks	76
400489154	2014-12-06	Washington	105	Milwaukee Bucks	109
400489194	2014-12-11	Milwaukee Bucks	77	San Antonio	109
400489221	2014-12-14	Dallas	106	Milwaukee Bucks	93
400489280	2014-12-23	Charlotte	111	Milwaukee Bucks	110
400489317	2014-12-28	Milwaukee Bucks	95	Minnesota	117
400489352	2014-01-02	Utah	96	Milwaukee Bucks	87
400489421	2014-01-11	Oklahoma City	101	Milwaukee Bucks	85
400489443	2014-01-15	Milwaukee Bucks	77	Memphis	82
400489470	2014-01-18	Houston	114	Milwaukee Bucks	104
400489477	2014-01-19	San Antonio	110	Milwaukee Bucks	82
400489523	2014-01-25	Milwaukee Bucks	87	Atlanta	112
400489562	2014-01-31	Orlando	113	Milwaukee Bucks	102
400489575	2014-02-01	Memphis	99	Milwaukee Bucks	90
400489607	2014-02-05	Denver	110	Milwaukee Bucks	100
400489626	2014-02-08	Milwaukee Bucks	95	Houston	101
400489658	2014-02-12	Milwaukee Bucks	98	New Orleans	102
400489670	2014-02-18	Milwaukee Bucks	104	Orlando	100
400489685	2014-02-20	Milwaukee Bucks	90	Denver	101
400489767	2014-03-03	Milwaukee Bucks	114	Utah	88
400489796	2014-03-07	New Orleans	112	Milwaukee Bucks	104
400489804	2014-03-08	Milwaukee Bucks	107	Washington	114
400489820	2014-03-10	Milwaukee Bucks	105	Orlando	98
400489827	2014-03-11	Minnesota	112	Milwaukee Bucks	101
400489842	2014-03-13	Atlanta	102	Milwaukee Bucks	97
400489860	2014-03-16	Milwaukee Bucks	92	Charlotte	101
400489878	2014-03-18	Portland	120	Milwaukee Bucks	115
400489964	2014-03-29	Milwaukee Bucks	67	Miami	88
400489994	2014-04-02	Miami	96	Milwaukee Bucks	77
400490064	2014-04-12	Washington	104	Milwaukee Bucks	91
400490090	2014-04-16	Milwaukee Bucks	103	Atlanta	111
400488885	2014-10-30	Dallas Mavericks	118	Atlanta	109
400488898	2014-11-01	Houston	113	Dallas Mavericks	105
400488909	2014-11-02	Dallas Mavericks	111	Memphis	99
400488942	2014-11-06	Oklahoma City	107	Dallas Mavericks	93
400488953	2014-11-08	Minnesota	116	Dallas Mavericks	108
400488981	2014-11-12	Dallas Mavericks	105	Washington	95
400489003	2014-11-15	Miami	110	Dallas Mavericks	104
400489010	2014-11-16	Orlando	100	Dallas Mavericks	108
400489045	2014-11-20	Dallas Mavericks	123	Houston	120
400489057	2014-11-22	Dallas Mavericks	103	Utah	93
400489068	2014-11-23	Denver	102	Dallas Mavericks	100
400489080	2014-11-25	Dallas Mavericks	96	Denver	110
400489104	2014-11-29	Atlanta	88	Dallas Mavericks	87
400489117	2014-11-30	Dallas Mavericks	106	Minnesota	112
400489139	2014-12-03	Dallas Mavericks	89	Charlotte	82
400489146	2014-12-04	New Orleans	97	Dallas Mavericks	100
400489171	2014-12-07	Portland	106	Dallas Mavericks	108
400489250	2014-12-18	Dallas Mavericks	105	Memphis	91
400489285	2014-12-23	Houston	104	Dallas Mavericks	111
