id	date	home_team	home_team_score	visit_team	visit_team_score
400828665	2016-02-10	Brooklyn Nets	90	Denver	109
400828680	2016-02-19	Brooklyn Nets	109	Memphis	98
400828694	2016-02-21	Brooklyn Nets	96	NY Knicks	104
400828714	2016-02-23	Brooklyn Nets	112	Charlotte	104
400828731	2016-02-25	Portland	106	Brooklyn Nets	116
400828745	2016-02-27	Phoenix	96	Brooklyn Nets	98
400828763	2016-03-01	Utah	107	Brooklyn Nets	101
400828777	2016-03-04	LA	120	Brooklyn Nets	121
400828783	2016-03-05	Los Angeles	132	Brooklyn Nets	118
400828807	2016-03-08	Denver	104	Brooklyn Nets	99
400828813	2016-03-11	Minnesota	95	Brooklyn Nets	89
400828831	2016-03-13	Toronto	100	Brooklyn Nets	109
400828851	2016-03-15	Philadelphia	131	Brooklyn Nets	114
400828872	2016-03-17	Brooklyn Nets	118	Milwaukee	102
400828886	2016-03-19	Brooklyn Nets	115	Philadelphia	103
400828903	2016-03-22	Chicago	100	Brooklyn Nets	105
400828917	2016-03-24	Detroit	104	Brooklyn Nets	95
400828939	2016-03-26	Brooklyn Nets	120	Charlotte	110
400828956	2016-03-28	Brooklyn Nets	110	Cleveland	99
400828969	2016-03-29	Brooklyn Nets	139	Indiana	105
400828984	2016-03-31	Miami	107	Brooklyn Nets	87
400828995	2016-04-01	Orlando	105	Brooklyn Nets	91
400829009	2016-04-03	Cleveland	87	Brooklyn Nets	106
400829017	2016-04-06	NY Knicks	121	Brooklyn Nets	103
400829030	2016-04-08	Brooklyn Nets	113	New Orleans	99
400829054	2016-04-10	Washington	129	Brooklyn Nets	105
400829065	2016-04-11	Charlotte	111	Brooklyn Nets	120
400829086	2016-04-13	Indiana	96	Brooklyn Nets	103
400829093	2016-10-28	Brooklyn Nets	97	Washington	122
400829105	2016-10-29	Brooklyn Nets	101	Toronto	112
400827899	2016-10-31	Milwaukee	110	New York Knicks	117
400827906	2016-11-02	New York Knicks	84	Atlanta	94
400827921	2016-11-04	Washington	96	New York Knicks	86
400827935	2016-11-06	New York Knicks	92	San Antonio	99
400827950	2016-11-08	Cleveland	99	New York Knicks	95
400827966	2016-11-10	New York Knicks	109	Milwaukee	111
400827982	2016-11-11	New York Knicks	95	Los Angeles	93
400827996	2016-11-13	Toronto	84	New York Knicks	90
400828000	2016-11-15	Charlotte	95	New York Knicks	87
400828017	2016-11-17	New York Knicks	102	Cleveland	94
400828032	2016-11-20	New York Knicks	90	New Orleans	93
400828049	2016-11-21	New York Knicks	102	Charlotte	107
400828070	2016-11-23	Oklahoma City	95	New York Knicks	78
400828081	2016-11-25	Houston	100	New York Knicks	91
400828091	2016-11-27	Miami	78	New York Knicks	97
400828103	2016-11-29	Orlando	111	New York Knicks	116
400828117	2016-12-02	New York Knicks	99	Miami	87
400828139	2016-12-04	New York Knicks	108	Houston	91
400828158	2016-12-05	New York Knicks	106	Philadelphia	91
400828182	2016-12-09	Milwaukee	106	New York Knicks	85
400828194	2016-12-10	New York Knicks	99	Dallas	97
400828214	2016-12-12	Utah	110	New York Knicks	112
400828219	2016-12-16	Sacramento	107	New York Knicks	102
400828239	2016-12-18	Portland	97	New York Knicks	107
400828262	2016-12-19	New York Knicks	107	Minnesota	91
400828275	2016-12-21	Philadelphia	99	New York Knicks	107
400828287	2016-12-23	New York Knicks	91	Chicago	84
400828299	2016-12-26	New York Knicks	117	Orlando	98
400828311	2016-12-27	Cleveland	100	New York Knicks	91
400828329	2016-12-29	Atlanta	108	New York Knicks	96
400828356	2016-01-03	New York Knicks	111	Detroit	97
400828380	2016-01-05	Chicago	101	New York Knicks	107
400828393	2016-01-06	New York Knicks	90	Atlanta	98
400828408	2016-01-08	Atlanta	100	New York Knicks	99
400828412	2016-01-10	Miami	100	New York Knicks	88
400828433	2016-01-12	San Antonio	120	New York Knicks	114
400828449	2016-01-13	New York Knicks	110	Milwaukee	104
400828494	2016-01-20	Memphis	118	New York Knicks	111
400828502	2016-01-22	New York Knicks	88	Philadelphia	116
400828519	2016-01-23	New York Knicks	97	Utah	84
400828535	2016-01-26	New York Knicks	122	LA	128
400828542	2016-01-28	Charlotte	103	New York Knicks	93
400828566	2016-01-29	New York Knicks	102	Oklahoma City	84
400828581	2016-01-31	Toronto	95	New York Knicks	116
400828587	2016-02-02	New York Knicks	89	Phoenix	97
400828605	2016-02-04	New York Knicks	111	Golden State	105
400828633	2016-02-07	Detroit	96	New York Knicks	101
400828643	2016-02-09	New York Knicks	108	Memphis	111
400828657	2016-02-19	New York Knicks	109	Denver	98
400828672	2016-02-20	New York Knicks	95	Washington	103
400828708	2016-02-24	Minnesota	108	New York Knicks	105
400828722	2016-02-26	New York Knicks	108	Toronto	95
400828733	2016-02-28	Indiana	81	New York Knicks	98
400828750	2016-03-01	New York Knicks	85	Orlando	104
400828770	2016-03-04	New York Knicks	105	Miami	104
400828780	2016-03-05	New York Knicks	102	Portland	89
400828810	2016-03-09	New York Knicks	97	Detroit	128
400828833	2016-03-11	Denver	101	New York Knicks	94
400828843	2016-03-13	Phoenix	87	New York Knicks	90
400828859	2016-03-16	LA	121	New York Knicks	85
400828874	2016-03-19	Los Angeles	99	New York Knicks	89
400828898	2016-03-20	Golden State	80	New York Knicks	88
400828919	2016-03-23	Washington	107	New York Knicks	115
400828929	2016-03-24	New York Knicks	106	Sacramento	94
400828947	2016-03-26	Chicago	93	New York Knicks	107
400828957	2016-03-28	New York Knicks	99	Chicago	91
400828973	2016-03-30	New York Knicks	91	Cleveland	89
400828989	2016-04-01	New Orleans	105	New York Knicks	91
400829004	2016-04-03	Dallas	87	New York Knicks	92
400829038	2016-04-08	New York Knicks	102	Indiana	109
400829056	2016-04-10	New York Knicks	89	Charlotte	93
400829067	2016-04-12	Philadelphia	102	New York Knicks	90
400829089	2016-10-28	New York Knicks	112	Toronto	95
400829099	2016-10-30	Indiana	71	New York Knicks	99
400827910	2016-11-04	Philadelphia 76ers	91	Utah	87
400827933	2016-11-06	Philadelphia 76ers	108	Cleveland	102
400827952	2016-11-07	Milwaukee	97	Philadelphia 76ers	105
400827965	2016-11-09	Cleveland	88	Philadelphia 76ers	111
400827974	2016-11-11	Philadelphia 76ers	103	Orlando	119
400827987	2016-11-13	Philadelphia 76ers	102	Chicago	85
400828002	2016-11-14	Philadelphia 76ers	92	Toronto	83
400828021	2016-11-16	Oklahoma City	86	Philadelphia 76ers	92
400828029	2016-11-18	San Antonio	85	Philadelphia 76ers	112
400828039	2016-11-20	Philadelphia 76ers	113	Dallas	88
400828054	2016-11-21	Philadelphia 76ers	96	Indiana	91
400828065	2016-11-23	Charlotte	100	Philadelphia 76ers	95
400828080	2016-11-25	Miami	84	Philadelphia 76ers	80
400828093	2016-11-27	Minnesota	116	Philadelphia 76ers	114
400828119	2016-12-01	Houston	103	Philadelphia 76ers	91
400828138	2016-12-02	Memphis	99	Philadelphia 76ers	87
400828150	2016-12-05	Philadelphia 76ers	105	Los Angeles	108
400828176	2016-12-10	Philadelphia 76ers	100	Denver	91
400828192	2016-12-11	Philadelphia 76ers	95	San Antonio	107
400828222	2016-12-14	Philadelphia 76ers	115	Detroit	96
400828242	2016-12-16	Toronto	127	Philadelphia 76ers	106
400828248	2016-12-18	Chicago	97	Philadelphia 76ers	107
400828263	2016-12-20	Atlanta	108	Philadelphia 76ers	86
400828292	2016-12-23	Cleveland	113	Philadelphia 76ers	100
400828306	2016-12-26	Philadelphia 76ers	104	Memphis	111
400828317	2016-12-28	Milwaukee	95	Philadelphia 76ers	91
400828338	2016-12-30	Phoenix	105	Philadelphia 76ers	110
400828354	2016-01-01	Utah	93	Philadelphia 76ers	84
400828370	2016-01-02	Sacramento	130	Philadelphia 76ers	99
400828381	2016-01-04	Los Angeles	109	Philadelphia 76ers	99
400828392	2016-01-07	LA	98	Philadelphia 76ers	126
400828399	2016-01-09	Philadelphia 76ers	95	Minnesota	108
400828423	2016-01-10	Philadelphia 76ers	85	Atlanta	95
400828441	2016-01-14	Philadelphia 76ers	111	Toronto	115
400828446	2016-01-16	Philadelphia 76ers	114	Cleveland	89
400828474	2016-01-18	Philadelphia 76ers	119	Chicago	113
400828493	2016-01-20	Philadelphia 76ers	87	Portland	96
400828516	2016-01-26	Orlando	113	Philadelphia 76ers	103
400828564	2016-01-30	Philadelphia 76ers	105	Phoenix	108
400828573	2016-02-03	Detroit	86	Philadelphia 76ers	124
400828594	2016-02-05	Philadelphia 76ers	106	Golden State	94
400828623	2016-02-06	Philadelphia 76ers	103	Atlanta	98
400828640	2016-02-08	Washington	92	Philadelphia 76ers	98
400828664	2016-02-19	Philadelphia 76ers	121	LA	114
400828678	2016-02-21	Philadelphia 76ers	129	Sacramento	103
400828698	2016-02-23	New Orleans	115	Philadelphia 76ers	124
400828717	2016-02-24	Dallas	111	Philadelphia 76ers	91
400828727	2016-02-26	Philadelphia 76ers	94	Orlando	103
400828734	2016-02-28	Detroit	130	Philadelphia 76ers	116
400828749	2016-03-02	Philadelphia 76ers	99	Washington	119
400828768	2016-03-04	Orlando	102	Philadelphia 76ers	112
400828772	2016-03-06	Washington	103	Philadelphia 76ers	98
400828785	2016-03-09	Philadelphia 76ers	104	Charlotte	118
400828801	2016-03-11	Philadelphia 76ers	95	Miami	89
400828822	2016-03-12	Miami	111	Philadelphia 76ers	125
400828838	2016-03-15	Philadelphia 76ers	131	Houston	114
400828863	2016-03-18	Philadelphia 76ers	97	Detroit	111
400828900	2016-03-21	Philadelphia 76ers	91	Washington	75
400828908	2016-03-23	Philadelphia 76ers	104	Oklahoma City	103
400828932	2016-03-27	Indiana	117	Philadelphia 76ers	105
400828951	2016-03-29	Denver	85	Philadelphia 76ers	100
400828978	2016-04-01	Portland	100	Philadelphia 76ers	91
400828981	2016-04-02	Golden State	102	Philadelphia 76ers	115
400828996	2016-04-05	Philadelphia 76ers	107	Charlotte	93
400829015	2016-04-08	Charlotte	102	Philadelphia 76ers	109
400829025	2016-04-10	Philadelphia 76ers	108	Indiana	109
400829041	2016-04-12	Philadelphia 76ers	122	New Orleans	98
400829084	2016-10-28	Philadelphia 76ers	106	Milwaukee	99
400829101	2016-10-30	Toronto	103	Philadelphia 76ers	113
400829109	2016-11-01	Chicago	106	Philadelphia 76ers	87
400827896	2016-11-03	Toronto Raptors	91	Indiana	102
400827929	2016-11-06	Toronto Raptors	92	Milwaukee	87
400827944	2016-11-08	Dallas	96	Toronto Raptors	76
400827953	2016-11-10	Oklahoma City	109	Toronto Raptors	111
400827962	2016-11-11	Orlando	103	Toronto Raptors	119
400827983	2016-11-13	Miami	100	Toronto Raptors	81
400828018	2016-11-18	Toronto Raptors	93	New Orleans	89
400828037	2016-11-20	Sacramento	91	Toronto Raptors	102
400828051	2016-11-22	Golden State	80	Toronto Raptors	91
400828060	2016-11-25	Utah	103	Toronto Raptors	99
400828075	2016-11-28	Los Angeles	82	Toronto Raptors	84
400828083	2016-11-29	LA	102	Toronto Raptors	107
400828106	2016-12-02	Toronto Raptors	86	Cleveland	96
400828126	2016-12-03	Washington	105	Toronto Raptors	106
400828137	2016-12-05	Toronto Raptors	109	Phoenix	112
400828159	2016-12-07	Atlanta	102	Toronto Raptors	93
400828165	2016-12-09	Toronto Raptors	97	Denver	94
400828177	2016-12-11	Toronto Raptors	90	Golden State	83
400828195	2016-12-13	Toronto Raptors	96	Los Angeles	76
400828210	2016-12-14	Toronto Raptors	106	San Antonio	90
400828224	2016-12-17	Toronto Raptors	109	Milwaukee	99
400828244	2016-12-20	Indiana	94	Toronto Raptors	104
400828270	2016-12-22	Charlotte	103	Toronto Raptors	99
400828277	2016-12-26	Miami	90	Toronto Raptors	111
400828295	2016-12-28	Toronto Raptors	104	Sacramento	97
400828308	2016-12-30	Toronto Raptors	94	Dallas	91
400828328	2016-01-01	Milwaukee	104	Toronto Raptors	94
400828350	2016-01-03	Chicago	113	Toronto Raptors	115
400828364	2016-01-04	Toronto Raptors	122	Washington	100
400828379	2016-01-06	Toronto Raptors	74	Charlotte	91
400828394	2016-01-08	Toronto Raptors	88	Chicago	97
400828398	2016-01-09	Cleveland	95	Toronto Raptors	108
400828427	2016-01-18	Washington	112	Toronto Raptors	100
400828475	2016-01-22	Orlando	101	Toronto Raptors	81
400828536	2016-01-28	Toronto Raptors	103	Miami	93
400828553	2016-01-30	Toronto Raptors	111	LA	107
400828567	2016-02-01	Toronto Raptors	112	Washington	93
400828595	2016-02-04	Toronto Raptors	103	Detroit	110
400828614	2016-02-08	Denver	89	Toronto Raptors	103
400828619	2016-02-10	Phoenix	117	Toronto Raptors	112
400828635	2016-02-19	Portland	116	Toronto Raptors	106
400828666	2016-02-21	Detroit	98	Toronto Raptors	85
400828684	2016-02-22	Minnesota	95	Toronto Raptors	122
400828696	2016-02-24	Chicago	114	Toronto Raptors	105
400828716	2016-02-26	Toronto Raptors	99	Memphis	97
400828736	2016-03-02	Toronto Raptors	104	Minnesota	94
400828751	2016-03-04	Toronto Raptors	117	Cleveland	115
400828766	2016-03-06	Detroit	107	Toronto Raptors	113
400828787	2016-03-08	Toronto Raptors	104	Utah	99
400828803	2016-03-10	Toronto Raptors	104	Portland	96
400828823	2016-03-12	Toronto Raptors	112	Houston	104
400828846	2016-03-15	Toronto Raptors	89	Atlanta	107
400828864	2016-03-17	Toronto Raptors	94	Miami	101
400828878	2016-03-18	Toronto Raptors	105	Chicago	91
400828887	2016-03-20	Milwaukee	105	Toronto Raptors	100
400828899	2016-03-23	Indiana	91	Toronto Raptors	79
400828925	2016-03-26	Toronto Raptors	91	Orlando	115
400828964	2016-03-30	Houston	105	Toronto Raptors	97
400828971	2016-04-01	New Orleans	95	Toronto Raptors	99
400828985	2016-04-02	Toronto Raptors	102	Oklahoma City	95
400829000	2016-04-05	Toronto Raptors	96	Atlanta	90
400829019	2016-04-07	Memphis	95	Toronto Raptors	87
400829027	2016-04-08	San Antonio	111	Toronto Raptors	98
400829043	2016-04-10	Toronto Raptors	89	Charlotte	93
400829060	2016-04-12	Atlanta	122	Toronto Raptors	98
400829070	2016-04-13	Toronto Raptors	96	Indiana	103
400827890	2016-11-02	Golden State Warriors	119	New Orleans	69
400827917	2016-11-04	Houston	112	Golden State Warriors	108
400827922	2016-11-06	New Orleans	119	Golden State Warriors	104
400827938	2016-11-07	Golden State Warriors	94	Memphis	103
400827956	2016-11-09	Golden State Warriors	109	LA	95
400827970	2016-11-11	Golden State Warriors	84	Denver	100
400827979	2016-11-12	Sacramento	116	Golden State Warriors	129
400827991	2016-11-14	Golden State Warriors	107	Detroit	99
400828007	2016-11-17	Memphis	115	Golden State Warriors	110
400828012	2016-11-19	Minnesota	117	Golden State Warriors	124
400828064	2016-11-24	LA	111	Golden State Warriors	77
400828074	2016-11-27	Golden State Warriors	116	Chicago	135
400828087	2016-11-28	Denver	120	Golden State Warriors	101
400828101	2016-11-30	Golden State Warriors	103	Los Angeles	106
400828123	2016-12-02	Phoenix	99	Golden State Warriors	116
400828132	2016-12-05	Golden State Warriors	109	Sacramento	112
400828146	2016-12-06	Utah	98	Golden State Warriors	114
400828155	2016-12-08	Charlotte	123	Golden State Warriors	131
400828201	2016-12-16	Indiana	128	Golden State Warriors	103
400828238	2016-12-23	Milwaukee	103	Golden State Warriors	85
400828268	2016-12-25	Golden State Warriors	89	Phoenix	83
400828284	2016-12-28	Golden State Warriors	122	Milwaukee	103
400828321	2016-12-30	Golden State Warriors	114	Utah	91
400828325	2016-12-31	Golden State Warriors	110	Cleveland	114
400828355	2016-01-02	Golden State Warriors	111	Sacramento	108
400828367	2016-01-04	Dallas	111	Golden State Warriors	101
400828372	2016-01-05	Houston	88	Golden State Warriors	109
400828391	2016-01-08	Golden State Warriors	108	Denver	128
400828407	2016-01-09	Golden State Warriors	116	Charlotte	128
400828411	2016-01-11	Los Angeles	111	Golden State Warriors	103
400828435	2016-01-13	Portland	112	Golden State Warriors	110
400828443	2016-01-14	Sacramento	116	Golden State Warriors	98
400828455	2016-01-16	Golden State Warriors	113	Miami	95
400828470	2016-01-18	Denver	98	Golden State Warriors	132
400828479	2016-01-20	Golden State Warriors	94	Los Angeles	125
400828492	2016-01-22	Detroit	122	Golden State Warriors	110
400828509	2016-01-25	Cleveland	120	Golden State Warriors	90
400828521	2016-01-27	Chicago	127	Golden State Warriors	107
400828539	2016-01-30	Golden State Warriors	105	Indiana	108
400828562	2016-01-31	Golden State Warriors	95	San Antonio	116
400828578	2016-02-03	Golden State Warriors	121	Dallas	134
400828626	2016-02-10	Washington	104	Golden State Warriors	112
400828656	2016-02-19	Golden State Warriors	137	Oklahoma City	105
400828675	2016-02-20	Golden State Warriors	112	Houston	115
400828686	2016-02-22	Phoenix	92	Golden State Warriors	102
400828702	2016-02-24	Portland	112	Golden State Warriors	118
400828709	2016-02-25	LA	114	Golden State Warriors	130
400828723	2016-02-27	Atlanta	118	Golden State Warriors	121
400828735	2016-03-01	Miami	109	Golden State Warriors	105
400828742	2016-03-03	Orlando	121	Golden State Warriors	106
400828761	2016-03-06	Oklahoma City	112	Golden State Warriors	95
400828782	2016-03-07	Golden State Warriors	119	Atlanta	113
400828798	2016-03-09	Golden State Warriors	115	Oklahoma City	94
400828818	2016-03-11	Los Angeles	128	Golden State Warriors	112
400828830	2016-03-12	Golden State Warriors	123	Orlando	116
400828845	2016-03-14	Golden State Warriors	125	Utah	107
400828858	2016-03-16	Golden State Warriors	121	Portland	85
400828868	2016-03-18	Golden State Warriors	112	Phoenix	130
400828883	2016-03-19	Golden State Warriors	87	New Orleans	79
400828913	2016-03-23	Dallas	114	Golden State Warriors	98
400828923	2016-03-25	San Antonio	128	Golden State Warriors	120
400828937	2016-03-27	Minnesota	117	Golden State Warriors	105
400828953	2016-03-29	Golden State Warriors	102	LA	94
400828967	2016-03-30	Golden State Warriors	96	Dallas	103
400828999	2016-04-03	Golden State Warriors	136	Washington	111
400829006	2016-04-05	Utah	117	Golden State Warriors	124
400829039	2016-04-09	Golden State Warriors	99	Portland	100
400829050	2016-04-10	Golden State Warriors	86	Minnesota	92
400829064	2016-04-13	Golden State Warriors	125	San Antonio	104
400829077	2016-10-28	Memphis	104	Golden State Warriors	111
400829088	2016-10-29	San Antonio	104	Golden State Warriors	88
400829114	2016-10-31	Golden State Warriors	114	Memphis	109
400827903	2016-11-02	Sacramento	102	LA Clippers	96
400827907	2016-11-04	LA Clippers	112	Dallas	108
400827925	2016-11-07	LA Clippers	105	Sacramento	109
400827939	2016-11-09	LA Clippers	94	Phoenix	92
400827980	2016-11-12	LA Clippers	118	Houston	104
400827992	2016-11-14	LA Clippers	101	Memphis	96
400828005	2016-11-19	Dallas	117	LA Clippers	124
400828013	2016-11-20	Phoenix	102	LA Clippers	91
400828025	2016-11-22	LA Clippers	80	Detroit	91
400828073	2016-11-25	Portland	91	LA Clippers	102
400828099	2016-11-29	Denver	107	LA Clippers	99
400828113	2016-11-30	LA Clippers	102	Utah	87
400828125	2016-12-02	LA Clippers	91	New Orleans	103
400828134	2016-12-05	LA Clippers	103	Minnesota	101
400828148	2016-12-07	LA Clippers	106	Portland	110
400828163	2016-12-09	LA Clippers	95	Indiana	109
400828185	2016-12-10	LA Clippers	83	Orlando	80
400828198	2016-12-12	Minnesota	100	LA Clippers	105
400828211	2016-12-14	Milwaukee	103	LA Clippers	105
400828217	2016-12-16	Chicago	103	LA Clippers	90
400828246	2016-12-19	Detroit	107	LA Clippers	97
400828269	2016-12-21	LA Clippers	99	Milwaukee	100
400828280	2016-12-25	San Antonio	84	LA Clippers	94
400828288	2016-12-26	Houston	104	LA Clippers	109
400828305	2016-12-28	LA Clippers	91	Oklahoma City	108
400828327	2016-12-30	Los Angeles	117	LA Clippers	122
400828339	2016-12-31	Utah	89	LA Clippers	95
400828348	2016-01-02	Washington	130	LA Clippers	99
400828361	2016-01-06	Charlotte	98	LA Clippers	109
400828374	2016-01-09	New Orleans	97	LA Clippers	83
400828422	2016-01-13	Portland	104	LA Clippers	90
400828437	2016-01-16	LA Clippers	103	Charlotte	110
400828445	2016-01-18	LA Clippers	140	New Orleans	132
400828473	2016-01-21	LA Clippers	115	Miami	102
400828496	2016-01-22	LA Clippers	88	Sacramento	116
