id	date	home_team	home_team_score	visit_team	visit_team_score
320330009	2012-03-31	Golden State	99	Brooklyn Nets	111
320331023	2012-04-03	Sacramento	91	Brooklyn Nets	87
320403013	2012-04-04	Los Angeles	101	Brooklyn Nets	88
320404022	2012-04-06	Portland	110	Brooklyn Nets	98
320406017	2012-04-08	Brooklyn Nets	122	Washington	117
320408017	2012-04-10	Brooklyn Nets	88	Cleveland	107
320410017	2012-04-13	Brooklyn Nets	89	Philadelphia	95
320413020	2012-04-14	Philadelphia	82	Brooklyn Nets	94
320416017	2012-04-18	Brooklyn Nets	95	Miami	104
320418017	2012-04-21	Brooklyn Nets	106	NY Knicks	95
320421015	2012-04-23	Milwaukee	87	Brooklyn Nets	105
320423017	2012-04-26	Brooklyn Nets	98	Philadelphia	67
320426028	2012-12-25	Toronto	106	Brooklyn Nets	104
311228009	2012-12-29	Golden State	99	New York Knicks	82
311229013	2012-12-31	Los Angeles	92	New York Knicks	114
311231023	2012-01-02	Sacramento	85	New York Knicks	90
320102018	2012-01-04	New York Knicks	110	Toronto	118
320104018	2012-01-06	New York Knicks	96	Charlotte	99
320106027	2012-01-07	Washington	80	New York Knicks	103
320107008	2012-01-09	Detroit	91	New York Knicks	87
320109018	2012-01-11	New York Knicks	85	Charlotte	79
320111018	2012-01-12	New York Knicks	94	Philadelphia	83
320112029	2012-01-14	Memphis	104	New York Knicks	92
320114025	2012-01-16	Oklahoma City	93	New York Knicks	102
320116018	2012-01-18	New York Knicks	88	Orlando	91
320118018	2012-01-20	New York Knicks	86	Phoenix	100
320120018	2012-01-21	New York Knicks	114	Milwaukee	119
320121018	2012-01-24	New York Knicks	78	Denver	111
320124030	2012-01-25	Charlotte	91	New York Knicks	81
320125005	2012-01-27	Cleveland	99	New York Knicks	89
320127014	2012-01-28	Miami	97	New York Knicks	84
320128010	2012-01-31	Houston	113	New York Knicks	86
320131018	2012-02-02	New York Knicks	102	Detroit	105
320202018	2012-02-03	New York Knicks	91	Chicago	89
320206018	2012-02-08	New York Knicks	93	Utah	107
320208027	2012-02-10	Washington	92	New York Knicks	85
320210018	2012-02-11	New York Knicks	98	Los Angeles	100
320211016	2012-02-14	Minnesota	87	New York Knicks	90
320214028	2012-02-15	Toronto	100	New York Knicks	85
320215018	2012-02-17	New York Knicks	85	Sacramento	89
320217018	2012-02-19	New York Knicks	104	New Orleans	97
320219018	2012-02-20	New York Knicks	92	Dallas	100
320222018	2012-02-23	New York Knicks	102	Atlanta	88
320223014	2012-03-04	Miami	115	New York Knicks	111
320229018	2012-03-06	New York Knicks	95	Cleveland	85
320306006	2012-03-09	Dallas	119	New York Knicks	114
320307024	2012-03-11	San Antonio	94	New York Knicks	106
320309015	2012-03-12	Milwaukee	104	New York Knicks	99
320311018	2012-03-14	New York Knicks	121	Philadelphia	79
320312004	2012-03-16	Chicago	115	New York Knicks	100
320314018	2012-03-17	New York Knicks	88	Portland	102
320316018	2012-03-20	New York Knicks	106	Indiana	87
320317011	2012-03-21	Indiana	79	New York Knicks	82
320320018	2012-03-23	New York Knicks	96	Toronto	79
320321020	2012-03-24	Philadelphia	101	New York Knicks	79
320323028	2012-03-26	Toronto	89	New York Knicks	80
320324018	2012-03-28	New York Knicks	108	Detroit	86
320326018	2012-03-30	New York Knicks	100	Milwaukee	90
320328018	2012-03-31	New York Knicks	91	Orlando	75
320330001	2012-04-03	Atlanta	112	New York Knicks	104
320331018	2012-04-05	New York Knicks	80	Cleveland	96
320403011	2012-04-08	Indiana	100	New York Knicks	99
320405019	2012-04-10	Orlando	98	New York Knicks	86
320408018	2012-04-11	New York Knicks	107	Chicago	111
320410004	2012-04-13	Chicago	103	New York Knicks	65
320411015	2012-04-15	Milwaukee	85	New York Knicks	93
320413018	2012-04-17	New York Knicks	118	Washington	110
320415018	2012-04-18	New York Knicks	95	Miami	104
320420005	2012-04-25	Cleveland	99	New York Knicks	93
320422001	2012-04-26	Atlanta	84	New York Knicks	104
320425018	2012-12-26	New York Knicks	107	LA	103
320426030	2012-12-28	Charlotte	83	New York Knicks	103
311226022	2012-12-30	Portland	102	Philadelphia 76ers	99
311228021	2012-12-31	Phoenix	79	Philadelphia 76ers	107
311230026	2012-01-04	Utah	93	Philadelphia 76ers	101
311231009	2012-01-06	Golden State	96	Philadelphia 76ers	73
320104003	2012-01-07	New Orleans	97	Philadelphia 76ers	62
320106020	2012-01-09	Philadelphia 76ers	96	Detroit	86
320107020	2012-01-10	Philadelphia 76ers	112	Toronto	85
320109020	2012-01-11	Philadelphia 76ers	85	Indiana	79
320110020	2012-01-13	Philadelphia 76ers	120	Sacramento	89
320113020	2012-01-16	Philadelphia 76ers	94	Washington	82
320114027	2012-01-18	Washington	104	Philadelphia 76ers	108
320116020	2012-01-20	Philadelphia 76ers	90	Milwaukee	76
320118020	2012-01-21	Philadelphia 76ers	113	Denver	92
320120020	2012-01-23	Philadelphia 76ers	103	Atlanta	83
320121014	2012-01-25	Miami	90	Philadelphia 76ers	97
320123020	2012-01-27	Philadelphia 76ers	89	Washington	72
320127020	2012-01-30	Philadelphia 76ers	74	Charlotte	69
320128020	2012-02-01	Philadelphia 76ers	98	Detroit	82
320130020	2012-02-03	Philadelphia 76ers	79	Orlando	99
320201020	2012-02-04	Philadelphia 76ers	87	Chicago	98
320203020	2012-02-06	Philadelphia 76ers	95	Miami	90
320204001	2012-02-08	Atlanta	90	Philadelphia 76ers	100
320206020	2012-02-10	Philadelphia 76ers	77	Los Angeles	78
320208020	2012-02-11	Philadelphia 76ers	84	San Antonio	99
320210020	2012-02-13	Philadelphia 76ers	89	LA	98
320211005	2012-02-15	Cleveland	103	Philadelphia 76ers	87
320213030	2012-02-17	Charlotte	75	Philadelphia 76ers	82
320215019	2012-02-19	Orlando	92	Philadelphia 76ers	91
320217020	2012-02-21	Philadelphia 76ers	89	Dallas	76
320219016	2012-02-22	Minnesota	93	Philadelphia 76ers	87
320221029	2012-02-28	Memphis	68	Philadelphia 76ers	97
320222010	2012-03-02	Houston	105	Philadelphia 76ers	83
320228008	2012-03-04	Detroit	91	Philadelphia 76ers	96
320229020	2012-03-05	Philadelphia 76ers	97	Oklahoma City	93
320302020	2012-03-07	Philadelphia 76ers	103	Golden State	71
320304020	2012-03-09	Philadelphia 76ers	104	Chicago	91
320305015	2012-03-11	Milwaukee	94	Philadelphia 76ers	106
320309020	2012-03-16	Philadelphia 76ers	78	Utah	84
320314011	2012-03-19	Indiana	80	Philadelphia 76ers	105
320316020	2012-03-21	Philadelphia 76ers	79	Miami	82
320317004	2012-03-23	Chicago	99	Philadelphia 76ers	86
320319030	2012-03-25	Charlotte	93	Philadelphia 76ers	76
320325024	2012-03-31	San Antonio	95	Philadelphia 76ers	90
320327020	2012-04-03	Philadelphia 76ers	99	Cleveland	93
320330027	2012-04-04	Washington	78	Philadelphia 76ers	99
320331020	2012-04-07	Philadelphia 76ers	82	Atlanta	88
320403014	2012-04-08	Miami	103	Philadelphia 76ers	79
320404020	2012-04-10	Philadelphia 76ers	88	Toronto	107
320407020	2012-04-11	Philadelphia 76ers	75	Orlando	93
320411028	2012-04-17	Toronto	97	Philadelphia 76ers	102
320416019	2012-04-21	Orlando	106	Philadelphia 76ers	109
320417020	2012-04-23	Philadelphia 76ers	87	Indiana	105
320418005	2012-04-25	Cleveland	85	Philadelphia 76ers	90
320421011	2012-04-26	Indiana	108	Philadelphia 76ers	86
320425015	2012-12-28	Milwaukee	85	Philadelphia 76ers	90
320426008	2012-12-30	Detroit	99	Philadelphia 76ers	86
311226005	2012-01-01	Cleveland	102	Toronto Raptors	96
311228028	2012-01-02	Toronto Raptors	85	Indiana	90
311230006	2012-01-04	Dallas	92	Toronto Raptors	77
320101019	2012-01-06	Orlando	85	Toronto Raptors	97
320104028	2012-01-09	Toronto Raptors	97	Cleveland	87
320109028	2012-01-13	Toronto Raptors	90	Minnesota	95
320110027	2012-01-14	Washington	77	Toronto Raptors	64
320111028	2012-01-16	Toronto Raptors	93	Sacramento	84
320113028	2012-01-18	Toronto Raptors	96	Indiana	73
320114004	2012-01-20	Chicago	84	Toronto Raptors	94
320116001	2012-01-22	Atlanta	103	Toronto Raptors	91
320120028	2012-01-25	Toronto Raptors	106	Portland	111
320122012	2012-01-27	LA	96	Toronto Raptors	81
320124021	2012-01-29	Phoenix	73	Toronto Raptors	94
320125026	2012-01-31	Utah	77	Toronto Raptors	100
320127007	2012-02-01	Denver	100	Toronto Raptors	64
320131028	2012-02-05	Toronto Raptors	95	Atlanta	89
320203028	2012-02-08	Toronto Raptors	99	Washington	105
320205014	2012-02-10	Miami	86	Toronto Raptors	74
320206027	2012-02-12	Washington	92	Toronto Raptors	94
320208028	2012-02-14	Toronto Raptors	87	Milwaukee	90
320212028	2012-02-17	Toronto Raptors	91	Los Angeles	98
320215028	2012-02-28	Toronto Raptors	88	San Antonio	85
320217028	2012-03-02	Toronto Raptors	99	Charlotte	102
320222028	2012-03-04	Toronto Raptors	83	Detroit	75
320228010	2012-03-05	Houston	88	Toronto Raptors	92
320229003	2012-03-07	New Orleans	116	Toronto Raptors	98
320302028	2012-03-10	Toronto Raptors	105	Memphis	86
320304028	2012-03-11	Toronto Raptors	99	Golden State	105
320305028	2012-03-13	Toronto Raptors	88	Orlando	96
320307028	2012-03-14	Toronto Raptors	98	Houston	84
320310008	2012-03-16	Detroit	110	Toronto Raptors	114
320311028	2012-03-17	Toronto Raptors	107	Milwaukee	103
320313005	2012-03-20	Cleveland	106	Toronto Raptors	87
320316029	2012-03-23	Memphis	96	Toronto Raptors	79
320317030	2012-03-24	Charlotte	102	Toronto Raptors	101
320321028	2012-03-28	Toronto Raptors	105	Chicago	96
320324004	2012-04-01	Chicago	99	Toronto Raptors	92
320326028	2012-04-03	Toronto Raptors	92	Orlando	87
320328028	2012-04-04	Toronto Raptors	78	Denver	99
320330028	2012-04-06	Toronto Raptors	80	Miami	84
320401028	2012-04-08	Toronto Raptors	91	Washington	75
320403028	2012-04-09	Toronto Raptors	103	Charlotte	98
320406028	2012-04-13	Toronto Raptors	84	Cleveland	79
320408025	2012-04-15	Oklahoma City	86	Toronto Raptors	102
320409011	2012-04-16	Indiana	87	Toronto Raptors	109
320415001	2012-04-23	Atlanta	92	Toronto Raptors	86
320416028	2012-04-26	Toronto Raptors	98	Atlanta	67
320418014	2012-12-25	Miami	86	Toronto Raptors	105
320422008	2012-12-26	Detroit	99	Toronto Raptors	91
320423015	2012-12-28	Milwaukee	92	Toronto Raptors	78
311225009	2012-01-02	Golden State Warriors	102	LA	91
311226009	2012-01-04	Golden State Warriors	101	Chicago	95
320102021	2012-01-10	Phoenix	111	Golden State Warriors	106
320104024	2012-01-12	San Antonio	109	Golden State Warriors	117
320106013	2012-01-14	Los Angeles	112	Golden State Warriors	100
320107009	2012-01-15	Golden State Warriors	91	Utah	99
320110009	2012-01-17	Golden State Warriors	95	Miami	105
320112009	2012-01-18	Golden State Warriors	107	Orlando	100
320114030	2012-01-20	Charlotte	91	Golden State Warriors	94
320115008	2012-01-23	Detroit	90	Golden State Warriors	91
320117005	2012-01-25	Cleveland	101	Golden State Warriors	93
320120009	2012-01-31	Golden State Warriors	93	Indiana	90
320123009	2012-02-02	Golden State Warriors	119	Memphis	101
320125009	2012-02-04	Golden State Warriors	114	Portland	106
320127009	2012-02-07	Golden State Warriors	116	Oklahoma City	119
320131009	2012-02-09	Golden State Warriors	101	Sacramento	109
320202009	2012-02-12	Golden State Warriors	106	Utah	97
320204023	2012-02-13	Sacramento	102	Golden State Warriors	96
320207009	2012-02-15	Golden State Warriors	91	Oklahoma City	93
320209007	2012-02-17	Denver	110	Golden State Warriors	87
320212009	2012-02-18	Golden State Warriors	104	Houston	103
320213009	2012-02-20	Golden State Warriors	104	Phoenix	97
320215009	2012-02-22	Golden State Warriors	104	Portland	106
320217025	2012-02-28	Oklahoma City	102	Golden State Warriors	78
320218029	2012-03-02	Memphis	105	Golden State Warriors	83
320220009	2012-03-04	Golden State Warriors	83	LA	75
320222021	2012-03-05	Phoenix	100	Golden State Warriors	120
320228011	2012-03-07	Indiana	92	Golden State Warriors	110
320229001	2012-03-10	Atlanta	111	Golden State Warriors	87
320305027	2012-03-14	Washington	103	Golden State Warriors	105
320307009	2012-03-16	Golden State Warriors	98	Memphis	120
320310009	2012-03-17	Golden State Warriors	99	Dallas	92
320311012	2012-03-19	LA	93	Golden State Warriors	97
320313023	2012-03-21	Sacramento	92	Golden State Warriors	101
320316009	2012-03-24	Golden State Warriors	111	Milwaukee	108
320317026	2012-03-25	Utah	90	Golden State Warriors	87
320319009	2012-03-27	Golden State Warriors	101	Minnesota	104
320321003	2012-03-28	New Orleans	87	Golden State Warriors	102
320322010	2012-03-30	Houston	100	Golden State Warriors	102
320324009	2012-04-01	Golden State Warriors	120	Sacramento	112
320325022	2012-04-03	Portland	98	Golden State Warriors	94
320327009	2012-04-04	Golden State Warriors	94	Los Angeles	97
320328009	2012-04-06	Golden State Warriors	104	New Orleans	98
320401013	2012-04-09	Los Angeles	123	Golden State Warriors	84
320403029	2012-04-11	Memphis	118	Golden State Warriors	110
320404016	2012-04-12	Minnesota	103	Golden State Warriors	112
320406026	2012-04-14	Utah	112	Golden State Warriors	104
320407009	2012-04-16	Golden State Warriors	99	Denver	120
320409007	2012-04-18	Denver	87	Golden State Warriors	99
320411022	2012-04-20	Portland	104	Golden State Warriors	94
320412009	2012-04-21	Golden State Warriors	99	Dallas	96
320414012	2012-04-22	LA	88	Golden State Warriors	93
320416009	2012-04-24	Golden State Warriors	81	San Antonio	83
320418009	2012-04-26	Golden State Warriors	101	Los Angeles	107
320420006	2012-12-25	Dallas	86	Golden State Warriors	105
320421010	2012-12-28	Houston	115	Golden State Warriors	90
320422016	2012-12-30	Minnesota	101	Golden State Warriors	114
320424009	2012-01-01	Golden State Warriors	93	New Orleans	88
320426009	2012-01-04	Golden State Warriors	117	San Antonio	89
311228024	2012-01-10	San Antonio	105	LA Clippers	97
311230012	2012-01-11	LA Clippers	95	Chicago	89
320101012	2012-01-14	LA Clippers	102	Portland	94
320104012	2012-01-16	LA Clippers	101	Houston	91
320107012	2012-01-17	LA Clippers	108	Milwaukee	79
320110022	2012-01-18	Portland	91	LA Clippers	89
320111012	2012-01-20	LA Clippers	98	Miami	101
320114012	2012-01-22	LA Clippers	103	Los Angeles	91
320117026	2012-01-26	Utah	98	LA Clippers	91
320118012	2012-01-29	LA Clippers	105	Dallas	109
320120012	2012-01-30	LA Clippers	112	Minnesota	100
320125013	2012-02-02	Los Angeles	91	LA Clippers	112
320126012	2012-02-04	LA Clippers	81	Memphis	107
320129007	2012-02-06	Denver	102	LA Clippers	107
320130012	2012-02-08	LA Clippers	99	Oklahoma City	92
320201026	2012-02-10	Utah	77	LA Clippers	78
320202012	2012-02-11	LA Clippers	86	Denver	111
320204027	2012-02-13	Washington	96	LA Clippers	92
320206019	2012-02-15	Orlando	102	LA Clippers	84
320208005	2012-02-16	Cleveland	71	LA Clippers	74
320211030	2012-02-20	Charlotte	104	LA Clippers	97
320213006	2012-02-22	Dallas	103	LA Clippers	95
320215012	2012-02-28	LA Clippers	97	Washington	109
320216022	2012-03-01	Portland	100	LA Clippers	108
320218012	2012-03-02	LA Clippers	81	San Antonio	78
320222012	2012-03-05	LA Clippers	95	Denver	94
320228012	2012-03-07	LA Clippers	101	Minnesota	100
320301023	2012-03-09	Sacramento	108	LA Clippers	120
320302021	2012-03-11	Phoenix	93	LA Clippers	97
320304010	2012-03-12	Houston	85	LA Clippers	94
320305016	2012-03-14	Minnesota	96	LA Clippers	82
320309024	2012-03-17	San Antonio	95	LA Clippers	91
320314012	2012-03-21	LA Clippers	114	Atlanta	91
320315012	2012-03-22	LA Clippers	97	Phoenix	90
320317012	2012-03-24	LA Clippers	101	Houston	85
320318012	2012-03-26	LA Clippers	97	Detroit	85
320320011	2012-03-28	Indiana	103	LA Clippers	86
320321025	2012-03-30	Oklahoma City	98	LA Clippers	97
320322003	2012-03-31	New Orleans	105	LA Clippers	96
320324012	2012-04-02	LA Clippers	75	Memphis	94
320326012	2012-04-04	LA Clippers	108	New Orleans	113
320328012	2012-04-05	LA Clippers	85	Phoenix	93
320330012	2012-04-07	LA Clippers	109	Portland	94
320331012	2012-04-09	LA Clippers	94	Utah	85
320402006	2012-04-11	Dallas	98	LA Clippers	100
320404012	2012-04-12	LA Clippers	82	Los Angeles	95
320405023	2012-04-14	Sacramento	112	LA Clippers	104
320407012	2012-04-16	LA Clippers	92	Sacramento	77
320409029	2012-04-18	Memphis	98	LA Clippers	104
320411025	2012-04-19	Oklahoma City	93	LA Clippers	90
320412016	2012-04-22	Minnesota	107	LA Clippers	98
320416012	2012-04-25	LA Clippers	99	Oklahoma City	93
320418007	2012-12-25	Denver	87	LA Clippers	88
320419021	2012-12-26	Phoenix	100	LA Clippers	91
320422012	2012-12-27	LA Clippers	96	New Orleans	71
320424001	2012-12-29	Atlanta	99	LA Clippers	82
311225013	2012-01-01	Los Angeles Lakers	99	Chicago	90
311226023	2012-01-03	Sacramento	108	Los Angeles Lakers	99
311227013	2012-01-05	Los Angeles Lakers	107	Utah	96
311231013	2012-01-08	Los Angeles Lakers	90	Denver	82
320101007	2012-01-10	Denver	99	Los Angeles Lakers	83
320103013	2012-01-11	Los Angeles Lakers	87	Houston	90
320105022	2012-01-13	Portland	97	Los Angeles Lakers	92
320108013	2012-01-16	Los Angeles Lakers	73	Memphis	70
320110013	2012-01-19	Los Angeles Lakers	98	Phoenix	87
320111026	2012-01-20	Utah	92	Los Angeles Lakers	80
320113013	2012-01-22	Los Angeles Lakers	96	Cleveland	98
320116013	2012-01-28	Los Angeles Lakers	100	Dallas	89
320119014	2012-01-29	Miami	101	Los Angeles Lakers	106
320120019	2012-01-31	Orlando	106	Los Angeles Lakers	73
320122013	2012-02-03	Los Angeles Lakers	89	Indiana	93
320128015	2012-02-06	Milwaukee	95	Los Angeles Lakers	90
320129016	2012-02-09	Minnesota	87	Los Angeles Lakers	88
320131013	2012-02-10	Los Angeles Lakers	92	Charlotte	85
320203007	2012-02-12	Denver	92	Los Angeles Lakers	94
320204026	2012-02-14	Utah	86	Los Angeles Lakers	78
320214013	2012-02-23	Los Angeles Lakers	100	Atlanta	85
320217013	2012-03-02	Los Angeles Lakers	115	Phoenix	107
320219021	2012-03-04	Phoenix	93	Los Angeles Lakers	83
320220013	2012-03-06	Los Angeles Lakers	88	Portland	85
320222006	2012-03-07	Dallas	106	Los Angeles Lakers	101
320223025	2012-03-09	Oklahoma City	102	Los Angeles Lakers	105
320229013	2012-03-11	Los Angeles Lakers	97	Minnesota	94
320302013	2012-03-13	Los Angeles Lakers	111	Sacramento	116
320304013	2012-03-14	Los Angeles Lakers	101	Miami	107
320306008	2012-03-16	Detroit	97	Los Angeles Lakers	92
320307027	2012-03-18	Washington	99	Los Angeles Lakers	103
320309016	2012-03-20	Minnesota	107	Los Angeles Lakers	104
320313029	2012-03-23	Memphis	103	Los Angeles Lakers	96
320314003	2012-03-25	New Orleans	96	Los Angeles Lakers	102
320316013	2012-03-27	Los Angeles Lakers	101	Minnesota	104
320318013	2012-03-29	Los Angeles Lakers	93	Utah	102
320320010	2012-03-31	Houston	88	Los Angeles Lakers	85
320321006	2012-04-01	Dallas	120	Los Angeles Lakers	112
320323013	2012-04-03	Los Angeles Lakers	91	Portland	87
320325013	2012-04-04	Los Angeles Lakers	108	Memphis	113
320329013	2012-04-07	Los Angeles Lakers	125	Oklahoma City	105
320331013	2012-04-09	Los Angeles Lakers	91	New Orleans	93
320406013	2012-04-17	Los Angeles Lakers	91	Houston	112
320407021	2012-04-18	Phoenix	87	Los Angeles Lakers	99
320409003	2012-04-20	New Orleans	121	Los Angeles Lakers	97
320411024	2012-04-22	San Antonio	114	Los Angeles Lakers	106
320413013	2012-04-26	Los Angeles Lakers	113	Denver	96
320415013	2012-12-26	Los Angeles Lakers	84	Dallas	85
320417013	2012-12-28	Los Angeles Lakers	83	San Antonio	103
320420024	2012-12-31	San Antonio	107	Los Angeles Lakers	97
320422013	2012-01-02	Los Angeles Lakers	102	Oklahoma City	91
320426023	2012-01-04	Sacramento	98	Los Angeles Lakers	89
311226021	2012-01-06	Phoenix Suns	102	New Orleans	77
311230003	2012-01-10	New Orleans	99	Phoenix Suns	83
311231025	2012-01-12	Oklahoma City	90	Phoenix Suns	101
320104006	2012-01-15	Dallas	102	Phoenix Suns	91
320106021	2012-01-17	Phoenix Suns	118	Portland	97
320108021	2012-01-18	Phoenix Suns	88	Milwaukee	91
320112021	2012-01-23	Phoenix Suns	93	Cleveland	87
320115024	2012-01-27	San Antonio	109	Phoenix Suns	71
320117004	2012-01-28	Chicago	86	Phoenix Suns	84
320123006	2012-02-03	Dallas	99	Phoenix Suns	81
320127022	2012-02-06	Portland	90	Phoenix Suns	99
320128021	2012-02-07	Phoenix Suns	105	Memphis	107
320130021	2012-02-09	Phoenix Suns	89	Dallas	96
