id	date	home_team	home_team_score	visit_team	visit_team_score
400900567	2017-04-08	Charlotte	114	Boston Celtics	121
400900582	2017-04-10	Boston Celtics	114	Brooklyn	105
400900597	2017-04-12	Boston Celtics	112	Milwaukee	94
400899452	2017-10-28	Brooklyn Nets	103	Indiana	94
400899481	2017-10-29	Milwaukee	110	Brooklyn Nets	108
400899493	2017-10-31	Brooklyn Nets	88	Chicago	118
400899507	2017-11-02	Brooklyn Nets	109	Detroit	101
400899522	2017-11-04	Brooklyn Nets	95	Charlotte	99
400899551	2017-11-08	Brooklyn Nets	119	Minnesota	110
400899556	2017-11-09	NY Knicks	110	Brooklyn Nets	96
400899589	2017-11-12	Phoenix	104	Brooklyn Nets	122
400899602	2017-11-14	LA	127	Brooklyn Nets	95
400899607	2017-11-15	Los Angeles	125	Brooklyn Nets	118
400899628	2017-11-18	Oklahoma City	124	Brooklyn Nets	105
400899644	2017-11-20	Brooklyn Nets	109	Portland	129
400899684	2017-11-25	Indiana	118	Brooklyn Nets	97
400899697	2017-11-27	Brooklyn Nets	105	Sacramento	122
400899711	2017-11-29	Brooklyn Nets	127	LA	122
400899367	2017-12-01	Brooklyn Nets	93	Milwaukee	111
400899733	2017-12-03	Milwaukee	112	Brooklyn Nets	103
400899748	2017-12-05	Brooklyn Nets	113	Washington	118
400899765	2017-12-07	Brooklyn Nets	116	Denver	111
400899795	2017-12-10	San Antonio	130	Brooklyn Nets	101
400899806	2017-12-12	Houston	122	Brooklyn Nets	118
400899820	2017-12-14	Brooklyn Nets	107	Los Angeles	97
400899832	2017-12-16	Orlando	118	Brooklyn Nets	111
400899850	2017-12-18	Philadelphia	108	Brooklyn Nets	107
400899862	2017-12-20	Toronto	116	Brooklyn Nets	104
400899879	2017-12-22	Brooklyn Nets	101	Golden State	117
400899886	2017-12-23	Cleveland	119	Brooklyn Nets	99
400899905	2017-12-26	Brooklyn Nets	120	Charlotte	118
400899922	2017-12-28	Chicago	101	Brooklyn Nets	99
400899935	2017-12-30	Washington	118	Brooklyn Nets	95
400899413	2017-01-02	Brooklyn Nets	89	Utah	101
400899957	2017-01-05	Indiana	121	Brooklyn Nets	109
400899968	2017-01-06	Brooklyn Nets	108	Cleveland	116
400899981	2017-01-08	Brooklyn Nets	95	Philadelphia	105
400899994	2017-01-10	Brooklyn Nets	97	Atlanta	117
400900007	2017-01-12	Brooklyn Nets	95	New Orleans	104
400900013	2017-01-13	Toronto	132	Brooklyn Nets	113
400900030	2017-01-15	Brooklyn Nets	112	Houston	137
400900043	2017-01-17	Brooklyn Nets	109	Toronto	119
400900066	2017-01-20	New Orleans	114	Brooklyn Nets	143
400900073	2017-01-21	Charlotte	112	Brooklyn Nets	105
400900087	2017-01-23	Brooklyn Nets	86	San Antonio	112
400900103	2017-01-25	Brooklyn Nets	106	Miami	109
400900116	2017-01-27	Cleveland	124	Brooklyn Nets	116
400900131	2017-01-28	Minnesota	129	Brooklyn Nets	109
400900140	2017-01-30	Miami	104	Brooklyn Nets	96
400899394	2017-02-01	Brooklyn Nets	90	NY Knicks	95
400900152	2017-02-03	Brooklyn Nets	97	Indiana	106
400900170	2017-02-05	Brooklyn Nets	95	Toronto	103
400900184	2017-02-07	Charlotte	111	Brooklyn Nets	107
400900189	2017-02-08	Brooklyn Nets	110	Washington	114
400900204	2017-02-10	Brooklyn Nets	99	Miami	108
400900227	2017-02-13	Brooklyn Nets	103	Memphis	112
400900244	2017-02-15	Brooklyn Nets	125	Milwaukee	129
400900270	2017-02-24	Denver	129	Brooklyn Nets	109
400900279	2017-02-25	Golden State	112	Brooklyn Nets	95
400899448	2017-03-01	Sacramento	100	Brooklyn Nets	109
400900310	2017-03-03	Utah	112	Brooklyn Nets	97
400900321	2017-03-04	Portland	130	Brooklyn Nets	116
400900334	2017-03-06	Memphis	109	Brooklyn Nets	122
400900345	2017-03-08	Atlanta	110	Brooklyn Nets	105
400900366	2017-03-10	Dallas	105	Brooklyn Nets	96
400900381	2017-03-12	Brooklyn Nets	120	NY Knicks	112
400900395	2017-03-14	Brooklyn Nets	104	Oklahoma City	122
400900411	2017-03-16	NY Knicks	110	Brooklyn Nets	121
400900431	2017-03-19	Brooklyn Nets	104	Dallas	111
400900447	2017-03-21	Brooklyn Nets	98	Detroit	96
400900462	2017-03-23	Brooklyn Nets	126	Phoenix	98
400900467	2017-03-24	Washington	129	Brooklyn Nets	108
400900483	2017-03-26	Atlanta	92	Brooklyn Nets	107
400900500	2017-03-28	Brooklyn Nets	101	Philadelphia	106
400900516	2017-03-30	Detroit	90	Brooklyn Nets	89
400899396	2017-04-01	Brooklyn Nets	121	Orlando	111
400899441	2017-04-02	Brooklyn Nets	91	Atlanta	82
400900532	2017-04-04	Philadelphia	118	Brooklyn Nets	141
400900552	2017-04-06	Orlando	115	Brooklyn Nets	107
400900566	2017-04-08	Brooklyn Nets	107	Chicago	106
400900600	2017-04-12	Chicago	112	Brooklyn Nets	73
400899375	2017-10-25	Cleveland	117	New York Knicks	88
400899478	2017-10-29	New York Knicks	111	Memphis	104
400899500	2017-11-01	Detroit	102	New York Knicks	89
400899508	2017-11-02	New York Knicks	99	Houston	118
400899523	2017-11-04	Chicago	104	New York Knicks	117
400899537	2017-11-06	New York Knicks	109	Utah	114
400899581	2017-11-12	Toronto	118	New York Knicks	107
400899596	2017-11-14	New York Knicks	93	Dallas	77
400899612	2017-11-16	New York Knicks	105	Detroit	102
400899619	2017-11-17	Washington	119	New York Knicks	112
400899643	2017-11-20	New York Knicks	104	Atlanta	94
400899658	2017-11-22	New York Knicks	107	Portland	103
400899678	2017-11-25	New York Knicks	113	Charlotte	111
400899691	2017-11-26	Charlotte	107	New York Knicks	102
400899705	2017-11-28	New York Knicks	103	Oklahoma City	112
400899721	2017-11-30	Minnesota	104	New York Knicks	106
400899727	2017-12-02	New York Knicks	118	Minnesota	114
400899744	2017-12-04	New York Knicks	106	Sacramento	98
400899758	2017-12-06	Miami	103	New York Knicks	114
400899769	2017-12-07	New York Knicks	94	Cleveland	126
400899787	2017-12-09	Sacramento	100	New York Knicks	103
400899802	2017-12-11	Los Angeles	112	New York Knicks	118
400899814	2017-12-13	Phoenix	113	New York Knicks	111
400899830	2017-12-15	Golden State	103	New York Knicks	90
400899846	2017-12-17	Denver	127	New York Knicks	114
400899863	2017-12-20	New York Knicks	118	Indiana	111
400899880	2017-12-22	New York Knicks	106	Orlando	95
400899920	2017-12-28	Atlanta	102	New York Knicks	98
400899937	2017-12-30	New Orleans	104	New York Knicks	92
400899946	2017-12-31	Houston	129	New York Knicks	122
400899414	2017-01-02	New York Knicks	103	Orlando	115
400899952	2017-01-04	New York Knicks	104	Milwaukee	105
400899969	2017-01-06	Milwaukee	111	New York Knicks	116
400899973	2017-01-07	Indiana	123	New York Knicks	109
400899989	2017-01-09	New York Knicks	96	New Orleans	110
400900001	2017-01-11	Philadelphia	98	New York Knicks	97
400900008	2017-01-12	New York Knicks	104	Chicago	89
400900027	2017-01-15	Toronto	116	New York Knicks	101
400900034	2017-01-16	New York Knicks	107	Atlanta	108
400900059	2017-01-19	New York Knicks	110	Washington	113
400900075	2017-01-21	New York Knicks	105	Phoenix	107
400900093	2017-01-23	Indiana	103	New York Knicks	109
400900109	2017-01-25	Dallas	103	New York Knicks	95
400900120	2017-01-27	New York Knicks	110	Charlotte	107
400900132	2017-01-29	Atlanta	142	New York Knicks	139
400900145	2017-01-31	Washington	117	New York Knicks	101
400900164	2017-02-04	New York Knicks	104	Cleveland	111
400900173	2017-02-06	New York Knicks	107	Los Angeles	121
400900196	2017-02-08	New York Knicks	115	LA	119
400900205	2017-02-10	New York Knicks	123	Denver	131
400900222	2017-02-12	New York Knicks	94	San Antonio	90
400900251	2017-02-15	Oklahoma City	116	New York Knicks	105
400900259	2017-02-23	Cleveland	119	New York Knicks	104
400900274	2017-02-25	New York Knicks	110	Philadelphia	109
400900288	2017-02-27	New York Knicks	91	Toronto	92
400899364	2017-03-01	Orlando	90	New York Knicks	101
400900304	2017-03-03	Philadelphia	105	New York Knicks	102
400900323	2017-03-05	New York Knicks	105	Golden State	112
400900330	2017-03-06	Orlando	105	New York Knicks	113
400900347	2017-03-08	Milwaukee	104	New York Knicks	93
400900370	2017-03-11	Detroit	112	New York Knicks	92
400900396	2017-03-14	New York Knicks	87	Indiana	81
400900445	2017-03-20	LA	114	New York Knicks	105
400900461	2017-03-22	Utah	108	New York Knicks	101
400900466	2017-03-23	Portland	110	New York Knicks	95
400900480	2017-03-25	San Antonio	106	New York Knicks	98
400900493	2017-03-27	New York Knicks	109	Detroit	95
400900510	2017-03-29	New York Knicks	88	Miami	105
400900528	2017-03-31	Miami	94	New York Knicks	98
400900538	2017-04-04	New York Knicks	100	Chicago	91
400900554	2017-04-06	New York Knicks	103	Washington	106
400900559	2017-04-07	Memphis	101	New York Knicks	88
400900574	2017-04-09	New York Knicks	97	Toronto	110
400900598	2017-04-12	New York Knicks	114	Philadelphia	113
400899389	2017-10-26	Philadelphia 76ers	97	Oklahoma City	103
400899476	2017-10-29	Philadelphia 76ers	72	Atlanta	104
400899496	2017-11-01	Philadelphia 76ers	101	Orlando	103
400899506	2017-11-02	Charlotte	109	Philadelphia 76ers	93
400899530	2017-11-05	Philadelphia 76ers	101	Cleveland	102
400899543	2017-11-07	Philadelphia 76ers	84	Utah	109
400899560	2017-11-09	Indiana	122	Philadelphia 76ers	115
400899571	2017-11-11	Philadelphia 76ers	109	Indiana	105
400899582	2017-11-12	Atlanta	117	Philadelphia 76ers	96
400899599	2017-11-14	Houston	115	Philadelphia 76ers	88
400899608	2017-11-16	Philadelphia 76ers	109	Washington	102
400899622	2017-11-17	Minnesota	110	Philadelphia 76ers	86
400899639	2017-11-19	Philadelphia 76ers	120	Phoenix	105
400899649	2017-11-21	Philadelphia 76ers	101	Miami	94
400899662	2017-11-23	Philadelphia 76ers	99	Memphis	104
400899679	2017-11-25	Philadelphia 76ers	89	Chicago	105
400899695	2017-11-27	Philadelphia 76ers	108	Cleveland	112
400899704	2017-11-28	Toronto	122	Philadelphia 76ers	95
400899443	2017-12-02	Philadelphia 76ers	88	Orlando	105
400899746	2017-12-05	Philadelphia 76ers	98	Denver	106
400899760	2017-12-06	Memphis	96	Philadelphia 76ers	91
400899776	2017-12-08	New Orleans	88	Philadelphia 76ers	99
400899798	2017-12-11	Detroit	79	Philadelphia 76ers	97
400899816	2017-12-14	Philadelphia 76ers	114	Toronto	123
400899838	2017-12-16	Philadelphia 76ers	89	Los Angeles	100
400899860	2017-12-20	Philadelphia 76ers	93	New Orleans	108
400899895	2017-12-23	Phoenix	123	Philadelphia 76ers	116
400899913	2017-12-26	Sacramento	102	Philadelphia 76ers	100
400899931	2017-12-29	Utah	100	Philadelphia 76ers	83
400899942	2017-12-30	Denver	122	Philadelphia 76ers	124
400899421	2017-01-03	Philadelphia 76ers	93	Minnesota	91
400900014	2017-01-13	Philadelphia 76ers	102	Charlotte	93
400900024	2017-01-14	Washington	109	Philadelphia 76ers	93
400900036	2017-01-16	Milwaukee	104	Philadelphia 76ers	113
400900048	2017-01-18	Philadelphia 76ers	94	Toronto	89
400900062	2017-01-20	Philadelphia 76ers	93	Portland	92
400900074	2017-01-21	Atlanta	110	Philadelphia 76ers	93
400900096	2017-01-24	Philadelphia 76ers	121	LA	110
400900105	2017-01-25	Milwaukee	109	Philadelphia 76ers	114
400900115	2017-01-27	Philadelphia 76ers	118	Houston	123
400900137	2017-01-29	Chicago	121	Philadelphia 76ers	108
400928501	2017-01-30	Philadelphia 76ers	122	Sacramento	119
400899402	2017-02-01	Dallas	113	Philadelphia 76ers	95
400899470	2017-02-02	San Antonio	102	Philadelphia 76ers	86
400900163	2017-02-04	Miami	125	Philadelphia 76ers	102
400900178	2017-02-06	Detroit	113	Philadelphia 76ers	96
400900187	2017-02-08	Philadelphia 76ers	103	San Antonio	111
400900200	2017-02-09	Orlando	111	Philadelphia 76ers	112
400900215	2017-02-11	Philadelphia 76ers	117	Miami	109
400900226	2017-02-13	Charlotte	99	Philadelphia 76ers	105
400900262	2017-02-24	Philadelphia 76ers	120	Washington	112
400900289	2017-02-27	Philadelphia 76ers	108	Golden State	119
400899403	2017-03-01	Miami	125	Philadelphia 76ers	98
400900314	2017-03-04	Philadelphia 76ers	106	Detroit	136
400900329	2017-03-06	Philadelphia 76ers	98	Milwaukee	112
400900358	2017-03-09	Portland	114	Philadelphia 76ers	108
400900369	2017-03-11	LA	112	Philadelphia 76ers	100
400900385	2017-03-12	Los Angeles	116	Philadelphia 76ers	118
400900398	2017-03-14	Golden State	106	Philadelphia 76ers	104
400900415	2017-03-17	Philadelphia 76ers	116	Dallas	74
400900440	2017-03-20	Orlando	112	Philadelphia 76ers	109
400900457	2017-03-22	Oklahoma City	122	Philadelphia 76ers	97
400900472	2017-03-24	Chicago	107	Philadelphia 76ers	117
400900487	2017-03-26	Indiana	107	Philadelphia 76ers	94
400900506	2017-03-29	Philadelphia 76ers	92	Atlanta	99
400900523	2017-03-31	Cleveland	122	Philadelphia 76ers	105
400899440	2017-04-02	Toronto	113	Philadelphia 76ers	105
400900551	2017-04-06	Philadelphia 76ers	90	Chicago	102
400900569	2017-04-08	Philadelphia 76ers	82	Milwaukee	90
400900581	2017-04-10	Philadelphia 76ers	111	Indiana	120
400899382	2017-10-26	Toronto Raptors	109	Detroit	91
400899429	2017-10-28	Toronto Raptors	91	Cleveland	94
400899492	2017-10-31	Toronto Raptors	105	Denver	102
400899505	2017-11-02	Washington	103	Toronto Raptors	113
400899521	2017-11-04	Toronto Raptors	96	Miami	87
400899539	2017-11-06	Toronto Raptors	91	Sacramento	96
400899562	2017-11-09	Oklahoma City	102	Toronto Raptors	112
400899573	2017-11-11	Charlotte	111	Toronto Raptors	113
400899603	2017-11-15	Cleveland	121	Toronto Raptors	117
400899615	2017-11-16	Toronto Raptors	121	Golden State	127
400899631	2017-11-18	Denver	111	Toronto Raptors	113
400899646	2017-11-20	Sacramento	102	Toronto Raptors	99
400899657	2017-11-21	LA	123	Toronto Raptors	115
400899669	2017-11-23	Houston	102	Toronto Raptors	115
400899682	2017-11-25	Milwaukee	99	Toronto Raptors	105
400899718	2017-11-30	Toronto Raptors	120	Memphis	105
400899726	2017-12-02	Toronto Raptors	113	Los Angeles	80
400899735	2017-12-03	Toronto Raptors	128	Atlanta	84
400899747	2017-12-05	Toronto Raptors	112	Cleveland	116
400899773	2017-12-08	Toronto Raptors	124	Minnesota	110
400899804	2017-12-12	Toronto Raptors	122	Milwaukee	100
400899834	2017-12-16	Toronto Raptors	121	Atlanta	125
400899851	2017-12-18	Orlando	79	Toronto Raptors	109
400899894	2017-12-23	Utah	98	Toronto Raptors	104
400899911	2017-12-26	Portland	91	Toronto Raptors	95
400899927	2017-12-28	Golden State	121	Toronto Raptors	111
400899932	2017-12-29	Phoenix	99	Toronto Raptors	91
400899387	2017-01-01	Los Angeles	114	Toronto Raptors	123
400899428	2017-01-03	San Antonio	110	Toronto Raptors	82
400899958	2017-01-05	Toronto Raptors	101	Utah	93
400899975	2017-01-07	Chicago	123	Toronto Raptors	118
400899984	2017-01-08	Toronto Raptors	122	Houston	129
400900063	2017-01-20	Charlotte	113	Toronto Raptors	78
400900084	2017-01-22	Toronto Raptors	103	Phoenix	115
400900095	2017-01-24	Toronto Raptors	106	San Antonio	108
400900106	2017-01-25	Memphis	101	Toronto Raptors	99
400900119	2017-01-27	Toronto Raptors	102	Milwaukee	86
400900136	2017-01-29	Toronto Raptors	113	Orlando	114
400900146	2017-01-31	Toronto Raptors	108	New Orleans	106
400900151	2017-02-03	Orlando	102	Toronto Raptors	94
400900176	2017-02-06	Toronto Raptors	118	LA	109
400900195	2017-02-08	Minnesota	112	Toronto Raptors	109
400900223	2017-02-12	Toronto Raptors	101	Detroit	102
400900236	2017-02-14	Chicago	105	Toronto Raptors	94
400900243	2017-02-15	Toronto Raptors	90	Charlotte	85
400900284	2017-02-26	Toronto Raptors	112	Portland	106
400899393	2017-03-01	Toronto Raptors	96	Washington	105
400900305	2017-03-03	Washington	106	Toronto Raptors	114
400900315	2017-03-04	Milwaukee	101	Toronto Raptors	94
400900348	2017-03-08	New Orleans	87	Toronto Raptors	94
400900364	2017-03-10	Atlanta	105	Toronto Raptors	99
400900374	2017-03-11	Miami	104	Toronto Raptors	89
400900387	2017-03-13	Toronto Raptors	100	Dallas	78
400900410	2017-03-16	Toronto Raptors	102	Oklahoma City	123
400900418	2017-03-17	Detroit	75	Toronto Raptors	87
400900435	2017-03-19	Toronto Raptors	116	Indiana	91
400900446	2017-03-21	Toronto Raptors	122	Chicago	120
400900463	2017-03-23	Miami	84	Toronto Raptors	101
400900479	2017-03-25	Dallas	86	Toronto Raptors	94
400900492	2017-03-27	Toronto Raptors	131	Orlando	112
400900509	2017-03-29	Toronto Raptors	106	Charlotte	110
400900521	2017-03-31	Toronto Raptors	111	Indiana	100
400900535	2017-04-04	Indiana	108	Toronto Raptors	90
400900544	2017-04-05	Detroit	102	Toronto Raptors	105
400900558	2017-04-07	Toronto Raptors	96	Miami	94
400900596	2017-04-12	Cleveland	83	Toronto Raptors	98
400899377	2017-10-25	Golden State Warriors	100	San Antonio	129
400899459	2017-10-28	New Orleans	114	Golden State Warriors	122
400899486	2017-10-30	Phoenix	100	Golden State Warriors	106
400899504	2017-11-01	Portland	104	Golden State Warriors	127
400899519	2017-11-03	Golden State Warriors	122	Oklahoma City	96
400899528	2017-11-04	Los Angeles	117	Golden State Warriors	97
400899549	2017-11-07	Golden State Warriors	116	New Orleans	106
400899566	2017-11-09	Golden State Warriors	116	Dallas	95
400899569	2017-11-10	Denver	101	Golden State Warriors	125
400899593	2017-11-13	Golden State Warriors	133	Phoenix	120
400899641	2017-11-19	Milwaukee	121	Golden State Warriors	124
400899652	2017-11-21	Indiana	83	Golden State Warriors	120
400899673	2017-11-23	Golden State Warriors	149	Los Angeles	106
400899688	2017-11-25	Los Angeles	85	Golden State Warriors	109
400899694	2017-11-26	Golden State Warriors	115	Minnesota	102
400899709	2017-11-28	Golden State Warriors	105	Atlanta	100
400899436	2017-12-01	Golden State Warriors	127	Houston	132
400899741	2017-12-03	Golden State Warriors	138	Phoenix	109
400899756	2017-12-05	Golden State Warriors	142	Indiana	106
400899772	2017-12-07	LA	98	Golden State Warriors	115
400899777	2017-12-08	Utah	99	Golden State Warriors	106
400899793	2017-12-10	Memphis	110	Golden State Warriors	89
400899800	2017-12-11	Minnesota	108	Golden State Warriors	116
400899813	2017-12-13	New Orleans	109	Golden State Warriors	113
400899847	2017-12-17	Golden State Warriors	135	Portland	90
400899869	2017-12-20	Golden State Warriors	104	Utah	74
400899888	2017-12-23	Detroit	113	Golden State Warriors	119
400899899	2017-12-25	Cleveland	109	Golden State Warriors	108
400899943	2017-12-30	Golden State Warriors	108	Dallas	99
400899419	2017-01-02	Golden State Warriors	127	Denver	119
400899955	2017-01-04	Golden State Warriors	125	Portland	117
400899971	2017-01-06	Golden State Warriors	119	Memphis	128
400899987	2017-01-08	Sacramento	106	Golden State Warriors	117
400899999	2017-01-10	Golden State Warriors	107	Miami	95
400900011	2017-01-12	Golden State Warriors	127	Detroit	107
400900040	2017-01-16	Golden State Warriors	126	Cleveland	91
400900055	2017-01-18	Golden State Warriors	121	Oklahoma City	100
400900067	2017-01-20	Houston	108	Golden State Warriors	125
400900082	2017-01-22	Orlando	98	Golden State Warriors	118
400900089	2017-01-23	Miami	105	Golden State Warriors	102
400900108	2017-01-25	Charlotte	103	Golden State Warriors	113
400900128	2017-01-28	Golden State Warriors	144	LA	98
400900139	2017-01-29	Portland	111	Golden State Warriors	113
400899435	2017-02-01	Golden State Warriors	126	Charlotte	111
400899472	2017-02-02	LA	120	Golden State Warriors	133
400900169	2017-02-04	Sacramento	109	Golden State Warriors	106
400900197	2017-02-08	Golden State Warriors	123	Chicago	92
400900208	2017-02-10	Memphis	107	Golden State Warriors	122
400900218	2017-02-11	Oklahoma City	114	Golden State Warriors	130
400900232	2017-02-13	Denver	132	Golden State Warriors	110
400900253	2017-02-15	Golden State Warriors	109	Sacramento	86
400900260	2017-02-23	Golden State Warriors	123	LA	113
400900295	2017-02-28	Washington	112	Golden State Warriors	108
400900301	2017-03-02	Chicago	94	Golden State Warriors	87
400900332	2017-03-06	Atlanta	111	Golden State Warriors	119
400900363	2017-03-10	Minnesota	103	Golden State Warriors	102
400900375	2017-03-11	San Antonio	107	Golden State Warriors	85
400900414	2017-03-16	Golden State Warriors	122	Orlando	92
400900430	2017-03-18	Golden State Warriors	117	Milwaukee	92
400900444	2017-03-20	Oklahoma City	95	Golden State Warriors	111
400900450	2017-03-21	Dallas	87	Golden State Warriors	112
400900476	2017-03-24	Golden State Warriors	114	Sacramento	100
400900489	2017-03-26	Golden State Warriors	106	Memphis	94
400900503	2017-03-28	Houston	106	Golden State Warriors	113
400900513	2017-03-29	San Antonio	98	Golden State Warriors	110
400900531	2017-03-31	Golden State Warriors	107	Houston	98
400899474	2017-04-02	Golden State Warriors	139	Washington	115
400900540	2017-04-04	Golden State Warriors	121	Minnesota	107
400900549	2017-04-05	Phoenix	111	Golden State Warriors	120
400900573	2017-04-08	Golden State Warriors	123	New Orleans	101
400900589	2017-04-10	Golden State Warriors	99	Utah	105
400900607	2017-04-12	Golden State Warriors	109	Los Angeles	94
400899426	2017-10-27	Portland	106	LA Clippers	114
400899485	2017-10-30	LA Clippers	88	Utah	75
400899495	2017-10-31	LA Clippers	116	Phoenix	98
400899514	2017-11-02	LA Clippers	83	Oklahoma City	85
400899524	2017-11-04	Memphis	88	LA Clippers	99
400899536	2017-11-05	San Antonio	92	LA Clippers	116
400899548	2017-11-07	LA Clippers	114	Detroit	82
400899565	2017-11-09	LA Clippers	111	Portland	80
400899576	2017-11-11	Oklahoma City	108	LA Clippers	110
400899585	2017-11-12	Minnesota	105	LA Clippers	119
400899617	2017-11-16	LA Clippers	107	Memphis	111
400899633	2017-11-18	Sacramento	115	LA Clippers	121
400899642	2017-11-19	LA Clippers	102	Chicago	95
400899670	2017-11-23	Dallas	104	LA Clippers	124
400899680	2017-11-25	Detroit	108	LA Clippers	97
400899699	2017-11-27	Indiana	91	LA Clippers	70
400899395	2017-12-01	Cleveland	94	LA Clippers	113
400899729	2017-12-02	New Orleans	96	LA Clippers	114
400899745	2017-12-04	LA Clippers	102	Indiana	111
400899797	2017-12-10	LA Clippers	133	New Orleans	105
400899808	2017-12-12	LA Clippers	121	Portland	120
400899818	2017-12-14	Orlando	108	LA Clippers	113
400899839	2017-12-16	Miami	98	LA Clippers	102
400899848	2017-12-18	Washington	117	LA Clippers	110
400899868	2017-12-20	LA Clippers	119	Denver	102
400899883	2017-12-22	LA Clippers	106	San Antonio	101
400899897	2017-12-23	LA Clippers	88	Dallas	90
400899902	2017-12-25	Los Angeles	111	LA Clippers	102
400899912	2017-12-26	LA Clippers	102	Denver	106
400899923	2017-12-28	New Orleans	102	LA Clippers	98
400899938	2017-12-30	Houston	140	LA Clippers	116
400899949	2017-12-31	Oklahoma City	114	LA Clippers	88
400899418	2017-01-02	LA Clippers	109	Phoenix	98
400899954	2017-01-04	LA Clippers	115	Memphis	106
400899972	2017-01-06	Sacramento	98	LA Clippers	106
