date,Unnamed: 0,id,date,home_team,home_team_score,visit_team,visit_team_score,WINrate
2014-03-29,297,400489960,2014-03-29,Philadelphia 76ers,123,Detroit,98,1.2551020408163265
2014-03-31,298,400489976,2014-03-31,Atlanta,103,Philadelphia 76ers,95,1.0842105263157895
2014-04-02,299,400489990,2014-04-02,Philadelphia 76ers,93,Charlotte,123,0.7560975609756098
2014-04-09,300,400490037,2014-04-09,Toronto,125,Philadelphia 76ers,114,1.0964912280701755
2014-04-11,301,400490055,2014-04-11,Memphis,117,Philadelphia 76ers,95,1.2315789473684209
2014-04-12,302,400490063,2014-04-12,Charlotte,111,Philadelphia 76ers,105,1.0571428571428572
2014-04-16,303,400490098,2014-04-16,Miami,87,Philadelphia 76ers,100,0.87
2014-11-01,304,400488896,2014-11-01,Atlanta,102,Toronto Raptors,95,1.0736842105263158
2014-11-02,305,400488910,2014-11-02,Milwaukee,90,Toronto Raptors,97,0.9278350515463918
2014-11-05,306,400488924,2014-11-05,Toronto Raptors,95,Miami,104,0.9134615384615384
2014-11-06,307,400488933,2014-11-06,Charlotte,92,Toronto Raptors,90,1.022222222222222
2014-11-08,308,400488947,2014-11-08,Indiana,91,Toronto Raptors,84,1.0833333333333333
2014-11-09,309,400488958,2014-11-09,Toronto Raptors,115,Utah,91,1.2637362637362637
2014-11-11,310,400488976,2014-11-11,Houston,110,Toronto Raptors,104,1.0576923076923077
2014-11-13,311,400488987,2014-11-13,Memphis,87,Toronto Raptors,103,0.8446601941747572
2014-11-15,312,400488999,2014-11-15,Toronto Raptors,80,Chicago,96,0.8333333333333334
2014-11-17,313,400489020,2014-11-17,Toronto Raptors,110,Portland,118,0.9322033898305084
2014-11-22,314,400489051,2014-11-22,Toronto Raptors,96,Washington,88,1.0909090909090908
2014-11-29,315,400489103,2014-11-29,Toronto Raptors,83,Miami,90,0.9222222222222224
2014-12-01,316,400489121,2014-12-01,Toronto Raptors,98,Denver,112,0.875
2014-12-03,317,400489141,2014-12-03,Golden State,112,Toronto Raptors,103,1.087378640776699
2014-12-06,318,400489160,2014-12-06,Phoenix,106,Toronto Raptors,97,1.092783505154639
2014-12-08,319,400489176,2014-12-08,Los Angeles,94,Toronto Raptors,106,0.8867924528301887
2014-12-10,320,400489185,2014-12-10,Toronto Raptors,103,San Antonio,116,0.8879310344827587
2014-12-14,321,400489219,2014-12-14,Chicago,77,Toronto Raptors,99,0.7777777777777778
2014-12-18,322,400489244,2014-12-18,Toronto Raptors,102,Charlotte,104,0.9807692307692308
2014-12-20,323,400489262,2014-12-20,Dallas,108,Toronto Raptors,109,0.9908256880733946
2014-12-22,324,400489278,2014-12-22,Oklahoma City,98,Toronto Raptors,104,0.9423076923076924
2014-12-23,325,400489287,2014-12-23,San Antonio,112,Toronto Raptors,99,1.1313131313131313
2014-12-31,326,400489336,2014-12-31,Chicago,79,Toronto Raptors,85,0.9294117647058824
2014-01-01,327,400489342,2014-01-01,Toronto Raptors,95,Indiana,82,1.1585365853658536
2014-01-03,328,400489355,2014-01-03,Washington,88,Toronto Raptors,101,0.8712871287128713
2014-01-05,329,400489373,2014-01-05,Miami,102,Toronto Raptors,97,1.0515463917525774
2014-01-07,330,400489383,2014-01-07,Indiana,86,Toronto Raptors,79,1.0886075949367089
2014-01-08,331,400489394,2014-01-08,Toronto Raptors,112,Detroit,91,1.2307692307692308
2014-01-13,332,400489428,2014-01-13,Toronto Raptors,116,Milwaukee,94,1.2340425531914894
2014-01-17,333,400489457,2014-01-17,Toronto Raptors,94,Minnesota,89,1.0561797752808988
2014-01-19,334,400489474,2014-01-19,Toronto Raptors,106,Los Angeles,112,0.9464285714285714
2014-01-20,335,400489481,2014-01-20,Charlotte,100,Toronto Raptors,95,1.0526315789473684
2014-01-22,336,400489497,2014-01-22,Toronto Raptors,93,Dallas,85,1.0941176470588236
2014-01-25,337,400489520,2014-01-25,Toronto Raptors,118,LA,126,0.9365079365079364
2014-01-29,338,400489549,2014-01-29,Toronto Raptors,98,Orlando,83,1.1807228915662649
2014-01-31,339,400489567,2014-01-31,Denver,90,Toronto Raptors,100,0.9
2014-02-01,340,400489580,2014-02-01,Portland,106,Toronto Raptors,103,1.029126213592233
2014-02-03,341,400489592,2014-02-03,Utah,79,Toronto Raptors,94,0.8404255319148937
2014-02-05,342,400489608,2014-02-05,Sacramento,109,Toronto Raptors,101,1.0792079207920793
2014-02-07,343,400489621,2014-02-07,LA,118,Toronto Raptors,105,1.1238095238095238
2014-02-10,344,400489638,2014-02-10,Toronto Raptors,108,New Orleans,101,1.0693069306930694
2014-02-12,345,400489652,2014-02-12,Toronto Raptors,104,Atlanta,83,1.2530120481927711
2014-02-18,346,400489667,2014-02-18,Washington,93,Toronto Raptors,103,0.9029126213592232
2014-02-19,347,400489676,2014-02-19,Toronto Raptors,92,Chicago,94,0.9787234042553192
2014-02-21,348,400489691,2014-02-21,Toronto Raptors,98,Cleveland,91,1.0769230769230769
2014-02-23,349,400489709,2014-02-23,Toronto Raptors,105,Orlando,90,1.1666666666666667
2014-02-25,350,400489719,2014-02-25,Cleveland,93,Toronto Raptors,99,0.9393939393939394
2014-02-27,351,400489737,2014-02-27,Toronto Raptors,129,Washington,134,0.9626865671641792
2014-03-02,352,400489757,2014-03-02,Toronto Raptors,104,Golden State,98,1.0612244897959184
2014-03-07,353,400489792,2014-03-07,Toronto Raptors,99,Sacramento,87,1.137931034482759
2014-03-09,354,400489813,2014-03-09,Minnesota,104,Toronto Raptors,111,0.9369369369369368
2014-03-12,355,400489833,2014-03-12,Toronto Raptors,101,Detroit,87,1.160919540229885
2014-03-14,356,400489847,2014-03-14,Toronto Raptors,99,Memphis,86,1.1511627906976745
2014-03-16,357,400489861,2014-03-16,Toronto Raptors,113,Phoenix,121,0.9338842975206612
2014-03-18,358,400489877,2014-03-18,Atlanta,118,Toronto Raptors,113,1.0442477876106195
2014-03-19,359,400489885,2014-03-19,New Orleans,100,Toronto Raptors,107,0.9345794392523364
2014-03-21,360,400489897,2014-03-21,Toronto Raptors,118,Oklahoma City,119,0.9915966386554622
2014-03-23,361,400489913,2014-03-23,Toronto Raptors,96,Atlanta,86,1.1162790697674418
2014-03-25,362,400489930,2014-03-25,Cleveland,102,Toronto Raptors,100,1.02
2014-03-30,363,400489969,2014-03-30,Orlando,93,Toronto Raptors,98,0.9489795918367347
2014-03-31,364,400489978,2014-03-31,Miami,93,Toronto Raptors,83,1.120481927710843
2014-04-02,365,400489991,2014-04-02,Toronto Raptors,107,Houston,103,1.0388349514563109
2014-04-04,366,400490004,2014-04-04,Toronto Raptors,102,Indiana,94,1.0851063829787233
2014-04-05,367,400490021,2014-04-05,Milwaukee,98,Toronto Raptors,102,0.9607843137254902
2014-04-13,368,400490071,2014-04-13,Detroit,107,Toronto Raptors,116,0.9224137931034484
2014-04-14,369,400490078,2014-04-14,Toronto Raptors,110,Milwaukee,100,1.1
2014-10-30,370,400488890,2014-10-30,Golden State Warriors,125,Los Angeles,94,1.3297872340425532
2014-10-31,371,400488892,2014-10-31,LA,126,Golden State Warriors,115,1.0956521739130434
2014-11-02,372,400488913,2014-11-02,Golden State Warriors,98,Sacramento,87,1.1264367816091954
2014-11-06,373,400488940,2014-11-06,Minnesota,93,Golden State Warriors,106,0.8773584905660378
2014-11-08,374,400488955,2014-11-08,San Antonio,76,Golden State Warriors,74,1.027027027027027
2014-11-09,375,400488964,2014-11-09,Memphis,108,Golden State Warriors,90,1.2
2014-11-12,376,400488982,2014-11-12,Golden State Warriors,113,Detroit,95,1.1894736842105262
2014-11-14,377,400488997,2014-11-14,Golden State Warriors,116,Oklahoma City,115,1.008695652173913
2014-11-16,378,400489018,2014-11-16,Golden State Warriors,102,Utah,88,1.1590909090909092
2014-11-18,379,400489027,2014-11-18,Utah,87,Golden State Warriors,98,0.8877551020408163
2014-11-20,380,400489046,2014-11-20,Golden State Warriors,81,Memphis,88,0.9204545454545454
2014-11-22,381,400489059,2014-11-22,Los Angeles,102,Golden State Warriors,95,1.0736842105263158
2014-11-23,382,400489069,2014-11-23,Golden State Warriors,101,Portland,113,0.8938053097345132
2014-11-26,383,400489087,2014-11-26,New Orleans,101,Golden State Warriors,102,0.9901960784313726
2014-11-27,384,400489098,2014-11-27,Dallas,103,Golden State Warriors,99,1.0404040404040404
2014-11-29,385,400489108,2014-11-29,Oklahoma City,113,Golden State Warriors,112,1.0089285714285714
2014-12-01,386,400489124,2014-12-01,Sacramento,113,Golden State Warriors,115,0.982608695652174
2014-12-06,387,400489158,2014-12-06,Houston,105,Golden State Warriors,83,1.2650602409638554
2014-12-07,388,400489166,2014-12-07,Memphis,82,Golden State Warriors,108,0.7592592592592593
2014-12-09,389,400489177,2014-12-09,Charlotte,115,Golden State Warriors,111,1.036036036036036
2014-12-11,390,400489199,2014-12-11,Golden State Warriors,95,Dallas,93,1.021505376344086
2014-12-13,391,400489214,2014-12-13,Golden State Warriors,112,Houston,116,0.9655172413793104
2014-12-15,392,400489228,2014-12-15,Phoenix,106,Golden State Warriors,102,1.03921568627451
2014-12-17,393,400489241,2014-12-17,Golden State Warriors,104,New Orleans,93,1.118279569892473
2014-12-19,394,400489255,2014-12-19,Golden State Warriors,102,San Antonio,104,0.9807692307692308
2014-12-21,395,400489275,2014-12-21,Golden State Warriors,102,Los Angeles,83,1.2289156626506024
2014-12-23,396,400489288,2014-12-23,Denver,81,Golden State Warriors,89,0.9101123595505618
2014-12-25,397,400489295,2014-12-25,Golden State Warriors,105,LA,103,1.019417475728155
2014-12-27,398,400489308,2014-12-27,Golden State Warriors,115,Phoenix,86,1.337209302325581
2014-12-29,399,400489321,2014-12-29,Cleveland,104,Golden State Warriors,108,0.9629629629629628
2014-12-31,400,400489335,2014-12-31,Orlando,81,Golden State Warriors,94,0.8617021276595744
2014-01-02,401,400489347,2014-01-02,Miami,114,Golden State Warriors,123,0.9268292682926829
2014-01-03,402,400489356,2014-01-03,Atlanta,100,Golden State Warriors,101,0.99009900990099
2014-01-05,403,400489374,2014-01-05,Washington,96,Golden State Warriors,112,0.8571428571428571
2014-01-07,404,400489388,2014-01-07,Milwaukee,80,Golden State Warriors,101,0.7920792079207921
2014-01-15,405,400489449,2014-01-15,Golden State Warriors,116,Denver,123,0.9430894308943092
2014-01-17,406,400489465,2014-01-17,Oklahoma City,127,Golden State Warriors,121,1.0495867768595042
2014-01-18,407,400489472,2014-01-18,New Orleans,87,Golden State Warriors,97,0.8969072164948454
2014-01-20,408,400489488,2014-01-20,Golden State Warriors,94,Indiana,102,0.9215686274509804
2014-01-24,409,400489518,2014-01-24,Golden State Warriors,120,Minnesota,121,0.9917355371900828
2014-01-26,410,400489533,2014-01-26,Golden State Warriors,103,Portland,88,1.1704545454545454
2014-01-28,411,400489546,2014-01-28,Golden State Warriors,85,Washington,88,0.9659090909090908
2014-01-30,412,400489561,2014-01-30,Golden State Warriors,111,LA,92,1.2065217391304348
2014-01-31,413,400489569,2014-01-31,Utah,90,Golden State Warriors,95,0.9473684210526316
2014-02-04,414,400489597,2014-02-04,Golden State Warriors,75,Charlotte,91,0.8241758241758241
2014-02-06,415,400489611,2014-02-06,Golden State Warriors,102,Chicago,87,1.1724137931034482
2014-02-08,416,400489627,2014-02-08,Phoenix,122,Golden State Warriors,109,1.1192660550458715
2014-02-12,417,400489661,2014-02-12,Golden State Warriors,110,Miami,111,0.990990990990991
2014-02-19,418,400489683,2014-02-19,Sacramento,92,Golden State Warriors,101,0.9108910891089108
2014-02-20,419,400489687,2014-02-20,Golden State Warriors,102,Houston,99,1.0303030303030305
2014-02-24,420,400489715,2014-02-24,Detroit,96,Golden State Warriors,104,0.9230769230769232
2014-02-26,421,400489728,2014-02-26,Chicago,103,Golden State Warriors,83,1.2409638554216869
2014-03-04,422,400489772,2014-03-04,Indiana,96,Golden State Warriors,98,0.979591836734694
2014-03-07,423,400489800,2014-03-07,Golden State Warriors,111,Atlanta,97,1.1443298969072164
2014-03-09,424,400489815,2014-03-09,Golden State Warriors,113,Phoenix,107,1.0560747663551402
2014-03-11,425,400489829,2014-03-11,Golden State Warriors,108,Dallas,85,1.2705882352941176
2014-03-12,426,400489840,2014-03-12,LA,111,Golden State Warriors,98,1.1326530612244898
2014-03-14,427,400489853,2014-03-14,Golden State Warriors,94,Cleveland,103,0.912621359223301
2014-03-16,428,400489867,2014-03-16,Portland,112,Golden State Warriors,113,0.991150442477876
2014-03-18,429,400489880,2014-03-18,Golden State Warriors,103,Orlando,89,1.1573033707865168
2014-03-20,430,400489894,2014-03-20,Golden State Warriors,115,Milwaukee,110,1.0454545454545454
2014-03-22,431,400489911,2014-03-22,Golden State Warriors,90,San Antonio,99,0.9090909090909092
2014-03-28,432,400489959,2014-03-28,Golden State Warriors,100,Memphis,93,1.075268817204301
2014-04-01,433,400489985,2014-04-01,Dallas,120,Golden State Warriors,122,0.9836065573770492
2014-04-02,434,400489996,2014-04-02,San Antonio,111,Golden State Warriors,90,1.2333333333333334
2014-04-04,435,400490014,2014-04-04,Golden State Warriors,102,Sacramento,69,1.4782608695652173
2014-04-06,436,400490028,2014-04-06,Golden State Warriors,130,Utah,102,1.2745098039215683
2014-04-10,437,400490048,2014-04-10,Golden State Warriors,99,Denver,100,0.99
2014-04-11,438,400490061,2014-04-11,Los Angeles,95,Golden State Warriors,112,0.8482142857142857
2014-04-13,439,400490074,2014-04-13,Portland,119,Golden State Warriors,117,1.017094017094017
2014-04-14,440,400490086,2014-04-14,Golden State Warriors,130,Minnesota,120,1.0833333333333333
2014-04-16,441,400490103,2014-04-16,Denver,112,Golden State Warriors,116,0.9655172413793104
2014-10-29,442,400488876,2014-10-29,Los Angeles,116,LA Clippers,103,1.1262135922330097
2014-11-01,443,400488904,2014-11-01,Sacramento,101,LA Clippers,110,0.9181818181818182
2014-11-04,444,400488923,2014-11-04,LA Clippers,137,Houston,118,1.1610169491525424
2014-11-06,445,400488935,2014-11-06,Orlando,98,LA Clippers,90,1.0888888888888888
2014-11-07,446,400488943,2014-11-07,Miami,102,LA Clippers,97,1.0515463917525774
2014-11-09,447,400488963,2014-11-09,Houston,94,LA Clippers,107,0.8785046728971962
2014-11-11,448,400488979,2014-11-11,LA Clippers,109,Minnesota,107,1.0186915887850467
2014-11-13,449,400488995,2014-11-13,LA Clippers,111,Oklahoma City,103,1.077669902912621
2014-11-18,450,400489028,2014-11-18,LA Clippers,102,Memphis,106,0.9622641509433962
2014-11-20,451,400489041,2014-11-20,Minnesota,98,LA Clippers,102,0.9607843137254902
2014-11-21,452,400489047,2014-11-21,Oklahoma City,105,LA Clippers,91,1.1538461538461535
2014-11-23,453,400489060,2014-11-23,LA Clippers,103,Sacramento,102,1.0098039215686274
2014-11-24,454,400489071,2014-11-24,LA Clippers,121,Chicago,82,1.4756097560975612
2014-11-29,455,400489113,2014-11-29,Sacramento,98,LA Clippers,104,0.9423076923076924
2014-12-01,456,400489122,2014-12-01,LA Clippers,100,Indiana,105,0.9523809523809524
2014-12-04,457,400489143,2014-12-04,Atlanta,107,LA Clippers,97,1.1030927835051547
2014-12-05,458,400489151,2014-12-05,Memphis,81,LA Clippers,101,0.801980198019802
2014-12-07,459,400489164,2014-12-07,Cleveland,88,LA Clippers,82,1.0731707317073171
2014-12-14,460,400489216,2014-12-14,Washington,97,LA Clippers,113,0.8584070796460177
2014-12-16,461,400489236,2014-12-16,LA Clippers,115,San Antonio,92,1.25
2014-12-18,462,400489253,2014-12-18,LA Clippers,108,New Orleans,95,1.136842105263158
2014-12-21,463,400489276,2014-12-21,LA Clippers,112,Denver,91,1.2307692307692308
2014-12-22,464,400489279,2014-12-22,LA Clippers,120,Minnesota,116,1.0344827586206895
2014-12-26,465,400489299,2014-12-26,Portland,116,LA Clippers,112,1.0357142857142858
2014-12-28,466,400489320,2014-12-28,LA Clippers,98,Utah,90,1.0888888888888888
2014-12-30,467,400489332,2014-12-30,LA Clippers,88,Phoenix,107,0.8224299065420559
2014-01-01,468,400489345,2014-01-01,LA Clippers,112,Charlotte,85,1.3176470588235294
2014-01-03,469,400489359,2014-01-03,Dallas,112,LA Clippers,119,0.9411764705882352
2014-01-04,470,400489367,2014-01-04,San Antonio,116,LA Clippers,92,1.2608695652173914
2014-01-06,471,400489380,2014-01-06,LA Clippers,101,Orlando,81,1.2469135802469136
2014-01-10,472,400489415,2014-01-10,LA Clippers,123,Los Angeles,87,1.4137931034482758
2014-01-15,473,400489450,2014-01-15,LA Clippers,129,Dallas,127,1.015748031496063
2014-01-18,474,400489467,2014-01-18,Indiana,106,LA Clippers,92,1.1521739130434785
2014-01-20,475,400489480,2014-01-20,Detroit,103,LA Clippers,112,0.9196428571428572
2014-01-22,476,400489494,2014-01-22,Charlotte,95,LA Clippers,91,1.043956043956044
2014-01-24,477,400489514,2014-01-24,Chicago,95,LA Clippers,112,0.8482142857142857
2014-01-27,478,400489538,2014-01-27,Milwaukee,86,LA Clippers,114,0.7543859649122807
2014-01-29,479,400489558,2014-01-29,LA Clippers,110,Washington,103,1.0679611650485437
2014-02-01,480,400489581,2014-02-01,LA Clippers,102,Utah,87,1.1724137931034482
2014-02-03,481,400489591,2014-02-03,Denver,116,LA Clippers,115,1.008695652173913
2014-02-05,482,400489609,2014-02-05,LA Clippers,112,Miami,116,0.9655172413793104
2014-02-12,483,400489662,2014-02-12,LA Clippers,122,Portland,117,1.0427350427350428
2014-02-18,484,400489673,2014-02-18,LA Clippers,103,San Antonio,113,0.9115044247787609
2014-02-21,485,400489694,2014-02-21,Memphis,102,LA Clippers,96,1.0625
2014-02-23,486,400489706,2014-02-23,Oklahoma City,117,LA Clippers,125,0.9359999999999999
2014-02-24,487,400489717,2014-02-24,New Orleans,110,LA Clippers,123,0.8943089430894309
2014-02-26,488,400489735,2014-02-26,LA Clippers,101,Houston,93,1.0860215053763442
2014-03-01,489,400489755,2014-03-01,LA Clippers,108,New Orleans,76,1.4210526315789471
2014-03-04,490,400489775,2014-03-04,Phoenix,96,LA Clippers,104,0.9230769230769232
2014-03-06,491,400489789,2014-03-06,Los Angeles,94,LA Clippers,142,0.6619718309859155
2014-03-08,492,400489806,2014-03-08,LA Clippers,109,Atlanta,108,1.0092592592592593
2014-03-10,493,400489822,2014-03-10,LA Clippers,112,Phoenix,105,1.0666666666666669
2014-03-14,494,400489852,2014-03-14,Utah,87,LA Clippers,96,0.90625
2014-03-16,495,400489868,2014-03-16,LA Clippers,102,Cleveland,80,1.275
2014-03-17,496,400489875,2014-03-17,Denver,110,LA Clippers,100,1.1
2014-03-22,497,400489912,2014-03-22,LA Clippers,112,Detroit,103,1.087378640776699
2014-03-24,498,400489929,2014-03-24,LA Clippers,106,Milwaukee,98,1.0816326530612246
2014-03-26,499,400489939,2014-03-26,New Orleans,98,LA Clippers,96,1.0208333333333333
2014-03-27,500,400489947,2014-03-27,Dallas,103,LA Clippers,109,0.9449541284403671
2014-03-29,501,400489961,2014-03-29,Houston,107,LA Clippers,118,0.9067796610169492
2014-03-31,502,400489980,2014-03-31,Minnesota,104,LA Clippers,114,0.912280701754386
2014-04-02,503,400489998,2014-04-02,Phoenix,108,LA Clippers,112,0.9642857142857144
2014-04-03,504,400490001,2014-04-03,LA Clippers,107,Dallas,113,0.9469026548672568
2014-04-06,505,400490023,2014-04-06,LA Clippers,120,Los Angeles,97,1.2371134020618555
2014-04-09,506,400490046,2014-04-09,LA Clippers,101,Oklahoma City,107,0.9439252336448598
2014-04-12,507,400490062,2014-04-12,LA Clippers,117,Sacramento,101,1.1584158415841583
2014-04-15,508,400490088,2014-04-15,LA Clippers,117,Denver,105,1.1142857142857143
2014-04-16,509,400490101,2014-04-16,Portland,110,LA Clippers,104,1.0576923076923077
2014-11-01,510,400488905,2014-11-01,Los Angeles Lakers,85,San Antonio,91,0.934065934065934
2014-11-03,511,400488919,2014-11-03,Los Angeles Lakers,105,Atlanta,103,1.019417475728155
2014-11-05,512,400488929,2014-11-05,Dallas,123,Los Angeles Lakers,104,1.1826923076923077
2014-11-07,513,400488945,2014-11-07,Houston,98,Los Angeles Lakers,99,0.98989898989899
2014-11-08,514,400488954,2014-11-08,New Orleans,96,Los Angeles Lakers,85,1.1294117647058823
2014-11-10,515,400488970,2014-11-10,Los Angeles Lakers,90,Minnesota,113,0.7964601769911505
2014-11-12,516,400488983,2014-11-12,Los Angeles Lakers,116,New Orleans,95,1.2210526315789474
2014-11-13,517,400488991,2014-11-13,Denver,111,Los Angeles Lakers,99,1.1212121212121209
2014-11-15,518,400489007,2014-11-15,Los Angeles Lakers,86,Memphis,89,0.9662921348314608
2014-11-17,519,400489022,2014-11-17,Los Angeles Lakers,114,Detroit,99,1.1515151515151516
2014-11-24,520,400489074,2014-11-24,Los Angeles Lakers,100,Sacramento,86,1.162790697674419
2014-11-26,521,400489085,2014-11-26,Washington,116,Los Angeles Lakers,111,1.045045045045045
2014-11-29,522,400489106,2014-11-29,Detroit,102,Los Angeles Lakers,106,0.9622641509433962
2014-12-01,523,400489128,2014-12-01,Los Angeles Lakers,108,Portland,114,0.9473684210526316
2014-12-06,524,400489162,2014-12-06,Sacramento,100,Los Angeles Lakers,106,0.9433962264150944
2014-12-10,525,400489190,2014-12-10,Los Angeles Lakers,108,Phoenix,114,0.9473684210526316
2014-12-13,526,400489209,2014-12-13,Oklahoma City,122,Los Angeles Lakers,97,1.2577319587628866
2014-12-14,527,400489215,2014-12-14,Charlotte,85,Los Angeles Lakers,88,0.9659090909090908
2014-12-16,528,400489230,2014-12-16,Atlanta,114,Los Angeles Lakers,100,1.14
2014-12-17,529,400489239,2014-12-17,Memphis,92,Los Angeles Lakers,96,0.9583333333333334
2014-12-20,530,400489264,2014-12-20,Los Angeles Lakers,104,Minnesota,91,1.1428571428571428
2014-12-23,531,400489289,2014-12-23,Phoenix,117,Los Angeles Lakers,90,1.3
2014-12-25,532,400489293,2014-12-25,Los Angeles Lakers,95,Miami,101,0.9405940594059404
2014-12-27,533,400489306,2014-12-27,Utah,105,Los Angeles Lakers,103,1.019417475728155
2014-12-31,534,400489340,2014-12-31,Los Angeles Lakers,79,Milwaukee,94,0.8404255319148937
2014-01-03,535,400489361,2014-01-03,Los Angeles Lakers,110,Utah,99,1.1111111111111112
2014-01-05,536,400489377,2014-01-05,Los Angeles Lakers,115,Denver,137,0.8394160583941606
2014-01-07,537,400489389,2014-01-07,Dallas,110,Los Angeles Lakers,97,1.134020618556701
2014-01-08,538,400489399,2014-01-08,Houston,113,Los Angeles Lakers,99,1.1414141414141414
2014-01-14,539,400489438,2014-01-14,Los Angeles Lakers,118,Cleveland,120,0.9833333333333332
2014-01-15,540,400489447,2014-01-15,Phoenix,121,Los Angeles Lakers,114,1.0614035087719298
2014-01-20,541,400489486,2014-01-20,Chicago,102,Los Angeles Lakers,100,1.02
2014-01-23,542,400489504,2014-01-23,Miami,109,Los Angeles Lakers,102,1.068627450980392
2014-01-24,543,400489506,2014-01-24,Orlando,114,Los Angeles Lakers,105,1.0857142857142856
2014-01-28,544,400489547,2014-01-28,Los Angeles Lakers,92,Indiana,104,0.8846153846153846
2014-01-31,545,400489568,2014-01-31,Los Angeles Lakers,100,Charlotte,110,0.9090909090909092
2014-02-04,546,400489595,2014-02-04,Minnesota,109,Los Angeles Lakers,99,1.1010101010101008
2014-02-05,547,400489598,2014-02-05,Cleveland,108,Los Angeles Lakers,119,0.9075630252100841
2014-02-09,548,400489630,2014-02-09,Los Angeles Lakers,86,Chicago,92,0.9347826086956522
2014-02-11,549,400489649,2014-02-11,Los Angeles Lakers,79,Utah,96,0.8229166666666666
2014-02-13,550,400489664,2014-02-13,Los Angeles Lakers,103,Oklahoma City,107,0.9626168224299064
2014-02-19,551,400489684,2014-02-19,Los Angeles Lakers,108,Houston,134,0.8059701492537313
2014-02-25,552,400489720,2014-02-25,Indiana,118,Los Angeles Lakers,98,1.2040816326530612
2014-02-26,553,400489730,2014-02-26,Memphis,108,Los Angeles Lakers,103,1.0485436893203883
2014-02-28,554,400489745,2014-02-28,Los Angeles Lakers,126,Sacramento,122,1.0327868852459017
2014-03-03,555,400489769,2014-03-03,Portland,106,Los Angeles Lakers,107,0.9906542056074766
2014-03-04,556,400489776,2014-03-04,Los Angeles Lakers,125,New Orleans,132,0.946969696969697
2014-03-07,557,400489798,2014-03-07,Denver,134,Los Angeles Lakers,126,1.0634920634920637
2014-03-09,558,400489808,2014-03-09,Los Angeles Lakers,114,Oklahoma City,110,1.0363636363636364
2014-03-13,559,400489843,2014-03-13,Oklahoma City,131,Los Angeles Lakers,102,1.2843137254901962
2014-03-14,560,400489851,2014-03-14,San Antonio,119,Los Angeles Lakers,85,1.4
2014-03-19,561,400489890,2014-03-19,Los Angeles Lakers,109,San Antonio,125,0.872
2014-03-21,562,400489904,2014-03-21,Los Angeles Lakers,107,Washington,117,0.9145299145299144
2014-03-23,563,400489919,2014-03-23,Los Angeles Lakers,103,Orlando,94,1.0957446808510638
2014-03-27,564,400489946,2014-03-27,Milwaukee,108,Los Angeles Lakers,105,1.0285714285714285
2014-03-28,565,400489954,2014-03-28,Minnesota,143,Los Angeles Lakers,107,1.3364485981308412
2014-03-30,566,400489973,2014-03-30,Los Angeles Lakers,115,Phoenix,99,1.1616161616161615
2014-04-01,567,400489986,2014-04-01,Los Angeles Lakers,112,Portland,124,0.9032258064516128
2014-04-02,568,400489999,2014-04-02,Sacramento,107,Los Angeles Lakers,102,1.0490196078431373
2014-04-04,569,400490015,2014-04-04,Los Angeles Lakers,95,Dallas,107,0.8878504672897196
2014-04-08,570,400490034,2014-04-08,Los Angeles Lakers,130,Houston,145,0.8965517241379308
2014-04-13,571,400490076,2014-04-13,Los Angeles Lakers,90,Memphis,102,0.8823529411764706
2014-04-14,572,400490084,2014-04-14,Utah,104,Los Angeles Lakers,119,0.8739495798319328
2014-04-16,573,400490094,2014-04-16,San Antonio,100,Los Angeles Lakers,113,0.8849557522123894
2014-10-30,574,400488888,2014-10-30,Phoenix Suns,104,Portland,91,1.1428571428571428
2014-11-01,575,400488903,2014-11-01,Phoenix Suns,87,Utah,84,1.0357142857142858
2014-11-03,576,400488917,2014-11-03,Oklahoma City,103,Phoenix Suns,96,1.0729166666666667
2014-11-05,577,400488928,2014-11-05,New Orleans,98,Phoenix Suns,104,0.9423076923076924
2014-11-06,578,400488941,2014-11-06,San Antonio,99,Phoenix Suns,96,1.03125
2014-11-08,579,400488956,2014-11-08,Phoenix Suns,114,Denver,103,1.1067961165048543
2014-11-10,580,400488969,2014-11-10,Phoenix Suns,101,New Orleans,94,1.074468085106383
2014-11-13,581,400488993,2014-11-13,Portland,90,Phoenix Suns,89,1.0112359550561798
2014-11-19,582,400489033,2014-11-19,Sacramento,107,Phoenix Suns,104,1.0288461538461535
2014-11-20,583,400489044,2014-11-20,Phoenix Suns,106,Sacramento,113,0.9380530973451328
2014-11-22,584,400489049,2014-11-22,Charlotte,91,Phoenix Suns,98,0.9285714285714286
2014-11-24,585,400489072,2014-11-24,Orlando,96,Phoenix Suns,104,0.9230769230769232
2014-11-25,586,400489078,2014-11-25,Miami,107,Phoenix Suns,92,1.1630434782608696
2014-11-27,587,400489099,2014-11-27,Phoenix Suns,120,Portland,106,1.1320754716981132
2014-11-29,588,400489112,2014-11-29,Utah,101,Phoenix Suns,112,0.9017857142857144
2014-11-30,589,400489119,2014-11-30,Phoenix Suns,104,Utah,112,0.9285714285714286
2014-12-03,590,400489138,2014-12-03,Memphis,110,Phoenix Suns,91,1.2087912087912087
2014-12-04,591,400489144,2014-12-04,Houston,88,Phoenix Suns,97,0.9072164948453608
2014-12-13,592,400489213,2014-12-13,Phoenix Suns,116,Sacramento,107,1.0841121495327102
2014-12-18,593,400489251,2014-12-18,Phoenix Suns,101,San Antonio,108,0.9351851851851852
