0,0.9624080975204571
1,1.0213521899956317
2,1.0794632699427482
3,1.0644581993951532
4,1.1104983234347174
5,1.0389817609754777
6,1.0103623924638367
7,1.1994426840625596
8,1.0439852031809862
9,1.0834882492764413
10,1.1292341265597219
11,1.098524415169176
12,1.0234005917627529
13,1.0924757800840843
14,1.0596500164753508
15,1.0741120171344558
16,1.0456587273511295
17,1.0312797591837464
18,1.0844775449871018
19,1.067942938489435
20,1.1364872614931587
21,0.9819104724765103
22,1.0300438119890176
23,1.1298212491130282
24,1.0411075104408911
25,1.039083053573149
26,0.9408731727469288
27,1.0909537866195087
28,1.013500279687472
29,1.1187438467852573
30,0.9446480017068252
31,1.0175993005530501
32,0.9945054945054944
33,1.1564912273008512
34,1.0981328362972393
35,0.9127775051549438
36,1.0144251373519548
37,1.0912454939240661
38,1.1197937545296879
39,0.9908310950574007
40,1.031022620592941
41,1.0148721443241397
42,1.1462078651685395
43,0.9613125923791156
44,1.0542141160612848
45,0.9656500941636598
46,0.9729575380129756
47,0.9727210031872361
48,0.9088114704161087
49,0.9353700891505484
50,1.0128857008439864
51,1.0475914051583612
52,1.05951720574777
53,1.0429258804258803
54,1.0147045626112976
55,1.0291528609514797
56,1.1208836047042232
57,1.0664370237157994
58,1.157573642008802
59,1.0269301215256603
60,1.0670212785150865
65,1.0013095230054025
66,1.0626422590579296
67,0.9653125544911085
68,1.0665018366712726
69,1.0377347659905172
70,1.02545144557381
71,1.0300770409495923
72,1.1221459378590117
73,1.064853725236455
74,0.9853857726198152
75,1.0376319897045911
76,1.0897227222599435
77,0.9954345446367996
78,1.0239862924167802
79,1.0032669721196439
80,1.1185431206372234
81,0.9676092906554071
82,1.0414162715270012
83,1.0254152281318047
84,1.0641278293698264
85,0.862900975018743
86,1.0492865138468637
87,0.9962704940245775
88,1.051800565480893
89,1.071649965617719
90,1.0441526330720021
91,1.0655971903784702
92,0.9886974913630913
93,1.0358387164224927
94,1.0285227229132738
95,1.0670708696671856
96,0.9904633088209825
97,1.0456046102472585
98,1.1115153561687605
99,0.9289151598027278
100,0.999819509561704
101,1.0238572905580818
102,0.9704746665389752
103,1.0344140157660229
104,1.054613983703526
105,1.1156179755546847
106,1.0325103429762041
107,1.0384936107291585
108,0.9815862449888347
109,0.9563978237827527
110,1.090471072797239
111,0.99452460167973
112,0.978217098660349
113,1.0176966699375412
114,1.0531556188909132
115,0.9854099175778412
116,1.0416813716355
117,1.0552371213658336
118,1.0327405096035813
119,1.0609026719619055
120,1.1360370886881623
121,1.0870880312694629
122,0.9757400252711911
123,1.1519212028483914
