,id,date,home_team,home_team_score,visit_team,visit_team_score,WINrate
0,301026002,2011-10-26,Boston Celtics,88,Miami,80,1.1
1,301027005,2011-10-27,Cleveland,95,Boston Celtics,87,1.0919540229885059
2,301029002,2011-10-29,Boston Celtics,105,NY Knicks,101,1.0396039603960396
3,301102008,2011-11-02,Detroit,86,Boston Celtics,109,0.7889908256880734
4,301103002,2011-11-03,Boston Celtics,105,Milwaukee,102,1.0294117647058822
5,301105002,2011-11-05,Boston Celtics,110,Chicago,105,1.0476190476190477
6,301107025,2011-11-07,Oklahoma City,83,Boston Celtics,92,0.9021739130434783
7,301108006,2011-11-08,Dallas,89,Boston Celtics,87,1.0229885057471264
8,301111014,2011-11-11,Miami,107,Boston Celtics,112,0.9553571428571429
9,301113029,2011-11-13,Memphis,110,Boston Celtics,116,0.9482758620689655
10,301117002,2011-11-17,Boston Celtics,114,Washington,83,1.3734939759036144
11,301119002,2011-11-19,Boston Celtics,84,Oklahoma City,89,0.9438202247191011
12,301121028,2011-11-21,Toronto,102,Boston Celtics,101,1.00990099009901
13,301122001,2011-11-22,Atlanta,76,Boston Celtics,99,0.7676767676767676
14,301124002,2011-11-24,Boston Celtics,89,Brooklyn,83,1.072289156626506
15,301126002,2011-11-26,Boston Celtics,110,Toronto,101,1.0891089108910892
16,301130005,2011-11-30,Cleveland,87,Boston Celtics,106,0.8207547169811321
17,301201002,2011-12-01,Boston Celtics,99,Portland,95,1.0421052631578946
18,301203002,2011-12-03,Boston Celtics,104,Chicago,92,1.1304347826086956
19,301205017,2011-12-05,Brooklyn,75,Boston Celtics,100,0.75
20,301208002,2011-12-08,Boston Celtics,105,Denver,89,1.1797752808988764
21,301209020,2011-12-09,Philadelphia,101,Boston Celtics,102,0.9901960784313726
22,301211030,2011-12-11,Charlotte,62,Boston Celtics,93,0.6666666666666666
23,301215018,2011-12-15,NY Knicks,116,Boston Celtics,118,0.9830508474576272
24,301216002,2011-12-16,Boston Celtics,102,Atlanta,90,1.1333333333333333
25,301219002,2011-12-19,Boston Celtics,99,Indiana,88,1.125
26,301222002,2011-12-22,Boston Celtics,84,Philadelphia,80,1.05
27,301225019,2011-12-25,Orlando,86,Boston Celtics,78,1.1025641025641026
28,301228011,2011-12-28,Indiana,83,Boston Celtics,95,0.8736842105263158
29,301229008,2011-12-29,Detroit,104,Boston Celtics,92,1.1304347826086956
30,301231002,2011-12-31,Boston Celtics,81,New Orleans,83,0.9759036144578314
31,310102028,2011-01-02,Toronto,79,Boston Celtics,93,0.8494623655913979
32,310103002,2011-01-03,Boston Celtics,96,Minnesota,93,1.032258064516129
33,310105002,2011-01-05,Boston Celtics,105,San Antonio,103,1.0194174757281553
34,310107002,2011-01-07,Boston Celtics,122,Toronto,102,1.196078431372549
35,310108004,2011-01-08,Chicago,90,Boston Celtics,79,1.139240506329114
36,310110002,2011-01-10,Boston Celtics,102,Houston,108,0.9444444444444444
37,310112002,2011-01-12,Boston Celtics,119,Sacramento,95,1.2526315789473683
38,310114002,2011-01-14,Boston Celtics,99,Charlotte,94,1.053191489361702
39,310117002,2011-01-17,Boston Celtics,109,Orlando,106,1.028301886792453
40,310119002,2011-01-19,Boston Celtics,86,Detroit,82,1.048780487804878
41,310121002,2011-01-21,Boston Celtics,110,Utah,86,1.2790697674418605
42,310122027,2011-01-22,Washington,85,Boston Celtics,83,1.0240963855421688
43,310125002,2011-01-25,Boston Celtics,112,Cleveland,95,1.1789473684210525
44,310127022,2011-01-27,Portland,78,Boston Celtics,88,0.8863636363636364
45,310128021,2011-01-28,Phoenix,88,Boston Celtics,71,1.2394366197183098
46,310130013,2011-01-30,Los Angeles,96,Boston Celtics,109,0.8807339449541285
47,310201023,2011-02-01,Sacramento,90,Boston Celtics,95,0.9473684210526315
48,310204002,2011-02-04,Boston Celtics,97,Dallas,101,0.9603960396039604
49,310206002,2011-02-06,Boston Celtics,91,Orlando,80,1.1375
50,310207030,2011-02-07,Charlotte,94,Boston Celtics,89,1.0561797752808988
51,310210002,2011-02-10,Boston Celtics,86,Los Angeles,92,0.9347826086956522
52,310213002,2011-02-13,Boston Celtics,85,Miami,82,1.0365853658536586
53,310216002,2011-02-16,Boston Celtics,94,Brooklyn,80,1.175
54,310222009,2011-02-22,Golden State,93,Boston Celtics,115,0.808695652173913
55,310224007,2011-02-24,Denver,89,Boston Celtics,75,1.1866666666666668
56,310226012,2011-02-26,LA,92,Boston Celtics,99,0.9292929292929293
57,310228026,2011-02-28,Utah,102,Boston Celtics,107,0.9532710280373832
58,310302002,2011-03-02,Boston Celtics,115,Phoenix,103,1.116504854368932
59,310304002,2011-03-04,Boston Celtics,107,Golden State,103,1.0388349514563107
60,310306015,2011-03-06,Milwaukee,83,Boston Celtics,89,0.9325842696629213
61,310309002,2011-03-09,Boston Celtics,103,LA,108,0.9537037037037037
62,310311020,2011-03-11,Philadelphia,89,Boston Celtics,86,1.0348837209302326
63,310313002,2011-03-13,Boston Celtics,87,Milwaukee,56,1.5535714285714286
64,310314017,2011-03-14,Brooklyn,88,Boston Celtics,79,1.1139240506329113
65,310316002,2011-03-16,Boston Celtics,92,Indiana,80,1.15
66,310318010,2011-03-18,Houston,93,Boston Celtics,77,1.2077922077922079
67,310319003,2011-03-19,New Orleans,85,Boston Celtics,89,0.9550561797752809
68,310321018,2011-03-21,NY Knicks,86,Boston Celtics,96,0.8958333333333334
69,310323002,2011-03-23,Boston Celtics,87,Memphis,90,0.9666666666666667
70,310325002,2011-03-25,Boston Celtics,81,Charlotte,83,0.9759036144578314
71,310327016,2011-03-27,Minnesota,82,Boston Celtics,85,0.9647058823529412
72,310328011,2011-03-28,Indiana,107,Boston Celtics,100,1.07
73,310331024,2011-03-31,San Antonio,97,Boston Celtics,107,0.9065420560747663
74,310401001,2011-04-01,Atlanta,88,Boston Celtics,83,1.0602409638554218
75,310403002,2011-04-03,Boston Celtics,101,Detroit,90,1.1222222222222222
76,310405002,2011-04-05,Boston Celtics,99,Philadelphia,82,1.2073170731707317
77,310407004,2011-04-07,Chicago,97,Boston Celtics,81,1.1975308641975309
78,310408002,2011-04-08,Boston Celtics,104,Washington,88,1.1818181818181819
79,310410014,2011-04-10,Miami,100,Boston Celtics,77,1.2987012987012987
80,310411027,2011-04-11,Washington,95,Boston Celtics,94,1.0106382978723405
81,310413002,2011-04-13,Boston Celtics,112,NY Knicks,102,1.0980392156862746
82,301027017,2011-10-27,Brooklyn Nets,101,Detroit,98,1.030612244897959
83,301029017,2011-10-29,Brooklyn Nets,106,Sacramento,100,1.06
84,301031017,2011-10-31,Brooklyn Nets,78,Miami,101,0.7722772277227723
85,301103017,2011-11-03,Brooklyn Nets,83,Charlotte,85,0.9764705882352941
86,301105019,2011-11-05,Orlando,105,Brooklyn Nets,90,1.1666666666666667
87,301106014,2011-11-06,Miami,101,Brooklyn Nets,89,1.1348314606741574
88,301109017,2011-11-09,Brooklyn Nets,91,Cleveland,93,0.978494623655914
89,301110005,2011-11-10,Cleveland,87,Brooklyn Nets,95,0.9157894736842105
90,301113017,2011-11-13,Brooklyn Nets,90,Orlando,91,0.989010989010989
91,301115012,2011-11-15,LA,96,Brooklyn Nets,110,0.8727272727272727
92,301117026,2011-11-17,Utah,98,Brooklyn Nets,88,1.1136363636363635
93,301119023,2011-11-19,Sacramento,86,Brooklyn Nets,81,1.0617283950617284
94,301120007,2011-11-20,Denver,107,Brooklyn Nets,103,1.0388349514563107
95,301123017,2011-11-23,Brooklyn Nets,107,Atlanta,101,1.0594059405940595
96,301127020,2011-11-27,Philadelphia,102,Brooklyn Nets,86,1.186046511627907
97,301128017,2011-11-28,Brooklyn Nets,98,Portland,96,1.0208333333333333
98,301130018,2011-11-30,NY Knicks,111,Brooklyn Nets,100,1.11
99,301201017,2011-12-01,Brooklyn Nets,120,Oklahoma City,123,0.975609756097561
100,301203030,2011-12-03,Charlotte,91,Brooklyn Nets,84,1.0833333333333333
101,301207001,2011-12-07,Atlanta,116,Brooklyn Nets,101,1.1485148514851484
102,301209006,2011-12-09,Dallas,102,Brooklyn Nets,89,1.146067415730337
103,301212017,2011-12-12,Brooklyn Nets,92,Los Angeles,99,0.9292929292929293
104,301214017,2011-12-14,Brooklyn Nets,77,Philadelphia,82,0.9390243902439024
105,301216017,2011-12-16,Brooklyn Nets,97,Washington,89,1.0898876404494382
106,301217028,2011-12-17,Toronto,98,Brooklyn Nets,92,1.065217391304348
107,301219017,2011-12-19,Brooklyn Nets,89,Atlanta,82,1.0853658536585367
108,301221029,2011-12-21,Memphis,94,Brooklyn Nets,101,0.9306930693069307
109,301222003,2011-12-22,New Orleans,105,Brooklyn Nets,91,1.1538461538461537
110,301227017,2011-12-27,Brooklyn Nets,88,Orlando,104,0.8461538461538461
111,301229025,2011-12-29,Oklahoma City,114,Brooklyn Nets,93,1.2258064516129032
112,301231004,2011-12-31,Chicago,90,Brooklyn Nets,81,1.1111111111111112
113,310101016,2011-01-01,Minnesota,103,Brooklyn Nets,88,1.1704545454545454
114,310105017,2011-01-05,Brooklyn Nets,96,Chicago,94,1.0212765957446808
115,310107027,2011-01-07,Washington,97,Brooklyn Nets,77,1.2597402597402598
116,310108017,2011-01-08,Brooklyn Nets,92,Milwaukee,115,0.8
117,310112021,2011-01-12,Phoenix,118,Brooklyn Nets,109,1.0825688073394495
118,310114013,2011-01-14,Los Angeles,100,Brooklyn Nets,88,1.1363636363636365
119,310115022,2011-01-15,Portland,96,Brooklyn Nets,89,1.0786516853932584
120,310117009,2011-01-17,Golden State,109,Brooklyn Nets,100,1.09
121,310119017,2011-01-19,Brooklyn Nets,103,Utah,95,1.0842105263157895
122,310121017,2011-01-21,Brooklyn Nets,89,Detroit,74,1.2027027027027026
123,310122017,2011-01-22,Brooklyn Nets,86,Dallas,87,0.9885057471264368
124,310124017,2011-01-24,Brooklyn Nets,103,Cleveland,101,1.0198019801980198
125,310126017,2011-01-26,Brooklyn Nets,93,Memphis,88,1.0568181818181819
126,310128011,2011-01-28,Indiana,124,Brooklyn Nets,92,1.3478260869565217
127,310129015,2011-01-29,Milwaukee,91,Brooklyn Nets,81,1.123456790123457
128,310131017,2011-01-31,Brooklyn Nets,115,Denver,99,1.1616161616161615
129,310202017,2011-02-02,Brooklyn Nets,92,Philadelphia,106,0.8679245283018868
130,310204008,2011-02-04,Detroit,92,Brooklyn Nets,82,1.1219512195121952
131,310206017,2011-02-06,Brooklyn Nets,86,Indiana,105,0.819047619047619
132,310209017,2011-02-09,Brooklyn Nets,103,New Orleans,101,1.0198019801980198
133,310211030,2011-02-11,Charlotte,89,Brooklyn Nets,94,0.9468085106382979
134,310212017,2011-02-12,Brooklyn Nets,95,NY Knicks,105,0.9047619047619048
135,310214017,2011-02-14,Brooklyn Nets,85,San Antonio,102,0.8333333333333334
136,310225024,2011-02-25,San Antonio,106,Brooklyn Nets,96,1.1041666666666667
137,310226010,2011-02-26,Houston,123,Brooklyn Nets,108,1.1388888888888888
138,310228017,2011-02-28,Brooklyn Nets,103,Phoenix,104,0.9903846153846154
139,310304017,2011-03-04,Brooklyn Nets,116,Toronto,103,1.1262135922330097
140,310305017,2011-03-05,Brooklyn Nets,137,Toronto,136,1.0073529411764706
141,310309017,2011-03-09,Brooklyn Nets,94,Golden State,90,1.0444444444444445
142,310311017,2011-03-11,Brooklyn Nets,102,LA,98,1.0408163265306123
143,310317017,2011-03-17,Brooklyn Nets,73,Chicago,84,0.8690476190476191
144,310318015,2011-03-18,Milwaukee,110,Brooklyn Nets,95,1.1578947368421053
145,310320027,2011-03-20,Washington,98,Brooklyn Nets,92,1.065217391304348
146,310321017,2011-03-21,Brooklyn Nets,98,Indiana,102,0.9607843137254902
147,310323005,2011-03-23,Cleveland,94,Brooklyn Nets,98,0.9591836734693877
148,310325019,2011-03-25,Orlando,95,Brooklyn Nets,85,1.1176470588235294
149,310326001,2011-03-26,Atlanta,98,Brooklyn Nets,87,1.1264367816091954
150,310329017,2011-03-29,Brooklyn Nets,87,Houston,112,0.7767857142857143
151,310330018,2011-03-30,NY Knicks,120,Brooklyn Nets,116,1.0344827586206897
