Date,HomeTeam,HomeTeamPTS,VisitTeam,VisitTeamPTS,Winning
2015-11-21,DET,95,WAS,97,0.979381443298969
2015-11-21,CLE,109,ATL,97,1.1237113402061856
2015-11-21,ORL,91,SAC,97,0.9381443298969072
2015-11-21,IND,123,MIL,86,1.430232558139535
2015-11-21,SAS,92,MEM,82,1.1219512195121952
2015-11-22,OKC,117,DAL,114,1.0263157894736843
2015-11-22,DEN,105,GSW,118,0.8898305084745762
2015-11-22,LAC,80,TOR,91,0.8791208791208791
2015-11-22,BKN,111,BOS,101,1.099009900990099
2015-11-22,LAL,93,POR,107,0.8691588785046729
2015-11-22,NOP,122,PHX,116,1.0517241379310345
2015-11-23,UTA,89,OKC,111,0.8018018018018018
2015-11-23,CHA,127,SAC,122,1.040983606557377
2015-11-23,MIN,100,PHI,95,1.0526315789473684
2015-11-23,MIA,95,NYK,78,1.2179487179487178
2015-11-23,SAS,98,PHX,84,1.1666666666666667
2015-11-23,MIL,109,DET,88,1.2386363636363635
2015-11-23,CLE,117,ORL,103,1.1359223300970873
2015-11-24,WAS,106,IND,123,0.8617886178861789
2015-11-24,GSW,111,LAL,77,1.4415584415584415
2015-11-24,MEM,110,DAL,96,1.1458333333333333
2015-11-24,DEN,94,LAC,111,0.8468468468468469
2015-11-24,ATL,121,BOS,97,1.2474226804123711
2015-11-24,POR,88,CHI,93,0.946236559139785
2015-11-25,CHA,101,WAS,87,1.160919540229885
2015-11-25,LAC,91,UTA,102,0.8921568627450981
2015-11-25,MIL,118,SAC,129,0.9147286821705426
2015-11-25,BOS,84,PHI,80,1.05
2015-11-25,PHX,114,NOP,120,0.95
2015-11-25,SAS,88,DAL,83,1.0602409638554218
2015-11-25,ORL,100,NYK,91,1.098901098901099
2015-11-25,MIN,99,ATL,95,1.0421052631578946
2015-11-25,OKC,110,BKN,99,1.1111111111111112
2015-11-25,TOR,103,CLE,99,1.0404040404040404
2015-11-25,HOU,93,MEM,102,0.9117647058823529
2015-11-25,DET,104,MIA,81,1.2839506172839505
2015-11-27,OKC,103,DET,87,1.1839080459770115
2015-11-27,SAC,91,MIN,101,0.900990099009901
2015-11-27,DEN,80,SAS,91,0.8791208791208791
2015-11-27,NYK,78,MIA,97,0.8041237113402062
2015-11-27,MEM,101,ATL,116,0.8706896551724138
2015-11-27,CHA,90,CLE,95,0.9473684210526315
2015-11-27,ORL,114,MIL,90,1.2666666666666666
2015-11-27,LAC,111,NOP,90,1.2333333333333334
2015-11-27,IND,104,CHI,92,1.1304347826086956
2015-11-27,PHX,116,GSW,135,0.8592592592592593
2015-11-27,BOS,111,WAS,78,1.4230769230769231
2015-11-27,HOU,116,PHI,114,1.0175438596491229
2015-11-28,WAS,82,TOR,84,0.9761904761904762
2015-11-28,UTA,101,NOP,87,1.160919540229885
2015-11-28,SAS,108,ATL,88,1.2272727272727273
2015-11-28,DAL,92,DEN,81,1.1358024691358024
2015-11-28,CLE,90,BKN,88,1.0227272727272727
2015-11-28,GSW,120,SAC,101,1.188118811881188
2015-11-28,POR,108,LAL,96,1.125
2015-11-29,LAL,103,IND,107,0.9626168224299065
2015-11-29,MEM,92,PHI,84,1.0952380952380953
2015-11-29,CHA,87,MIL,82,1.0609756097560976
2015-11-29,ORL,110,BOS,91,1.2087912087912087
2015-11-29,NYK,111,HOU,116,0.9568965517241379
2015-11-29,TOR,102,PHX,107,0.9532710280373832
2015-11-29,LAC,107,MIN,99,1.0808080808080809
2015-11-29,BKN,87,DET,83,1.0481927710843373
2015-11-30,LAC,102,POR,87,1.1724137931034482
2015-11-30,MIL,92,DEN,74,1.2432432432432432
2015-11-30,UTA,103,GSW,106,0.9716981132075472
2015-11-30,DET,116,HOU,105,1.1047619047619048
2015-11-30,MIA,95,BOS,105,0.9047619047619048
2015-11-30,CHI,92,SAS,89,1.0337078651685394
2015-11-30,ATL,106,OKC,100,1.06
2015-11-30,SAC,112,DAL,98,1.1428571428571428
2015-12-01,POR,112,DAL,115,0.9739130434782609
2015-12-01,PHI,103,LAL,91,1.1318681318681318
2015-12-01,CLE,85,WAS,97,0.8762886597938144
2015-12-01,NOP,104,MEM,113,0.9203539823008849
2015-12-01,BKN,94,PHX,91,1.032967032967033
2015-12-01,MIN,93,ORL,96,0.96875
2015-12-02,DET,127,PHX,122,1.040983606557377
2015-12-02,HOU,108,NOP,101,1.0693069306930694
2015-12-02,ATL,86,TOR,96,0.8958333333333334
2015-12-02,CHA,99,GSW,116,0.853448275862069
2015-12-02,NYK,99,PHI,87,1.1379310344827587
2015-12-02,CHI,99,DEN,90,1.1
2015-12-02,SAS,95,MIL,70,1.3571428571428572
2015-12-02,WAS,104,LAL,108,0.9629629629629629
2015-12-02,LAC,91,IND,103,0.883495145631068
2015-12-03,UTA,94,ORL,103,0.912621359223301
2015-12-03,POR,123,IND,111,1.1081081081081081
2015-12-03,TOR,105,DEN,106,0.9905660377358491
2015-12-03,SAC,97,BOS,114,0.8508771929824561
2015-12-03,MEM,83,SAS,103,0.8058252427184466
2015-12-03,MIA,97,OKC,95,1.0210526315789474
2015-12-04,ATL,100,LAL,87,1.1494252873563218
2015-12-04,WAS,109,PHX,106,1.028301886792453
2015-12-04,DAL,96,HOU,100,0.96
2015-12-04,NYK,108,BKN,91,1.1868131868131868
2015-12-04,NOP,114,CLE,108,1.0555555555555556
2015-12-04,DET,102,MIL,95,1.0736842105263158
2015-12-05,LAC,103,ORL,101,1.0198019801980198
2015-12-05,SAS,108,BOS,105,1.0285714285714285
2015-12-05,HOU,120,SAC,113,1.0619469026548674
2015-12-05,TOR,109,GSW,112,0.9732142857142857
2015-12-05,MIN,103,POR,109,0.944954128440367
2015-12-05,UTA,122,IND,119,1.0252100840336134
2015-12-05,MIA,99,CLE,84,1.1785714285714286
2015-12-05,CHI,96,CHA,102,0.9411764705882353
2015-12-05,PHI,105,DEN,108,0.9722222222222222
2015-12-05,MIL,106,NYK,91,1.164835164835165
2015-12-06,MEM,95,PHX,93,1.021505376344086
2015-12-06,OKC,98,SAC,95,1.0315789473684212
2015-12-06,DET,111,LAL,91,1.2197802197802199
2015-12-06,BKN,98,GSW,114,0.8596491228070176
2015-12-06,WAS,104,DAL,116,0.896551724137931
2015-12-07,PHI,68,SAS,119,0.5714285714285714
2015-12-07,MIL,90,POR,88,1.0227272727272727
2015-12-07,CHA,104,DET,84,1.2380952380952381
2015-12-07,MIN,106,LAC,110,0.9636363636363636
2015-12-07,TOR,102,LAL,93,1.096774193548387
2015-12-07,MIA,103,WAS,114,0.9035087719298246
2015-12-07,CHI,101,PHX,103,0.9805825242718447
2015-12-07,NOP,93,BOS,111,0.8378378378378378
2015-12-07,NYK,97,DAL,104,0.9326923076923077
2015-12-08,CLE,105,POR,100,1.05
2015-12-08,BKN,110,HOU,105,1.0476190476190477
2015-12-08,IND,123,GSW,131,0.9389312977099237
2015-12-08,SAC,114,UTA,106,1.0754716981132075
2015-12-08,DEN,74,ORL,85,0.8705882352941177
2015-12-08,MEM,88,OKC,125,0.704
2015-12-09,PHX,107,ORL,104,1.0288461538461537
2015-12-09,MIL,95,LAC,109,0.8715596330275229
2015-12-09,MIN,123,LAL,122,1.0081967213114753
2015-12-09,CHA,99,MIA,81,1.2222222222222223
2015-12-09,WAS,103,HOU,109,0.944954128440367
2015-12-09,DAL,95,ATL,98,0.9693877551020408
2015-12-09,TOR,97,SAS,94,1.0319148936170213
2015-12-09,UTA,106,NYK,85,1.2470588235294118
2015-12-09,BOS,105,CHI,100,1.05
2015-12-09,DET,92,MEM,93,0.989247311827957
2015-12-10,CHI,83,LAC,80,1.0375
2015-12-10,OKC,107,ATL,94,1.1382978723404256
2015-12-10,SAC,99,NYK,97,1.0206185567010309
2015-12-10,BKN,100,PHI,91,1.098901098901099
2015-12-11,IND,96,MIA,83,1.1566265060240963
2015-12-11,DEN,111,MIN,108,1.0277777777777777
2015-12-11,ORL,76,CLE,111,0.6846846846846847
2015-12-11,PHI,95,DET,107,0.8878504672897196
2015-12-11,SAS,109,LAL,87,1.2528735632183907
2015-12-11,TOR,90,MIL,83,1.0843373493975903
2015-12-11,PHX,96,POR,106,0.9056603773584906
2015-12-11,BOS,119,GSW,124,0.9596774193548387
2015-12-11,UTA,90,OKC,94,0.9574468085106383
2015-12-11,MEM,99,CHA,123,0.8048780487804879
2015-12-11,NOP,107,WAS,105,1.019047619047619
2015-12-12,DET,118,IND,96,1.2291666666666667
2015-12-12,BKN,100,LAC,105,0.9523809523809523
2015-12-12,DAL,111,WAS,114,0.9736842105263158
2015-12-12,HOU,126,LAL,97,1.2989690721649485
2015-12-12,ATL,78,SAS,103,0.7572815533980582
2015-12-12,CHA,93,BOS,98,0.9489795918367347
2015-12-12,POR,110,NYK,112,0.9821428571428571
2015-12-12,CHI,98,NOP,94,1.0425531914893618
2015-12-12,MIL,108,GSW,95,1.1368421052631579
2015-12-13,MIA,100,MEM,97,1.0309278350515463
2015-12-13,OKC,104,UTA,98,1.0612244897959184
2015-12-13,PHX,108,MIN,101,1.0693069306930694
2015-12-13,TOR,96,PHI,76,1.263157894736842
2015-12-14,DEN,114,HOU,108,1.0555555555555556
2015-12-14,SAS,118,UTA,81,1.4567901234567902
2015-12-14,CHI,115,PHI,96,1.1979166666666667
2015-12-14,DAL,104,PHX,94,1.1063829787234043
2015-12-14,IND,106,TOR,90,1.1777777777777778
2015-12-14,DET,103,LAC,105,0.9809523809523809
2015-12-14,POR,105,NOP,101,1.0396039603960396
2015-12-14,BKN,82,ORL,105,0.780952380952381
2015-12-14,MEM,112,WAS,95,1.1789473684210525
2015-12-14,ATL,88,MIA,100,0.88
2015-12-15,SAC,107,HOU,97,1.1030927835051547
2015-12-15,MIN,100,DEN,112,0.8928571428571429
2015-12-15,BOS,77,CLE,89,0.8651685393258427
2015-12-15,LAL,113,MIL,95,1.1894736842105262
2015-12-16,OKC,106,POR,90,1.1777777777777778
2015-12-16,ATL,127,PHI,106,1.1981132075471699
2015-12-16,LAC,103,MIL,90,1.1444444444444444
2015-12-16,BKN,98,MIA,104,0.9423076923076923
2015-12-16,ORL,113,CHA,98,1.153061224489796
2015-12-16,GSW,128,PHX,103,1.2427184466019416
2015-12-16,CHI,98,MEM,85,1.1529411764705881
2015-12-16,DET,119,BOS,116,1.0258620689655173
2015-12-16,SAS,114,WAS,95,1.2
2015-12-16,NYK,107,MIN,102,1.0490196078431373
2015-12-16,UTA,94,NOP,104,0.9038461538461539
2015-12-16,IND,107,DAL,81,1.3209876543209877
2015-12-17,LAL,87,HOU,107,0.8130841121495327
2015-12-17,CHA,109,TOR,99,1.101010101010101
2015-12-17,CLE,104,OKC,100,1.04
2015-12-18,MIN,99,SAC,95,1.0421052631578946
2015-12-18,BOS,101,ATL,109,0.926605504587156
2015-12-18,MIA,94,TOR,108,0.8703703703703703
2015-12-18,DAL,97,MEM,88,1.1022727272727273
2015-12-18,CHI,144,DET,147,0.9795918367346939
2015-12-18,SAS,115,LAC,107,1.074766355140187
2015-12-18,ORL,102,POR,94,1.0851063829787233
2015-12-18,PHI,97,NYK,107,0.9065420560747663
2015-12-18,IND,104,BKN,97,1.0721649484536082
2015-12-18,PHX,104,NOP,88,1.1818181818181819
2015-12-18,GSW,121,MIL,112,1.0803571428571428
2015-12-18,UTA,97,DEN,88,1.1022727272727273
2015-12-19,WAS,109,CHA,101,1.0792079207920793
2015-12-19,OKC,118,LAL,78,1.5128205128205128
2015-12-19,NYK,107,CHI,91,1.1758241758241759
2015-12-19,HOU,107,LAC,97,1.1030927835051547
2015-12-19,MEM,96,IND,84,1.1428571428571428
2015-12-20,CLE,108,PHI,86,1.255813953488372
2015-12-20,PHX,95,MIL,101,0.9405940594059405
2015-12-20,DEN,125,NOP,130,0.9615384615384616
2015-12-20,BKN,85,MIN,100,0.85
2015-12-20,MIA,116,POR,109,1.0642201834862386
2015-12-20,TOR,94,SAC,104,0.9038461538461539
2015-12-20,ORL,100,ATL,103,0.970873786407767
2015-12-21,NYK,99,ORL,107,0.9252336448598131
2015-12-21,BOS,113,MIN,99,1.1414141414141414
2015-12-21,CHI,102,BKN,105,0.9714285714285714
2015-12-21,SAS,106,IND,92,1.1521739130434783
2015-12-21,LAC,99,OKC,100,0.99
2015-12-21,WAS,113,SAC,99,1.1414141414141414
2015-12-21,UTA,110,PHX,89,1.2359550561797752
2015-12-21,ATL,106,POR,97,1.092783505154639
2015-12-21,HOU,102,CHA,95,1.0736842105263158
2015-12-22,MIA,92,DET,93,0.989247311827957
2015-12-22,PHI,90,MEM,104,0.8653846153846154
2015-12-22,DEN,107,LAL,111,0.963963963963964
2015-12-22,TOR,103,DAL,99,1.0404040404040404
2015-12-23,ORL,104,HOU,101,1.0297029702970297
2015-12-23,ATL,107,DET,100,1.07
2015-12-23,CLE,91,NYK,84,1.0833333333333333
2015-12-23,IND,106,SAC,108,0.9814814814814815
2015-12-23,GSW,103,UTA,85,1.2117647058823529
2015-12-23,CHA,89,BOS,102,0.8725490196078431
2015-12-23,MIN,83,SAS,108,0.7685185185185185
2015-12-23,MIL,113,PHI,100,1.13
2015-12-23,NOP,115,POR,89,1.2921348314606742
2015-12-23,LAL,85,OKC,120,0.7083333333333334
2015-12-23,WAS,100,MEM,91,1.098901098901099
2015-12-23,BKN,118,DAL,119,0.9915966386554622
2015-12-23,PHX,96,DEN,104,0.9230769230769231
2015-12-25,HOU,88,SAS,84,1.0476190476190477
2015-12-25,LAL,84,LAC,94,0.8936170212765957
2015-12-25,MIA,94,NOP,88,1.0681818181818181
2015-12-25,OKC,96,CHI,105,0.9142857142857143
2015-12-25,GSW,89,CLE,83,1.072289156626506
2015-12-26,MIL,90,TOR,111,0.8108108108108109
2015-12-26,PHX,104,PHI,111,0.9369369369369369
2015-12-26,ORL,101,MIA,108,0.9351851851851852
2015-12-26,ATL,117,NYK,98,1.1938775510204083
2015-12-26,POR,105,CLE,76,1.381578947368421
2015-12-26,BKN,96,WAS,111,0.8648648648648649
2015-12-26,DAL,118,CHI,111,1.063063063063063
2015-12-26,SAS,101,DEN,86,1.1744186046511629
2015-12-26,UTA,104,LAC,109,0.9541284403669725
2015-12-26,NOP,110,HOU,108,1.0185185185185186
2015-12-26,DET,93,BOS,99,0.9393939393939394
2015-12-26,MIN,88,IND,102,0.8627450980392157
2015-12-26,CHA,98,MEM,92,1.065217391304348
2015-12-27,MEM,112,LAL,96,1.1666666666666667
2015-12-27,OKC,122,DEN,112,1.0892857142857142
2015-12-27,SAC,94,POR,98,0.9591836734693877
2015-12-27,BOS,100,NYK,91,1.098901098901099
2015-12-28,DAL,103,MIL,93,1.10752688172043
2015-12-28,SAS,101,MIN,95,1.063157894736842
2015-12-28,CHA,108,LAL,98,1.1020408163265305
2015-12-28,CHI,104,TOR,97,1.0721649484536082
2015-12-28,WAS,91,LAC,108,0.8425925925925926
2015-12-28,MIA,105,BKN,111,0.9459459459459459
2015-12-28,UTA,95,PHI,91,1.043956043956044
2015-12-28,IND,93,ATL,87,1.0689655172413792
2015-12-28,GSW,122,SAC,103,1.1844660194174756
2015-12-28,PHX,97,CLE,101,0.9603960396039604
2015-12-28,ORL,104,NOP,89,1.1685393258426966
2015-12-29,MEM,99,MIA,90,1.1
2015-12-29,NYK,108,DET,96,1.125
2015-12-29,HOU,115,ATL,121,0.9504132231404959
2015-12-29,OKC,131,MIL,123,1.065040650406504
2015-12-29,DEN,87,CLE,93,0.9354838709677419
2015-12-30,CHA,117,LAC,122,0.9590163934426229
2015-12-30,SAS,112,PHX,79,1.4177215189873418
2015-12-30,MIN,94,UTA,80,1.175
2015-12-30,TOR,94,WAS,91,1.032967032967033
2015-12-30,POR,110,DEN,103,1.0679611650485437
2015-12-30,ORL,100,BKN,93,1.075268817204301
2015-12-30,SAC,105,PHI,110,0.9545454545454546
2015-12-30,CHI,102,IND,100,1.02
2015-12-30,DAL,114,GSW,91,1.2527472527472527
2015-12-30,BOS,104,LAL,112,0.9285714285714286
2015-12-31,NOP,89,LAC,95,0.9368421052631579
2015-12-31,DET,115,MIN,90,1.2777777777777777
2015-12-31,UTA,109,POR,96,1.1354166666666667
2015-12-31,HOU,110,GSW,114,0.9649122807017544
2015-12-31,IND,116,MIL,120,0.9666666666666667
2015-12-31,OKC,110,PHX,106,1.0377358490566038
2016-01-01,TOR,104,CHA,94,1.1063829787234043
2016-01-01,LAL,93,PHI,84,1.1071428571428572
2016-01-01,WAS,103,ORL,91,1.1318681318681318
2016-01-01,CHI,108,NYK,81,1.3333333333333333
2016-01-01,MIA,106,DAL,82,1.2926829268292683
2016-01-02,BOS,97,BKN,100,0.97
2016-01-02,MIN,85,MIL,95,0.8947368421052632
2016-01-02,GSW,111,DEN,108,1.0277777777777777
2016-01-02,IND,94,DET,82,1.146341463414634
2016-01-02,SAC,142,PHX,119,1.1932773109243697
2016-01-02,CHA,90,OKC,109,0.8256880733944955
2016-01-02,DAL,98,NOP,105,0.9333333333333333
2016-01-02,CLE,104,ORL,79,1.3164556962025316
2016-01-02,SAS,121,HOU,103,1.174757281553398
2016-01-02,UTA,92,MEM,87,1.0574712643678161
2016-01-02,LAC,130,PHI,99,1.3131313131313131
2016-01-03,WAS,75,MIA,97,0.7731958762886598
2016-01-03,TOR,113,CHI,115,0.9826086956521739
2016-01-03,LAL,97,PHX,77,1.2597402597402598
2016-01-03,DEN,106,POR,112,0.9464285714285714
