,id,date,home_team,home_team_score,visit_team,visit_team_score,WINrate
120,320406017,2012-04-08,Brooklyn Nets,122,Washington,117,1.0427350427350428
121,320408017,2012-04-10,Brooklyn Nets,88,Cleveland,107,0.822429906542056
122,320410017,2012-04-13,Brooklyn Nets,89,Philadelphia,95,0.9368421052631579
123,320413020,2012-04-14,Philadelphia,82,Brooklyn Nets,94,0.8723404255319149
124,320416017,2012-04-18,Brooklyn Nets,95,Miami,104,0.9134615384615384
125,320418017,2012-04-21,Brooklyn Nets,106,NY Knicks,95,1.1157894736842104
126,320421015,2012-04-23,Milwaukee,87,Brooklyn Nets,105,0.8285714285714286
127,320423017,2012-04-26,Brooklyn Nets,98,Philadelphia,67,1.462686567164179
128,320426028,2012-12-25,Toronto,106,Brooklyn Nets,104,1.0192307692307692
129,311228009,2012-12-29,Golden State,99,New York Knicks,82,1.2073170731707317
130,311229013,2012-12-31,Los Angeles,92,New York Knicks,114,0.8070175438596491
131,311231023,2012-01-02,Sacramento,85,New York Knicks,90,0.9444444444444444
132,320102018,2012-01-04,New York Knicks,110,Toronto,118,0.9322033898305084
133,320104018,2012-01-06,New York Knicks,96,Charlotte,99,0.9696969696969697
134,320106027,2012-01-07,Washington,80,New York Knicks,103,0.7766990291262136
135,320107008,2012-01-09,Detroit,91,New York Knicks,87,1.0459770114942528
136,320109018,2012-01-11,New York Knicks,85,Charlotte,79,1.0759493670886076
137,320111018,2012-01-12,New York Knicks,94,Philadelphia,83,1.1325301204819278
138,320112029,2012-01-14,Memphis,104,New York Knicks,92,1.1304347826086956
139,320114025,2012-01-16,Oklahoma City,93,New York Knicks,102,0.9117647058823529
140,320116018,2012-01-18,New York Knicks,88,Orlando,91,0.967032967032967
141,320118018,2012-01-20,New York Knicks,86,Phoenix,100,0.86
142,320120018,2012-01-21,New York Knicks,114,Milwaukee,119,0.957983193277311
143,320121018,2012-01-24,New York Knicks,78,Denver,111,0.7027027027027027
144,320124030,2012-01-25,Charlotte,91,New York Knicks,81,1.123456790123457
145,320125005,2012-01-27,Cleveland,99,New York Knicks,89,1.1123595505617978
146,320127014,2012-01-28,Miami,97,New York Knicks,84,1.1547619047619047
147,320128010,2012-01-31,Houston,113,New York Knicks,86,1.313953488372093
148,320131018,2012-02-02,New York Knicks,102,Detroit,105,0.9714285714285714
149,320202018,2012-02-03,New York Knicks,91,Chicago,89,1.0224719101123596
150,320206018,2012-02-08,New York Knicks,93,Utah,107,0.8691588785046729
151,320208027,2012-02-10,Washington,92,New York Knicks,85,1.0823529411764705
152,320210018,2012-02-11,New York Knicks,98,Los Angeles,100,0.98
153,320211016,2012-02-14,Minnesota,87,New York Knicks,90,0.9666666666666667
154,320214028,2012-02-15,Toronto,100,New York Knicks,85,1.1764705882352942
155,320215018,2012-02-17,New York Knicks,85,Sacramento,89,0.9550561797752809
156,320217018,2012-02-19,New York Knicks,104,New Orleans,97,1.0721649484536082
157,320219018,2012-02-20,New York Knicks,92,Dallas,100,0.92
158,320222018,2012-02-23,New York Knicks,102,Atlanta,88,1.1590909090909092
159,320223014,2012-03-04,Miami,115,New York Knicks,111,1.0360360360360361
160,320229018,2012-03-06,New York Knicks,95,Cleveland,85,1.1176470588235294
161,320306006,2012-03-09,Dallas,119,New York Knicks,114,1.043859649122807
162,320307024,2012-03-11,San Antonio,94,New York Knicks,106,0.8867924528301887
163,320309015,2012-03-12,Milwaukee,104,New York Knicks,99,1.0505050505050506
164,320311018,2012-03-14,New York Knicks,121,Philadelphia,79,1.5316455696202531
165,320312004,2012-03-16,Chicago,115,New York Knicks,100,1.15
166,320314018,2012-03-17,New York Knicks,88,Portland,102,0.8627450980392157
167,320316018,2012-03-20,New York Knicks,106,Indiana,87,1.2183908045977012
168,320317011,2012-03-21,Indiana,79,New York Knicks,82,0.9634146341463414
169,320320018,2012-03-23,New York Knicks,96,Toronto,79,1.2151898734177216
170,320321020,2012-03-24,Philadelphia,101,New York Knicks,79,1.2784810126582278
171,320323028,2012-03-26,Toronto,89,New York Knicks,80,1.1125
172,320324018,2012-03-28,New York Knicks,108,Detroit,86,1.255813953488372
173,320326018,2012-03-30,New York Knicks,100,Milwaukee,90,1.1111111111111112
174,320328018,2012-03-31,New York Knicks,91,Orlando,75,1.2133333333333334
175,320330001,2012-04-03,Atlanta,112,New York Knicks,104,1.0769230769230769
176,320331018,2012-04-05,New York Knicks,80,Cleveland,96,0.8333333333333334
177,320403011,2012-04-08,Indiana,100,New York Knicks,99,1.0101010101010102
178,320405019,2012-04-10,Orlando,98,New York Knicks,86,1.1395348837209303
179,320408018,2012-04-11,New York Knicks,107,Chicago,111,0.963963963963964
180,320410004,2012-04-13,Chicago,103,New York Knicks,65,1.5846153846153845
181,320411015,2012-04-15,Milwaukee,85,New York Knicks,93,0.9139784946236559
182,320413018,2012-04-17,New York Knicks,118,Washington,110,1.0727272727272728
183,320415018,2012-04-18,New York Knicks,95,Miami,104,0.9134615384615384
184,320420005,2012-04-25,Cleveland,99,New York Knicks,93,1.064516129032258
185,320422001,2012-04-26,Atlanta,84,New York Knicks,104,0.8076923076923077
186,320425018,2012-12-26,New York Knicks,107,LA,103,1.0388349514563107
187,320426030,2012-12-28,Charlotte,83,New York Knicks,103,0.8058252427184466
188,311226022,2012-12-30,Portland,102,Philadelphia 76ers,99,1.0303030303030303
189,311228021,2012-12-31,Phoenix,79,Philadelphia 76ers,107,0.7383177570093458
190,311230026,2012-01-04,Utah,93,Philadelphia 76ers,101,0.9207920792079208
191,311231009,2012-01-06,Golden State,96,Philadelphia 76ers,73,1.3150684931506849
192,320104003,2012-01-07,New Orleans,97,Philadelphia 76ers,62,1.564516129032258
193,320106020,2012-01-09,Philadelphia 76ers,96,Detroit,86,1.1162790697674418
194,320107020,2012-01-10,Philadelphia 76ers,112,Toronto,85,1.3176470588235294
195,320109020,2012-01-11,Philadelphia 76ers,85,Indiana,79,1.0759493670886076
196,320110020,2012-01-13,Philadelphia 76ers,120,Sacramento,89,1.348314606741573
197,320113020,2012-01-16,Philadelphia 76ers,94,Washington,82,1.146341463414634
198,320114027,2012-01-18,Washington,104,Philadelphia 76ers,108,0.9629629629629629
199,320116020,2012-01-20,Philadelphia 76ers,90,Milwaukee,76,1.1842105263157894
200,320118020,2012-01-21,Philadelphia 76ers,113,Denver,92,1.2282608695652173
201,320120020,2012-01-23,Philadelphia 76ers,103,Atlanta,83,1.2409638554216869
202,320121014,2012-01-25,Miami,90,Philadelphia 76ers,97,0.9278350515463918
203,320123020,2012-01-27,Philadelphia 76ers,89,Washington,72,1.2361111111111112
204,320127020,2012-01-30,Philadelphia 76ers,74,Charlotte,69,1.0724637681159421
205,320128020,2012-02-01,Philadelphia 76ers,98,Detroit,82,1.1951219512195121
206,320130020,2012-02-03,Philadelphia 76ers,79,Orlando,99,0.797979797979798
207,320201020,2012-02-04,Philadelphia 76ers,87,Chicago,98,0.8877551020408163
208,320203020,2012-02-06,Philadelphia 76ers,95,Miami,90,1.0555555555555556
209,320204001,2012-02-08,Atlanta,90,Philadelphia 76ers,100,0.9
210,320206020,2012-02-10,Philadelphia 76ers,77,Los Angeles,78,0.9871794871794872
211,320208020,2012-02-11,Philadelphia 76ers,84,San Antonio,99,0.8484848484848485
212,320210020,2012-02-13,Philadelphia 76ers,89,LA,98,0.9081632653061225
213,320211005,2012-02-15,Cleveland,103,Philadelphia 76ers,87,1.1839080459770115
214,320213030,2012-02-17,Charlotte,75,Philadelphia 76ers,82,0.9146341463414634
215,320215019,2012-02-19,Orlando,92,Philadelphia 76ers,91,1.010989010989011
216,320217020,2012-02-21,Philadelphia 76ers,89,Dallas,76,1.1710526315789473
217,320219016,2012-02-22,Minnesota,93,Philadelphia 76ers,87,1.0689655172413792
218,320221029,2012-02-28,Memphis,68,Philadelphia 76ers,97,0.7010309278350515
219,320222010,2012-03-02,Houston,105,Philadelphia 76ers,83,1.2650602409638554
220,320228008,2012-03-04,Detroit,91,Philadelphia 76ers,96,0.9479166666666666
221,320229020,2012-03-05,Philadelphia 76ers,97,Oklahoma City,93,1.043010752688172
222,320302020,2012-03-07,Philadelphia 76ers,103,Golden State,71,1.4507042253521127
223,320304020,2012-03-09,Philadelphia 76ers,104,Chicago,91,1.1428571428571428
224,320305015,2012-03-11,Milwaukee,94,Philadelphia 76ers,106,0.8867924528301887
225,320309020,2012-03-16,Philadelphia 76ers,78,Utah,84,0.9285714285714286
226,320314011,2012-03-19,Indiana,80,Philadelphia 76ers,105,0.7619047619047619
227,320316020,2012-03-21,Philadelphia 76ers,79,Miami,82,0.9634146341463414
228,320317004,2012-03-23,Chicago,99,Philadelphia 76ers,86,1.1511627906976745
229,320319030,2012-03-25,Charlotte,93,Philadelphia 76ers,76,1.2236842105263157
230,320325024,2012-03-31,San Antonio,95,Philadelphia 76ers,90,1.0555555555555556
231,320327020,2012-04-03,Philadelphia 76ers,99,Cleveland,93,1.064516129032258
232,320330027,2012-04-04,Washington,78,Philadelphia 76ers,99,0.7878787878787878
233,320331020,2012-04-07,Philadelphia 76ers,82,Atlanta,88,0.9318181818181818
234,320403014,2012-04-08,Miami,103,Philadelphia 76ers,79,1.3037974683544304
235,320404020,2012-04-10,Philadelphia 76ers,88,Toronto,107,0.822429906542056
236,320407020,2012-04-11,Philadelphia 76ers,75,Orlando,93,0.8064516129032258
237,320411028,2012-04-17,Toronto,97,Philadelphia 76ers,102,0.9509803921568627
238,320416019,2012-04-21,Orlando,106,Philadelphia 76ers,109,0.9724770642201835
239,320417020,2012-04-23,Philadelphia 76ers,87,Indiana,105,0.8285714285714286
240,320418005,2012-04-25,Cleveland,85,Philadelphia 76ers,90,0.9444444444444444
241,320421011,2012-04-26,Indiana,108,Philadelphia 76ers,86,1.255813953488372
242,320425015,2012-12-28,Milwaukee,85,Philadelphia 76ers,90,0.9444444444444444
243,320426008,2012-12-30,Detroit,99,Philadelphia 76ers,86,1.1511627906976745
244,311226005,2012-01-01,Cleveland,102,Toronto Raptors,96,1.0625
245,311228028,2012-01-02,Toronto Raptors,85,Indiana,90,0.9444444444444444
246,311230006,2012-01-04,Dallas,92,Toronto Raptors,77,1.1948051948051948
247,320101019,2012-01-06,Orlando,85,Toronto Raptors,97,0.8762886597938144
248,320104028,2012-01-09,Toronto Raptors,97,Cleveland,87,1.1149425287356323
249,320109028,2012-01-13,Toronto Raptors,90,Minnesota,95,0.9473684210526315
250,320110027,2012-01-14,Washington,77,Toronto Raptors,64,1.203125
251,320111028,2012-01-16,Toronto Raptors,93,Sacramento,84,1.1071428571428572
252,320113028,2012-01-18,Toronto Raptors,96,Indiana,73,1.3150684931506849
253,320114004,2012-01-20,Chicago,84,Toronto Raptors,94,0.8936170212765957
254,320116001,2012-01-22,Atlanta,103,Toronto Raptors,91,1.1318681318681318
255,320120028,2012-01-25,Toronto Raptors,106,Portland,111,0.954954954954955
256,320122012,2012-01-27,LA,96,Toronto Raptors,81,1.1851851851851851
257,320124021,2012-01-29,Phoenix,73,Toronto Raptors,94,0.776595744680851
258,320125026,2012-01-31,Utah,77,Toronto Raptors,100,0.77
259,320127007,2012-02-01,Denver,100,Toronto Raptors,64,1.5625
260,320131028,2012-02-05,Toronto Raptors,95,Atlanta,89,1.0674157303370786
261,320203028,2012-02-08,Toronto Raptors,99,Washington,105,0.9428571428571428
262,320205014,2012-02-10,Miami,86,Toronto Raptors,74,1.162162162162162
263,320206027,2012-02-12,Washington,92,Toronto Raptors,94,0.9787234042553191
264,320208028,2012-02-14,Toronto Raptors,87,Milwaukee,90,0.9666666666666667
265,320212028,2012-02-17,Toronto Raptors,91,Los Angeles,98,0.9285714285714286
266,320215028,2012-02-28,Toronto Raptors,88,San Antonio,85,1.035294117647059
267,320217028,2012-03-02,Toronto Raptors,99,Charlotte,102,0.9705882352941176
268,320222028,2012-03-04,Toronto Raptors,83,Detroit,75,1.1066666666666667
269,320228010,2012-03-05,Houston,88,Toronto Raptors,92,0.9565217391304348
270,320229003,2012-03-07,New Orleans,116,Toronto Raptors,98,1.183673469387755
271,320302028,2012-03-10,Toronto Raptors,105,Memphis,86,1.2209302325581395
272,320304028,2012-03-11,Toronto Raptors,99,Golden State,105,0.9428571428571428
273,320305028,2012-03-13,Toronto Raptors,88,Orlando,96,0.9166666666666666
274,320307028,2012-03-14,Toronto Raptors,98,Houston,84,1.1666666666666667
275,320310008,2012-03-16,Detroit,110,Toronto Raptors,114,0.9649122807017544
276,320311028,2012-03-17,Toronto Raptors,107,Milwaukee,103,1.0388349514563107
277,320313005,2012-03-20,Cleveland,106,Toronto Raptors,87,1.2183908045977012
278,320316029,2012-03-23,Memphis,96,Toronto Raptors,79,1.2151898734177216
279,320317030,2012-03-24,Charlotte,102,Toronto Raptors,101,1.00990099009901
280,320321028,2012-03-28,Toronto Raptors,105,Chicago,96,1.09375
281,320324004,2012-04-01,Chicago,99,Toronto Raptors,92,1.076086956521739
282,320326028,2012-04-03,Toronto Raptors,92,Orlando,87,1.0574712643678161
283,320328028,2012-04-04,Toronto Raptors,78,Denver,99,0.7878787878787878
284,320330028,2012-04-06,Toronto Raptors,80,Miami,84,0.9523809523809523
285,320401028,2012-04-08,Toronto Raptors,91,Washington,75,1.2133333333333334
286,320403028,2012-04-09,Toronto Raptors,103,Charlotte,98,1.0510204081632653
287,320406028,2012-04-13,Toronto Raptors,84,Cleveland,79,1.0632911392405062
288,320408025,2012-04-15,Oklahoma City,86,Toronto Raptors,102,0.8431372549019608
289,320409011,2012-04-16,Indiana,87,Toronto Raptors,109,0.7981651376146789
290,320415001,2012-04-23,Atlanta,92,Toronto Raptors,86,1.069767441860465
291,320416028,2012-04-26,Toronto Raptors,98,Atlanta,67,1.462686567164179
292,320418014,2012-12-25,Miami,86,Toronto Raptors,105,0.819047619047619
293,320422008,2012-12-26,Detroit,99,Toronto Raptors,91,1.0879120879120878
294,320423015,2012-12-28,Milwaukee,92,Toronto Raptors,78,1.1794871794871795
295,311225009,2012-01-02,Golden State Warriors,102,LA,91,1.120879120879121
296,311226009,2012-01-04,Golden State Warriors,101,Chicago,95,1.063157894736842
297,320102021,2012-01-10,Phoenix,111,Golden State Warriors,106,1.0471698113207548
298,320104024,2012-01-12,San Antonio,109,Golden State Warriors,117,0.9316239316239316
299,320106013,2012-01-14,Los Angeles,112,Golden State Warriors,100,1.12
300,320107009,2012-01-15,Golden State Warriors,91,Utah,99,0.9191919191919192
301,320110009,2012-01-17,Golden State Warriors,95,Miami,105,0.9047619047619048
302,320112009,2012-01-18,Golden State Warriors,107,Orlando,100,1.07
303,320114030,2012-01-20,Charlotte,91,Golden State Warriors,94,0.9680851063829787
304,320115008,2012-01-23,Detroit,90,Golden State Warriors,91,0.989010989010989
305,320117005,2012-01-25,Cleveland,101,Golden State Warriors,93,1.086021505376344
306,320120009,2012-01-31,Golden State Warriors,93,Indiana,90,1.0333333333333334
307,320123009,2012-02-02,Golden State Warriors,119,Memphis,101,1.1782178217821782
308,320125009,2012-02-04,Golden State Warriors,114,Portland,106,1.0754716981132075
309,320127009,2012-02-07,Golden State Warriors,116,Oklahoma City,119,0.9747899159663865
310,320131009,2012-02-09,Golden State Warriors,101,Sacramento,109,0.926605504587156
311,320202009,2012-02-12,Golden State Warriors,106,Utah,97,1.092783505154639
312,320204023,2012-02-13,Sacramento,102,Golden State Warriors,96,1.0625
313,320207009,2012-02-15,Golden State Warriors,91,Oklahoma City,93,0.978494623655914
314,320209007,2012-02-17,Denver,110,Golden State Warriors,87,1.264367816091954
315,320212009,2012-02-18,Golden State Warriors,104,Houston,103,1.0097087378640777
316,320213009,2012-02-20,Golden State Warriors,104,Phoenix,97,1.0721649484536082
317,320215009,2012-02-22,Golden State Warriors,104,Portland,106,0.9811320754716981
318,320217025,2012-02-28,Oklahoma City,102,Golden State Warriors,78,1.3076923076923077
319,320218029,2012-03-02,Memphis,105,Golden State Warriors,83,1.2650602409638554
320,320220009,2012-03-04,Golden State Warriors,83,LA,75,1.1066666666666667
321,320222021,2012-03-05,Phoenix,100,Golden State Warriors,120,0.8333333333333334
322,320228011,2012-03-07,Indiana,92,Golden State Warriors,110,0.8363636363636363
323,320229001,2012-03-10,Atlanta,111,Golden State Warriors,87,1.2758620689655173
324,320305027,2012-03-14,Washington,103,Golden State Warriors,105,0.9809523809523809
325,320307009,2012-03-16,Golden State Warriors,98,Memphis,120,0.8166666666666667
326,320310009,2012-03-17,Golden State Warriors,99,Dallas,92,1.076086956521739
327,320311012,2012-03-19,LA,93,Golden State Warriors,97,0.9587628865979382
328,320313023,2012-03-21,Sacramento,92,Golden State Warriors,101,0.9108910891089109
329,320316009,2012-03-24,Golden State Warriors,111,Milwaukee,108,1.0277777777777777
330,320317026,2012-03-25,Utah,90,Golden State Warriors,87,1.0344827586206897
331,320319009,2012-03-27,Golden State Warriors,101,Minnesota,104,0.9711538461538461
332,320321003,2012-03-28,New Orleans,87,Golden State Warriors,102,0.8529411764705882
333,320322010,2012-03-30,Houston,100,Golden State Warriors,102,0.9803921568627451
334,320324009,2012-04-01,Golden State Warriors,120,Sacramento,112,1.0714285714285714
335,320325022,2012-04-03,Portland,98,Golden State Warriors,94,1.0425531914893618
336,320327009,2012-04-04,Golden State Warriors,94,Los Angeles,97,0.9690721649484536
337,320328009,2012-04-06,Golden State Warriors,104,New Orleans,98,1.0612244897959184
338,320401013,2012-04-09,Los Angeles,123,Golden State Warriors,84,1.4642857142857142
339,320403029,2012-04-11,Memphis,118,Golden State Warriors,110,1.0727272727272728
340,320404016,2012-04-12,Minnesota,103,Golden State Warriors,112,0.9196428571428571
341,320406026,2012-04-14,Utah,112,Golden State Warriors,104,1.0769230769230769
342,320407009,2012-04-16,Golden State Warriors,99,Denver,120,0.825
343,320409007,2012-04-18,Denver,87,Golden State Warriors,99,0.8787878787878788
344,320411022,2012-04-20,Portland,104,Golden State Warriors,94,1.1063829787234043
345,320412009,2012-04-21,Golden State Warriors,99,Dallas,96,1.03125
346,320414012,2012-04-22,LA,88,Golden State Warriors,93,0.946236559139785
347,320416009,2012-04-24,Golden State Warriors,81,San Antonio,83,0.9759036144578314
348,320418009,2012-04-26,Golden State Warriors,101,Los Angeles,107,0.9439252336448598
349,320420006,2012-12-25,Dallas,86,Golden State Warriors,105,0.819047619047619
