GAME_DATE,Team_ID,Game_ID,GAME_DATE,MATCHUP,HomeTeam,VisitTeam,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2011-12-28,1610612748,0021100024,2011-12-28,MIA @ CHA,CHA,MIA,W,3,0,1.0,240,36,78,0.462,1,6,0.167,23,28,0.821,5,25,30,19,7,10,10,17,96
2011-12-28,1610612763,0021100027,2011-12-28,MEM vs. OKC,MEM,OKC,L,0,2,0.0,240,34,87,0.391,2,16,0.125,25,33,0.758,19,30,49,13,5,6,12,22,95
2011-12-28,1610612766,0021100024,2011-12-28,CHA vs. MIA,CHA,MIA,L,1,1,0.5,240,39,82,0.476,7,18,0.389,10,16,0.625,15,38,53,22,5,9,21,22,95
2011-12-28,1610612761,0021100023,2011-12-28,TOR vs. IND,TOR,IND,L,1,1,0.5,240,36,79,0.456,6,15,0.4,7,13,0.538,10,29,39,21,13,5,19,25,85
2011-12-28,1610612743,0021100030,2011-12-28,DEN vs. UTA,DEN,UTA,W,2,0,1.0,240,46,86,0.535,6,19,0.316,19,26,0.731,12,33,45,29,17,3,18,20,117
2011-12-28,1610612738,0021100028,2011-12-28,BOS @ NOH,NOH,BOS,L,0,3,0.0,240,29,78,0.372,7,17,0.412,13,18,0.722,13,24,37,16,4,12,12,22,78
2011-12-29,1610612745,0021100034,2011-12-29,HOU vs. SAS,HOU,SAS,W,1,1,0.5,240,43,85,0.506,9,26,0.346,10,13,0.769,13,33,46,21,7,8,11,17,105
2011-12-29,1610612747,0021100038,2011-12-29,LAL vs. NYK,LAL,NYK,W,2,2,0.5,240,38,73,0.521,9,16,0.563,14,22,0.636,6,34,40,23,6,7,14,28,99
2011-12-29,1610612751,0021100033,2011-12-29,NJN @ ORL,ORL,NJN,L,1,2,0.333,240,29,77,0.377,6,17,0.353,14,21,0.667,9,33,42,17,5,5,15,26,78
2011-12-29,1610612758,0021100036,2011-12-29,SAC vs. CHI,SAC,CHI,L,1,2,0.333,240,35,83,0.422,8,17,0.471,20,34,0.588,18,24,42,13,8,2,14,19,98
2011-12-29,1610612743,0021100037,2011-12-29,DEN @ POR,POR,DEN,L,2,1,0.667,240,35,87,0.402,4,20,0.2,28,33,0.848,3,27,30,17,16,2,7,20,102
2011-12-29,1610612752,0021100038,2011-12-29,NYK @ LAL,LAL,NYK,L,1,2,0.333,240,21,67,0.313,6,22,0.273,34,41,0.829,9,23,32,15,11,6,12,20,82
2011-12-29,1610612742,0021100035,2011-12-29,DAL @ OKC,OKC,DAL,L,0,3,0.0,240,38,90,0.422,9,26,0.346,17,21,0.81,14,24,38,25,14,1,12,24,102
2011-12-29,1610612753,0021100033,2011-12-29,ORL vs. NJN,ORL,NJN,W,2,1,0.667,240,36,81,0.444,9,21,0.429,13,25,0.52,11,35,46,25,8,4,13,19,94
2011-12-29,1610612757,0021100037,2011-12-29,POR vs. DEN,POR,DEN,W,3,0,1.0,240,41,79,0.519,8,20,0.4,21,23,0.913,7,43,50,20,3,9,25,25,111
2011-12-29,1610612741,0021100036,2011-12-29,CHI @ SAC,SAC,CHI,W,2,1,0.667,240,43,80,0.538,6,12,0.5,16,21,0.762,8,33,41,25,6,5,18,27,108
2011-12-29,1610612760,0021100035,2011-12-29,OKC vs. DAL,OKC,DAL,W,4,0,1.0,240,37,63,0.587,6,14,0.429,24,32,0.75,6,32,38,19,8,8,26,19,104
2011-12-29,1610612759,0021100034,2011-12-29,SAS @ HOU,HOU,SAS,L,2,1,0.667,240,35,93,0.376,2,17,0.118,13,20,0.65,22,24,46,12,4,7,12,10,85
2011-12-30,1610612753,0021100039,2011-12-30,ORL @ CHA,CHA,ORL,W,3,1,0.75,240,37,84,0.44,12,28,0.429,14,24,0.583,14,35,49,23,3,7,11,16,100
2011-12-30,1610612750,0021100045,2011-12-30,MIN vs. MIA,MIN,MIA,L,0,3,0.0,240,39,83,0.47,11,29,0.379,12,20,0.6,12,37,49,21,11,4,25,22,101
2011-12-30,1610612745,0021100043,2011-12-30,HOU @ MEM,MEM,HOU,L,1,2,0.333,240,34,79,0.43,11,29,0.379,14,18,0.778,6,27,33,19,9,4,19,29,93
2011-12-30,1610612765,0021100041,2011-12-30,DET @ BOS,BOS,DET,L,0,3,0.0,240,34,79,0.43,3,16,0.188,14,15,0.933,12,23,35,18,3,0,9,14,85
2011-12-30,1610612755,0021100048,2011-12-30,PHI @ UTA,UTA,PHI,L,1,2,0.333,240,37,77,0.481,4,13,0.308,21,29,0.724,7,33,40,19,7,3,12,22,99
2011-12-30,1610612741,0021100049,2011-12-30,CHI @ LAC,LAC,CHI,W,3,1,0.75,240,39,78,0.5,7,17,0.412,29,34,0.853,15,30,45,29,4,2,12,19,114
2011-12-30,1610612763,0021100043,2011-12-30,MEM vs. HOU,MEM,HOU,W,1,2,0.333,240,45,80,0.563,0,5,0.0,23,33,0.697,7,35,42,23,10,7,16,19,113
2011-12-30,1610612748,0021100045,2011-12-30,MIA @ MIN,MIN,MIA,W,4,0,1.0,240,46,93,0.495,3,14,0.214,8,14,0.571,9,33,42,29,14,6,15,21,103
2011-12-30,1610612742,0021100047,2011-12-30,DAL vs. TOR,DAL,TOR,W,1,3,0.25,240,32,72,0.444,7,25,0.28,28,38,0.737,7,33,40,21,11,4,10,13,99
2011-12-30,1610612762,0021100048,2011-12-30,UTA vs. PHI,UTA,PHI,W,1,2,0.333,240,35,79,0.443,6,16,0.375,26,33,0.788,9,32,41,17,8,9,11,23,102
2011-12-30,1610612740,0021100044,2011-12-30,NOH vs. PHX,NOH,PHX,L,2,1,0.667,240,26,90,0.289,3,14,0.214,23,28,0.821,24,33,57,14,4,5,13,24,78
2011-12-30,1610612751,0021100042,2011-12-30,NJN @ ATL,ATL,NJN,L,1,3,0.25,240,38,82,0.463,9,20,0.45,13,14,0.929,15,25,40,20,7,2,13,26,98
