Date,GameID,HomeTeam,HomeTeamPTS,HomeTeamW_PCT,Ratio,VisitTeam,VisitTeamPTS,VisitTeamW_PCT,WL
2013-10-29,21300003,LAL,116,0.0,1.0,LAC,103,0.0,1.13
2013-10-29,21300001,IND,97,0.0,1.0,ORL,87,0.0,1.11
2013-10-29,21300002,MIA,107,0.0,1.0,CHI,95,0.0,1.13
2013-10-30,21300005,PHI,114,0.0,0.0,MIA,110,1.0,1.04
2013-10-30,21300017,GSW,125,0.0,0.0,LAL,94,1.0,1.33
2013-10-30,21300004,CLE,98,0.0,1.0,BKN,94,0.0,1.04
2013-10-30,21300009,HOU,96,0.0,1.0,CHA,83,0.0,1.16
2013-10-30,21300016,SAC,90,0.0,1.0,DEN,88,0.0,1.02
2013-10-30,21300012,DAL,118,0.0,1.0,ATL,109,0.0,1.08
2013-10-30,21300011,NOP,90,0.0,0.0,IND,95,1.0,0.95
2013-10-30,21300008,NYK,90,0.0,1.0,MIL,83,0.0,1.08
2013-10-30,21300010,MIN,120,0.0,1.0,ORL,115,0.0,1.04
2013-10-30,21300015,PHX,104,0.0,1.0,POR,91,0.0,1.14
2013-10-30,21300013,SAS,101,0.0,1.0,MEM,94,0.0,1.07
2013-10-30,21300014,UTA,98,0.0,1.0,OKC,101,0.0,0.97
2013-10-30,21300006,TOR,93,0.0,1.0,BOS,87,0.0,1.07
2013-10-30,21300007,DET,113,0.0,1.0,WAS,102,0.0,1.11
2013-10-31,21300019,LAC,126,0.0,0.0,GSW,115,1.0,1.1
2013-10-31,21300018,CHI,82,0.0,0.0,NYK,81,1.0,1.01
2013-11-01,21300022,WAS,102,0.0,0.0,PHI,109,1.0,0.94
2013-11-01,21300028,BKN,101,0.0,0.0,MIA,100,0.5,1.01
2013-11-01,21300025,HOU,113,1.0,1.0,DAL,105,1.0,1.08
2013-11-01,21300026,MEM,111,0.0,0.0,DET,108,1.0,1.03
2013-11-01,21300032,LAL,85,0.5,0.5,SAS,91,1.0,0.93
2013-11-01,21300020,CHA,90,0.0,0.0,CLE,84,1.0,1.07
2013-11-01,21300023,ATL,102,0.0,0.0,TOR,95,1.0,1.07
2013-11-01,21300021,ORL,110,0.0,1.0,NOP,90,0.0,1.22
2013-11-01,21300024,BOS,98,0.0,1.0,MIL,105,0.0,0.93
2013-11-01,21300031,SAC,101,1.0,2.0,LAC,110,0.5,0.92
2013-11-01,21300029,DEN,98,0.0,1.0,POR,113,0.0,0.87
2013-11-01,21300027,MIN,100,1.0,1.0,OKC,81,1.0,1.23
2013-11-01,21300030,PHX,87,1.0,1.0,UTA,84,0.0,1.04
2013-11-02,21300037,MIL,90,0.5,1.0,TOR,97,0.5,0.93
2013-11-02,21300035,NOP,105,0.0,0.0,CHA,84,0.5,1.25
2013-11-02,21300039,POR,115,0.5,0.5,SAS,105,1.0,1.1
2013-11-02,21300033,IND,89,1.0,2.0,CLE,74,0.5,1.2
2013-11-02,21300040,GSW,98,0.5,1.0,SAC,87,0.5,1.13
2013-11-02,21300034,PHI,107,1.0,2.0,CHI,104,0.5,1.03
2013-11-02,21300038,UTA,93,0.0,0.0,HOU,104,1.0,0.89
2013-11-02,21300036,DAL,111,0.5,1.0,MEM,99,0.5,1.12
2013-11-03,21300043,ORL,107,0.33,0.66,BKN,86,0.5,1.24
2013-11-03,21300042,MIA,103,0.33,1.0,WAS,93,0.0,1.11
2013-11-03,21300044,OKC,103,0.5,0.5,PHX,96,1.0,1.07
2013-11-03,21300046,LAL,105,0.33,0.66,ATL,103,0.5,1.02
2013-11-03,21300045,NYK,100,0.5,0.5,MIN,109,1.0,0.92
2013-11-03,21300041,DET,87,0.5,1.0,BOS,77,0.0,1.13
2013-11-04,21300047,CLE,93,0.33,0.33,MIN,92,1.0,1.01
2013-11-04,21300050,LAC,137,0.67,0.67,HOU,118,1.0,1.16
2013-11-04,21300049,MEM,95,0.33,1.0,BOS,88,0.0,1.08
2013-11-04,21300048,PHI,90,1.0,1.49,GSW,110,0.67,0.82
2013-11-05,21300055,NOP,98,0.33,0.49,PHX,104,0.67,0.94
2013-11-05,21300058,POR,101,0.67,0.89,HOU,116,0.75,0.87
2013-11-05,21300052,BKN,104,0.33,1.0,UTA,88,0.0,1.18
2013-11-05,21300054,NYK,97,0.33,1.0,CHA,102,0.33,0.95
2013-11-05,21300057,DEN,94,0.0,0.0,SAS,102,0.67,0.92
2013-11-05,21300056,DAL,123,0.67,1.34,LAL,104,0.5,1.18
2013-11-05,21300059,SAC,100,0.33,1.0,ATL,105,0.33,0.95
2013-11-05,21300051,TOR,95,0.67,1.34,MIA,104,0.5,0.91
2013-11-05,21300053,DET,91,0.67,0.67,IND,99,1.0,0.92
2013-11-06,21300063,PHI,102,0.75,1.0,WAS,116,0.0,0.88
2013-11-06,21300068,SAS,99,0.75,1.0,PHX,96,0.75,1.03
2013-11-06,21300069,OKC,107,0.67,0.89,DAL,93,0.75,1.15
2013-11-06,21300065,MEM,84,0.5,2.0,NOP,99,0.25,0.85
2013-11-06,21300064,BOS,97,0.0,1.0,UTA,87,0.0,1.11
2013-11-06,21300060,CHA,92,0.5,1.0,TOR,90,0.5,1.02
2013-11-06,21300067,MIN,93,0.75,1.0,GSW,106,0.75,0.88
2013-11-06,21300066,MIL,109,0.33,0.66,CLE,104,0.5,1.05
2013-11-06,21300061,IND,97,1.0,3.03,CHI,80,0.33,1.21
