Date,GameID,HomeTeam,HomeTeamPTS,HomeTeamW_PCT,Ratio,VisitTeam,VisitTeamPTS,VisitTeamW_PCT,WL
2016-10-25,21600002,POR,113,1.0,inf,UTA,104,0.0,1.09
2016-10-25,21600003,GSW,100,0.0,0.0,SAS,129,1.0,0.78
2016-10-25,21600001,CLE,117,1.0,inf,NYK,88,0.0,1.33
2016-10-26,21600006,BOS,122,1.0,inf,BKN,117,0.0,1.04
2016-10-26,21600010,NOP,102,0.0,0.0,DEN,107,1.0,0.95
2016-10-26,21600005,IND,130,1.0,inf,DAL,121,0.0,1.07
2016-10-26,21600013,LAL,120,1.0,inf,HOU,114,0.0,1.05
2016-10-26,21600004,ORL,96,0.0,0.0,MIA,108,1.0,0.89
2016-10-26,21600008,MIL,96,0.0,0.0,CHA,107,1.0,0.9
2016-10-26,21600011,PHI,97,0.0,0.0,OKC,103,1.0,0.94
2016-10-26,21600012,PHX,94,0.0,0.0,SAC,113,1.0,0.83
2016-10-26,21600007,TOR,109,1.0,inf,DET,91,0.0,1.2
2016-10-26,21600009,MEM,102,1.0,inf,MIN,98,0.0,1.04
2016-10-27,21600017,POR,106,0.5,0.5,LAC,114,1.0,0.93
2016-10-27,21600016,SAC,94,0.5,0.5,SAS,102,1.0,0.92
2016-10-27,21600014,ATL,114,1.0,inf,WAS,99,0.0,1.15
2016-10-27,21600015,CHI,105,1.0,2.0,BOS,99,0.5,1.06
2016-10-28,21600019,BKN,103,0.5,1.0,IND,94,0.5,1.1
2016-10-28,21600025,NOP,114,0.0,0.0,GSW,122,0.5,0.93
2016-10-28,21600021,OKC,113,1.0,inf,PHX,110,0.0,1.03
2016-10-28,21600023,DAL,98,0.0,0.0,HOU,106,0.5,0.92
2016-10-28,21600022,MIA,91,0.5,0.5,CHA,97,1.0,0.94
2016-10-28,21600024,UTA,96,0.5,1.0,LAL,89,0.5,1.08
2016-10-28,21600018,TOR,91,0.5,0.5,CLE,94,1.0,0.97
2016-10-28,21600020,DET,108,0.5,inf,ORL,82,0.0,1.32
2016-10-29,21600030,CHI,118,1.0,3.0,IND,101,0.33299999999999996,1.17
2016-10-29,21600027,CHA,98,0.667,1.0,BOS,104,0.667,0.94
2016-10-29,21600031,MIL,110,0.5,1.5,BKN,108,0.33299999999999996,1.02
2016-10-29,21600033,DEN,113,0.5,0.75,POR,115,0.667,0.98
2016-10-29,21600032,SAS,98,1.0,inf,NOP,79,0.0,1.24
2016-10-29,21600034,SAC,106,0.667,inf,MIN,103,0.0,1.03
2016-10-29,21600026,PHI,72,0.0,0.0,ATL,104,1.0,0.69
2016-10-29,21600029,CLE,105,1.0,inf,ORL,99,0.0,1.06
2016-10-29,21600028,NYK,111,0.5,1.0,MEM,104,0.5,1.07
2016-10-30,21600036,PHX,100,0.0,0.0,GSW,106,0.667,0.94
2016-10-30,21600035,LAC,88,1.0,3.0,UTA,75,0.33299999999999996,1.17
2016-10-30,21600038,DET,98,0.667,2.0,MIL,83,0.33299999999999996,1.18
2016-10-30,21600041,HOU,93,0.667,inf,DAL,92,0.0,1.01
2016-10-30,21600040,OKC,113,1.0,3.0,LAL,96,0.33299999999999996,1.18
2016-10-30,21600039,MEM,112,0.667,inf,WAS,103,0.0,1.09
2016-10-30,21600037,MIA,99,0.33299999999999996,0.33,SAS,106,1.0,0.93
2016-10-31,21600045,LAC,116,1.0,inf,PHX,98,0.0,1.18
2016-10-31,21600043,BKN,88,0.25,0.25,CHI,118,1.0,0.75
2016-10-31,21600044,ATL,106,1.0,2.0,SAC,95,0.5,1.12
2016-10-31,21600042,TOR,105,0.667,2.0,DEN,102,0.33299999999999996,1.03
2016-11-01,21600054,POR,104,0.5,0.67,GSW,127,0.75,0.82
2016-11-01,21600048,IND,115,0.5,2.0,LAL,108,0.25,1.06
2016-11-01,21600051,NOP,113,0.0,0.0,MIL,117,0.5,0.97
2016-11-01,21600052,MIN,116,0.33299999999999996,0.67,MEM,80,0.5,1.45
2016-11-01,21600053,SAS,91,0.8,1.6,UTA,106,0.5,0.86
2016-11-01,21600047,CLE,128,1.0,2.0,HOU,120,0.5,1.07
2016-11-01,21600049,MIA,108,0.5,1.25,SAC,96,0.4,1.12
2016-11-01,21600046,PHI,101,0.0,0.0,ORL,103,0.25,0.98
2016-11-01,21600050,DET,102,0.75,2.25,NYK,89,0.33299999999999996,1.15
2016-11-02,21600058,NYK,99,0.25,0.42,HOU,118,0.6,0.84
2016-11-02,21600060,MEM,89,0.6,inf,NOP,83,0.0,1.07
2016-11-02,21600061,BOS,107,0.75,1.0,CHI,100,0.75,1.07
2016-11-02,21600064,LAC,83,0.75,0.75,OKC,85,1.0,0.98
2016-11-02,21600056,CHA,109,0.75,inf,PHI,93,0.0,1.17
2016-11-02,21600062,UTA,97,0.6,inf,DAL,81,0.0,1.2
2016-11-02,21600063,PHX,118,0.2,0.5,POR,115,0.4,1.03
2016-11-02,21600059,ATL,116,0.75,1.88,LAL,123,0.4,0.94
2016-11-02,21600057,BKN,109,0.4,0.67,DET,101,0.6,1.08
2016-11-02,21600055,WAS,103,0.0,0.0,TOR,113,0.75,0.91
2016-11-03,21600065,ORL,102,0.4,1.2,SAC,94,0.33299999999999996,1.09
2016-11-03,21600068,CLE,128,1.0,1.67,BOS,122,0.6,1.05
2016-11-03,21600069,GSW,122,0.8,1.0,OKC,96,0.8,1.27
2016-11-03,21600067,MIN,99,0.25,0.5,DEN,102,0.5,0.97
2016-11-03,21600066,MIL,125,0.6,1.5,IND,107,0.4,1.17
2016-11-04,21600074,MEM,88,0.5,0.62,LAC,99,0.8,0.89
2016-11-04,21600075,NOP,111,0.0,0.0,PHX,112,0.33299999999999996,0.99
2016-11-04,21600077,UTA,86,0.5,0.6,SAS,100,0.833,0.86
2016-11-04,21600078,LAL,117,0.5,0.75,GSW,97,0.667,1.21
2016-11-04,21600070,WAS,95,0.25,0.42,ATL,92,0.6,1.03
2016-11-04,21600076,DAL,95,0.0,0.0,POR,105,0.5,0.9
2016-11-04,21600072,BKN,95,0.33299999999999996,0.42,CHA,99,0.8,0.96
2016-11-04,21600071,TOR,96,0.8,2.0,MIA,87,0.4,1.1
2016-11-04,21600073,CHI,104,0.6,1.5,NYK,117,0.4,0.89
2016-11-05,21600084,ATL,112,0.667,1.33,HOU,97,0.5,1.15
2016-11-05,21600081,ORL,88,0.5,2.5,WAS,86,0.2,1.02
2016-11-05,21600080,PHI,101,0.0,0.0,CLE,102,1.0,0.99
2016-11-05,21600079,OKC,112,0.833,4.16,MIN,92,0.2,1.22
2016-11-05,21600086,SAS,92,0.7140000000000001,0.86,LAC,116,0.833,0.79
2016-11-05,21600085,MIL,117,0.667,2.33,SAC,91,0.28600000000000003,1.29
2016-11-05,21600082,DET,103,0.667,1.67,DEN,86,0.4,1.2
2016-11-05,21600083,IND,111,0.5,1.0,CHI,94,0.5,1.18
2016-11-06,21600088,MEM,94,0.429,0.75,POR,100,0.5710000000000001,0.94
