Date,GameID,HomeTeam,HomeTeamPTS,HomeTeamW_PCT,Ratio,VisitTeam,VisitTeamPTS,VisitTeamW_PCT,WL
2015-10-27,21500001,ATL,94,0.0,1.0,DET,106,0.0,0.89
2015-10-27,21500002,CHI,97,0.0,1.0,CLE,95,0.0,1.02
2015-10-27,21500003,GSW,111,0.0,1.0,NOP,95,0.0,1.17
2015-10-28,21500011,MEM,76,0.0,1.0,CLE,106,0.0,0.72
2015-10-28,21500015,POR,112,0.0,1.0,NOP,94,0.0,1.19
2015-10-28,21500006,BKN,100,0.0,0.0,CHI,115,1.0,0.87
2015-10-28,21500014,PHX,95,0.0,1.0,DAL,111,0.0,0.86
2015-10-28,21500010,HOU,85,0.0,1.0,DEN,105,0.0,0.81
2015-10-28,21500016,SAC,104,0.0,1.0,LAC,111,0.0,0.94
2015-10-28,21500017,LAL,111,0.0,1.0,MIN,112,0.0,0.99
2015-10-28,21500008,MIA,104,0.0,1.0,CHA,94,0.0,1.11
2015-10-28,21500012,MIL,97,0.0,1.0,NYK,122,0.0,0.8
2015-10-28,21500004,ORL,87,0.0,1.0,WAS,88,0.0,0.99
2015-10-28,21500009,TOR,106,0.0,1.0,IND,99,0.0,1.07
2015-10-28,21500005,BOS,112,0.0,1.0,PHI,95,0.0,1.18
2015-10-28,21500013,OKC,112,0.0,1.0,SAS,106,0.0,1.06
2015-10-28,21500007,DET,92,1.0,1.0,UTA,87,0.0,1.06
2015-10-29,21500019,NYK,101,1.0,1.0,ATL,112,0.0,0.9
2015-10-29,21500020,LAC,104,1.0,1.0,DAL,88,1.0,1.18
2015-10-29,21500018,IND,103,0.0,1.0,MEM,112,0.0,0.92
2015-10-30,21500031,SAC,132,0.0,1.0,LAL,114,0.0,1.16
2015-10-30,21500029,DEN,78,1.0,1.0,MIN,95,1.0,0.82
2015-10-30,21500030,HOU,92,0.0,0.0,GSW,112,1.0,0.82
2015-10-30,21500028,SAS,102,0.0,1.0,BKN,75,0.0,1.36
2015-10-30,21500032,PHX,110,0.0,0.0,POR,92,1.0,1.2
2015-10-30,21500027,MIL,113,0.0,0.0,WAS,118,1.0,0.96
2015-10-30,21500021,CLE,102,0.5,0.5,MIA,92,1.0,1.11
2015-10-30,21500022,ORL,136,0.0,0.0,OKC,139,1.0,0.98
2015-10-30,21500025,DET,98,1.0,1.0,CHI,94,1.0,1.04
2015-10-30,21500026,ATL,97,0.5,1.0,CHA,94,0.0,1.03
2015-10-30,21500023,PHI,71,0.0,1.0,UTA,99,0.0,0.72
2015-10-30,21500024,BOS,103,1.0,1.0,TOR,113,1.0,0.91
2015-10-31,21500038,LAC,114,1.0,2.0,SAC,109,0.5,1.05
