Date,GameID,HomeTeam,HomeTeamPTS,HomeTeamW_PCT,Ratio,VisitTeam,VisitTeamPTS,VisitTeamW_PCT,WL
2014-10-28,21400001,NOP,101,1.0,inf,ORL,84,0.0,1.2
2014-10-28,21400002,SAS,101,1.0,inf,DAL,100,0.0,1.01
2014-10-28,21400003,LAL,90,0.0,0.0,HOU,108,1.0,0.83
2014-10-29,21400006,BOS,121,1.0,inf,BKN,105,0.0,1.15
2014-10-29,21400010,NYK,80,0.0,0.0,CHI,104,1.0,0.77
2014-10-29,21400011,DEN,89,1.0,inf,DET,79,0.0,1.13
2014-10-29,21400014,SAC,77,0.0,0.0,GSW,95,1.0,0.81
2014-10-29,21400012,UTA,93,0.0,0.0,HOU,104,1.0,0.89
2014-10-29,21400013,PHX,119,1.0,inf,LAL,99,0.0,1.2
2014-10-29,21400007,MIA,107,1.0,inf,WAS,95,0.0,1.13
2014-10-29,21400004,CHA,108,1.0,inf,MIL,106,0.0,1.02
2014-10-29,21400009,MEM,105,1.0,inf,MIN,101,0.0,1.04
2014-10-29,21400005,IND,103,1.0,inf,PHI,91,0.0,1.13
2014-10-29,21400015,POR,106,1.0,inf,OKC,89,0.0,1.19
2014-10-29,21400008,TOR,109,1.0,inf,ATL,102,0.0,1.07
2014-10-30,21400020,LAC,93,1.0,inf,OKC,90,0.0,1.03
2014-10-30,21400017,MIN,97,0.5,inf,DET,91,0.0,1.07
2014-10-30,21400019,DAL,120,0.5,inf,UTA,102,0.0,1.18
2014-10-30,21400018,CLE,90,0.0,0.0,NYK,95,0.5,0.95
2014-10-30,21400016,ORL,98,0.0,0.0,WAS,105,0.5,0.93
2014-10-31,21400025,SAC,103,0.5,1.0,POR,94,0.5,1.1
2014-10-31,21400026,LAL,111,0.0,0.0,LAC,118,1.0,0.94
2014-10-31,21400021,IND,89,0.5,0.5,MEM,97,1.0,0.92
2014-10-31,21400023,MIL,93,0.5,inf,PHI,81,0.0,1.15
2014-10-31,21400022,CHI,108,0.5,1.0,CLE,114,0.5,0.95
2014-10-31,21400024,PHX,94,1.0,2.0,SAS,89,0.5,1.06
2014-11-01,21400029,ORL,95,0.0,0.0,TOR,108,1.0,0.88
2014-11-01,21400036,OKC,102,0.33299999999999996,0.67,DEN,91,0.5,1.12
2014-11-01,21400030,PHI,96,0.0,0.0,MIA,114,1.0,0.84
2014-11-01,21400032,ATL,102,0.5,1.5,IND,92,0.33299999999999996,1.11
2014-11-01,21400035,MIN,105,0.33299999999999996,0.5,CHI,106,0.667,0.99
2014-11-01,21400037,UTA,118,0.33299999999999996,0.5,PHX,91,0.667,1.3
2014-11-01,21400034,HOU,104,1.0,2.0,BOS,90,0.5,1.16
2014-11-01,21400028,CHA,69,0.5,0.5,MEM,71,1.0,0.97
2014-11-01,21400033,DET,90,0.0,0.0,BKN,102,0.5,0.88
2014-11-01,21400031,WAS,108,0.667,2.0,MIL,97,0.33299999999999996,1.11
